ID,Question,Category,Register,Stakeholder_Role,Surface_Cognitive_Complexity,Latent_Architectural_Complexity,Required_Data_Sources,Answer_Type,Notes,Source,Section,Priority,Complexity_L,Readiness_R,Readiness_Label,Sensors_Required,Authoritative_Sources,Analysis_Required,Answer_Boundary,Source_Doc
EA-031,"Who is currently accountable for each space, asset and shared service, and where are ownership, operation or funding responsibilities unclear?",,,University estates and asset-management teams,,,,,"Governance leads can resolve responsibility gaps before costs, risks or work are assigned.",stakeholder_catalogue_37,,,,,,"Proposed evidence: none as authority; proposed asset scans and service-topology evidence can expose where operational control appears inconsistent with recorded responsibility. Coverage: spaces, assets and shared services in the approved governance scope. Timing: monthly exception refresh and after organisational or project change; aggregate by responsibility type, not by named individual in general reports. Quality limits: operational use or control signals cannot establish legal, budget or safety accountability. Evidence gate: proposed until deployment, mapping, commissioning, permission and current health are verified. Record modality/location, coverage, sampling/aggregation, units, calibration or functional check, clock alignment, expected reporting, uptime, gaps, drift and source/configuration provenance. If a decision-critical check fails, return unavailable rather than infer.","Primary authority: the approved responsibility and ownership matrix, maintained by the Estates governance owner with school, service and finance owners. Corroboration: space allocations, maintenance contracts, lease or licence records, asset ownership fields, budget codes and service agreements. Precedence: signed governance, tenure and contract records take precedence; observed operation only prompts clarification. Time/access/provenance: show source owner, effective or observed time, retrieval time, field-level permission and provenance. Staleness/conflicts: apply the owner's decision-specific currency threshold; flag vacant roles, expired agreements, inherited budget codes, conflicting owner fields and shared systems without a lead owner. Preserve unresolved conflicts for the accountable owner; never select a convenient value. The May 2021 floor plan is historical reference only and cannot establish current use, access, services, hazards or closures.","Operation: lookup and comparison. Decision cadence: responsibility-gap and conflict detection, monthly and at change gates. Minimum evidence: asset or space identity, responsibility type, current owner role, effective dates and supporting agreement. Method: matrix completeness checks and conflict rules across operational, maintenance, budget and assurance responsibilities. Uncertainty: confirmed, conflicting or unassigned responsibility with source dates. Safe failure: return an ownership question to authorised governance roles when no current record resolves it.","Do not assign accountability, infer it from who uses or controls an asset, disclose personal details or interpret contractual liability. Approved space, tenure, access and information-governance records retain authority over use and disclosure.",University estates and asset-management teams.pdf
EA-032,Does recorded departmental tenure or authorised space allocation match the current approved arrangement and observed operational context?,,,University estates and asset-management teams,,,,,Space managers can verify an apparent mismatch with the authorised allocation owner rather than treating presence as tenure.,stakeholder_catalogue_37,,,,,,"Proposed evidence: privacy-preserving aggregate entry counts, environmental utilisation indicators and room booking status. Coverage: spaces where aggregate use evidence is permitted; no identity, device tracking or research-content inspection. Timing: 15-minute or hourly aggregation, assessed over representative teaching and non-teaching periods; aggregate by room or zone with suppression for low counts. Quality limits: presence does not establish tenure, and low observed use may be legitimate or seasonal. Evidence gate: proposed until deployment, mapping, commissioning, permission and current health are verified. Record modality/location, coverage, sampling/aggregation, units, calibration or functional check, clock alignment, expected reporting, uptime, gaps, drift and source/configuration provenance. If a decision-critical check fails, return unavailable rather than infer.","Primary authority: the current authorised space allocation, lease or licence record, maintained by the Estates Space Management owner. Corroboration: approved room directory, departmental confirmation, booking rules, project decants and access arrangements. Precedence: signed allocation and current accountable owner confirmation take precedence over observed use. Time/access/provenance: show source owner, effective or observed time, retrieval time, field-level permission and provenance. Staleness/conflicts: apply the owner's decision-specific currency threshold; flag temporary occupation, delayed directory updates, shared spaces, closed areas and conflicting effective dates. Preserve unresolved conflicts for the accountable owner; never select a convenient value. The May 2021 floor plan is historical reference only and cannot establish current use, access, services, hazards or closures.","Operation: observation and comparison. Decision cadence: allocation-versus-use exception detection, monthly and after known moves. Minimum evidence: current allocation, effective dates, representative aggregate use and known temporary arrangements. Method: rule comparison with seasonal baselines and explicit categories for shared, temporarily occupied and inactive. Uncertainty: exception confidence and observation coverage. Safe failure: state that use evidence is inconclusive and request owner confirmation when patterns are sparse or legitimate alternatives exist.","Do not identify occupants, infer unauthorised occupation, change allocation, disclose sensitive room use or treat utilisation as ownership. Approved space, tenure, access and information-governance records retain authority over use and disclosure.",University estates and asset-management teams.pdf
EA-033,"Which spaces show persistent aggregate underuse, crowding or service-intensity patterns that merit a space-management check?",,,University estates and asset-management teams,,,,,Space teams can select areas for a management check without identifying individuals or inferring productivity.,stakeholder_catalogue_37,,,,,,"Proposed evidence: non-identifying people counts, doorway counts, CO2 as a secondary indicator, booking check-in state and environmental occupancy proxies. Coverage: approved rooms or zones; suppress small counts and exclude spaces where privacy or research sensitivity prevents monitoring. Timing: 5-or 15-minute sensing aggregated to hourly, daily and representative-week patterns; aggregate by space type and usable time, not by individual. Quality limits: sensor occlusion, open doors, shared ventilation, unrecorded events and inaccessible areas affect counts. Evidence gate: proposed until deployment, mapping, commissioning, permission and current health are verified. Record modality/location, coverage, sampling/aggregation, units, calibration or functional check, clock alignment, expected reporting, uptime, gaps, drift and source/configuration provenance. If a decision-critical check fails, return unavailable rather than infer.","Primary authority: current room capacity, function and availability, maintained by the Estates Space Management owner. Corroboration: timetables, bookings, closures, accessibility constraints, service schedules and approved local use rules. Precedence: current authorised capacity, closures and function take precedence over historical plans or sensor estimates. Time/access/provenance: show source owner, effective or observed time, retrieval time, field-level permission and provenance. Staleness/conflicts: apply the owner's decision-specific currency threshold; flag changed room layouts, cancelled bookings, temporary restrictions, stale capacity and conflicting room names. Preserve unresolved conflicts for the accountable owner; never select a convenient value.","Operation: observation and comparison. Decision cadence: aggregate utilisation and capacity-pressure analysis, weekly, termly and for specified planning periods. Minimum evidence: verified room identity, current usable capacity, sufficient monitored hours, booking context and closure data. Method: occupancy-to-capacity distributions with time-of-day and term controls; no productivity interpretation. Uncertainty: coverage, count error range and persistence across periods. Safe failure: return no conclusion where monitoring coverage, current function or capacity is unverified.","Do not identify users, infer attendance or performance, declare a space surplus, authorise reallocations or use the May 2021 plan as proof of current function. Approved space, tenure, access and information-governance records retain authority over use and disclosure.",University estates and asset-management teams.pdf
EA-034,"Which assets and services support several departments or tenants, and what responsibility or cost-sharing basis is currently authorised?",,,University estates and asset-management teams,,,,,"Accountable owners can clarify service, maintenance and cost-sharing arrangements for shared infrastructure.",stakeholder_catalogue_37,,,,,,"Proposed evidence: system-level flow, energy, runtime and service-state metering where commissioned and technically attributable. Coverage: shared systems and served zones at a level that does not reveal sensitive activity. Timing: hourly or daily aggregation with monthly allocation summaries; aggregate by service and authorised responsibility unit. Quality limits: submeter gaps, common losses, shared plant and changing use prevent exact attribution. Evidence gate: proposed until deployment, mapping, commissioning, permission and current health are verified. Record modality/location, coverage, sampling/aggregation, units, calibration or functional check, clock alignment, expected reporting, uptime, gaps, drift and source/configuration provenance. If a decision-critical check fails, return unavailable rather than infer.","Primary authority: service responsibility agreements and cost-allocation rules, maintained by the Estates governance and finance owners. Corroboration: asset-to-space topology, space allocations, leases or licences, metering maps, maintenance contracts and service-level records. Precedence: signed agreements and finance policy take precedence over measured demand; telemetry may inform but not redefine liability. Time/access/provenance: show source owner, effective or observed time, retrieval time, field-level permission and provenance. Staleness/conflicts: apply the owner's decision-specific currency threshold; flag unmetered branches, changed tenants, temporary decants, missing shared-cost rules and topology conflicts. Preserve unresolved conflicts for the accountable owner; never select a convenient value.","Operation: calculation and estimate. Decision cadence: shared-service mapping and bounded allocation support, monthly and at agreement change. Minimum evidence: verified served-area map, current occupants, approved allocation rule and sufficient metering or declared proxy. Method: dependency graph plus rule-based allocation with transparent residual or common-service share. Uncertainty: attribution range and unallocated proportion. Safe failure: show an unallocatable shared portion rather than force exact splits when topology or metering is inadequate.","Do not create charges, interpret leases, expose one tenant's sensitive demand or assign legal responsibility. Approved space, tenure, access and information-governance records retain authority over use and disclosure.",University estates and asset-management teams.pdf
EA-035,"Which spaces have operational constraints that are missing, stale or inconsistent across estate information?",,,University estates and asset-management teams,,,,,"Operational constraints can be corrected before they invalidate access, project or maintenance planning.",stakeholder_catalogue_37,,,,,,"Proposed evidence: door or plant state, environmental limits, access-status summaries and equipment-operation windows where already approved. Coverage: space-level constraints such as restricted access, environmental dependence or service shutdown windows; no personal monitoring. Timing: event-driven with monthly reconciliation; aggregate as controlled constraint categories, with detail restricted by role. Quality limits: a closed door, unusual temperature or low use does not prove a formal constraint. Evidence gate: proposed until deployment, mapping, commissioning, permission and current health are verified. Record modality/location, coverage, sampling/aggregation, units, calibration or functional check, clock alignment, expected reporting, uptime, gaps, drift and source/configuration provenance. If a decision-critical check fails, return unavailable rather than infer.","Primary authority: the current space constraint and operational information record, maintained by the Estates Space Management owner with safety, security and local service owners. Corroboration: approved access rules, hazard records, business continuity needs, room data sheets, project restrictions and local operating agreements. Precedence: current authorised safety, security and service-owner records take precedence; the May 2021 plan has no authority for current constraints. Time/access/provenance: show source owner, effective or observed time, retrieval time, field-level permission and provenance. Staleness/conflicts: apply the owner's decision-specific currency threshold; flag temporary restrictions without end dates, confidential constraints, inconsistent room identifiers and unrecorded local arrangements. Preserve unresolved conflicts for the accountable owner; never select a convenient value. The May 2021 floor plan is historical reference only and cannot establish current use, access, services, hazards or closures.","Operation: lookup and comparison. Decision cadence: constraint completeness and exception detection, monthly and before planning work or access. Minimum evidence: current space identity, recorded constraints, an authorised source or repeated operational exception and effective dates. Method: rule checks across access, environmental, service and hazard categories followed by owner confirmation. Uncertainty: confirmed, probable or unverified constraint with disclosure level. Safe failure: show only that confirmation is required when details are restricted or evidence is indirect.","Do not infer hazards, grant access, reveal restricted activities, declare a room safe or instruct entry. Approved space, tenure, access and information-governance records retain authority over use and disclosure.",University estates and asset-management teams.pdf
EA-036,"Where are room names, numbers, functions or boundaries inconsistent across space, asset, maintenance and project systems?",,,University estates and asset-management teams,,,,,Information owners can reconcile identifiers and boundaries so records and work refer to the same current space.,stakeholder_catalogue_37,,,,,,"Proposed evidence: tagged room-sign observations and permissioned survey geometry where needed. Coverage: spaces within the agreed information scope; no capture of occupants or room content. Timing: after layout or signage change and quarterly exception sampling; aggregate by canonical space identifier and conflicting field. Quality limits: temporary signs, inaccessible rooms and survey-coordinate error can create false conflicts. Evidence gate: proposed until deployment, mapping, commissioning, permission and current health are verified. Record modality/location, coverage, sampling/aggregation, units, calibration or functional check, clock alignment, expected reporting, uptime, gaps, drift and source/configuration provenance. If a decision-critical check fails, return unavailable rather than infer.","Primary authority: the current canonical space hierarchy, maintained by the Estates Space Information owner. Corroboration: approved plans, room directory, timetabling, access control, CAFM, BIM or CDE and signage records. Precedence: the owner-approved current space identifier and boundary govern; downstream systems must not be reconciled by majority vote. Time/access/provenance: show source owner, effective or observed time, retrieval time, field-level permission and provenance. Staleness/conflicts: apply the owner's decision-specific currency threshold; flag renumbering, subdivisions, merged rooms, delayed interfaces, historical plan references and conflicting effective dates. Preserve unresolved conflicts for the accountable owner; never select a convenient value. The May 2021 floor plan is historical reference only and cannot establish current use, access, services, hazards or closures.","Operation: comparison. Decision cadence: cross-system space identity reconciliation, weekly for changed records and quarterly across the estate. Minimum evidence: canonical identifier, current boundary or parent, source timestamps and at least one approved corroborating record. Method: exact-key checks, alias mapping and geometry overlap only where current approved geometry exists. Uncertainty: conflict type, affected systems and match confidence. Safe failure: retain separate candidates and request space-owner decision where current boundary or identifier is not authoritative.","Do not rename rooms, update downstream systems, reveal restricted space functions or use the May 2021 plan as current authority. Approved space, tenure, access and information-governance records retain authority over use and disclosure.",University estates and asset-management teams.pdf
EA-037,"Which spaces are currently unavailable or partly available, and what authoritative reason, period and reopening condition are recorded?",,,University estates and asset-management teams,,,,,Service teams can communicate a permissioned availability status and the condition for a governed reopening decision.,stakeholder_catalogue_37,,,,,,"Proposed evidence: approved access-state, environmental alarms, service availability and non-identifying aggregate use indicators. Coverage: spaces with an authorised availability status; restricted reasons remain role-limited. Timing: near real time for state, with daily reconciliation to formal records; aggregate by space and availability category. Quality limits: access-control state, low use or environmental alarm alone cannot establish closure. Evidence gate: proposed until deployment, mapping, commissioning, permission and current health are verified. Record modality/location, coverage, sampling/aggregation, units, calibration or functional check, clock alignment, expected reporting, uptime, gaps, drift and source/configuration provenance. If a decision-critical check fails, return unavailable rather than infer.","Primary authority: the authorised closure or availability record, maintained by the Estates operations or Space Management owner. Corroboration: project restrictions, incidents, maintenance work, safety decisions, bookings and service-owner notices. Precedence: current accountable owner status and competent safety decisions take precedence over sensors, bookings and historical plans. Time/access/provenance: show source owner, effective or observed time, retrieval time, field-level permission and provenance. Staleness/conflicts: apply the owner's decision-specific currency threshold; flag closures without end conditions, expired notices, partial restrictions, conflicting access state and delayed reopening updates. Preserve unresolved conflicts for the accountable owner; never select a convenient value. The May 2021 floor plan is historical reference only and cannot establish current use, access, services, hazards or closures.","Operation: lookup and observation. Decision cadence: availability-state reconciliation, near real time with daily owner confirmation for prolonged exceptions. Minimum evidence: current authorised status, effective time, reason category, affected scope, end condition and any corroborating service state. Method: state-machine checks and conflict detection across closure, booking, access and service records. Uncertainty: confirmed, conflicting or unknown availability. Safe failure: display unknown and direct the user to the current owner when no authoritative state exists.","Do not declare a space safe, open or closed, grant entry, reveal sensitive incident reasons or promise a reopening time. Approved space, tenure, access and information-governance records retain authority over use and disclosure.",University estates and asset-management teams.pdf
EA-038,"How could a proposed change of space use affect the assets, capacities, controls and shared services supporting the area?",,,University estates and asset-management teams,,,,,Project teams can identify enabling studies and service constraints before a proposed use change advances.,stakeholder_catalogue_37,,,,,,"Proposed evidence: current aggregate demand, environmental performance, service load and equipment duty relevant to the proposed change. Coverage: affected rooms, zones and upstream plant; privacy-preserving aggregation only. Timing: representative recent periods and scenario-specific design windows; aggregate by service and capacity margin. Quality limits: historical demand may not represent the proposed activity, and hidden routes or unmetered loads remain uncertain. Evidence gate: proposed until deployment, mapping, commissioning, permission and current health are verified. Record modality/location, coverage, sampling/aggregation, units, calibration or functional check, clock alignment, expected reporting, uptime, gaps, drift and source/configuration provenance. If a decision-critical check fails, return unavailable rather than infer.","Primary authority: the current approved space and system topology, maintained by the Estates Space Information and engineering owners. Corroboration: project brief, proposed occupancy or activity, design criteria, asset capacities, O&M limits, statutory constraints and current defects. Precedence: approved current records and competent design input take precedence; the historical May 2021 plan may only orient, not establish present conditions. Time/access/provenance: show source owner, effective or observed time, retrieval time, field-level permission and provenance. Staleness/conflicts: apply the owner's decision-specific currency threshold; flag unverified capacities, undocumented changes, unresolved defects, incomplete project assumptions and conflicting room boundaries. Preserve unresolved conflicts for the accountable owner; never select a convenient value. The May 2021 floor plan is historical reference only and cannot establish current use, access, services, hazards or closures.","Operation: estimate and forecast. Decision cadence: change-impact and capacity-screening scenario, at concept, option and design decision points. Minimum evidence: defined proposed use, current verified space and service relationships, representative demand and capacity or constraint evidence. Method: dependency tracing and bounded peak-demand comparison under low, central and high scenarios. Uncertainty: capacity margin ranges and named evidence gaps. Safe failure: return a requirement for survey or design confirmation when current topology, capacity or future demand is not adequate.","Do not approve the change, certify capacity, infer design compliance, authorise works or replace professional design and survey activity. Approved space, tenure, access and information-governance records retain authority over use and disclosure.",University estates and asset-management teams.pdf
EA-039,"Which assets cannot be maintained reliably because access routes, permissions, keys, permits or working windows are absent or repeatedly ineffective?",,,University estates and asset-management teams,,,,,"Maintenance planners can resolve permits, keys, routes or working-window dependencies before booking work.",stakeholder_catalogue_37,,,,,,"Proposed evidence: aggregated access-denial events, tagged attendance at the asset zone and door-state summaries where permitted. Coverage: maintenance access paths and plant areas; no personal movement profiles or disclosure of security details. Timing: per work event with monthly pattern analysis; aggregate by asset, access constraint type and responsible access owner. Quality limits: access denial can reflect expired credentials, timing, escort absence or unrelated security events. Evidence gate: proposed until deployment, mapping, commissioning, permission and current health are verified. Record modality/location, coverage, sampling/aggregation, units, calibration or functional check, clock alignment, expected reporting, uptime, gaps, drift and source/configuration provenance. If a decision-critical check fails, return unavailable rather than infer.","Primary authority: approved asset access requirements and work-order delay reasons, maintained by the Estates maintenance and security or local access owners. Corroboration: permits, escort arrangements, keys, room restrictions, service windows and contractor reports. Precedence: current access and safety owners decide permission; repeated operational evidence only identifies a gap. Time/access/provenance: show source owner, effective or observed time, retrieval time, field-level permission and provenance. Staleness/conflicts: apply the owner's decision-specific currency threshold; flag local arrangements not recorded, changed locks, temporary restrictions, generic delay codes and conflicting access instructions. Preserve unresolved conflicts for the accountable owner; never select a convenient value. The May 2021 floor plan is historical reference only and cannot establish current use, access, services, hazards or closures.","Operation: comparison and bounded diagnosis. Decision cadence: access-readiness and repeat-failure analysis, monthly and before planned high-priority work. Minimum evidence: asset and safe access requirement, at least one failed or delayed attendance, authorised access record and current owner. Method: process-stage analysis separating permission, credential, key, escort, timing and hazard prerequisites. Uncertainty: constraint category and attribution confidence. Safe failure: state that access readiness is unverified and route to the current owner when event detail is insufficient or restricted.","Do not grant access, reveal credentials or sensitive routes, identify individual movements, or direct entry without current permission and safe-system controls. Approved space, tenure, access and information-governance records retain authority over use and disclosure.",University estates and asset-management teams.pdf
EA-040,What asset and space information may be shown to this user role for this purpose without exposing restricted or personal detail?,,,University estates and asset-management teams,,,,,The service can release the minimum necessary asset or space detail for the current role and purpose.,stakeholder_catalogue_37,,,,,,"Proposed evidence: none as authority; data classifications from sensor metadata can indicate whether a feed contains location, security or low-count occupancy information. Coverage: all proposed outputs and source fields. Timing: at design time and whenever source, purpose or audience changes; aggregate by role, purpose and minimum necessary field set. Quality limits: technical metadata cannot determine lawful or institutional permission by itself. Evidence gate: proposed until deployment, mapping, commissioning, permission and current health are verified. Record modality/location, coverage, sampling/aggregation, units, calibration or functional check, clock alignment, expected reporting, uptime, gaps, drift and source/configuration provenance. If a decision-critical check fails, return unavailable rather than infer.","Primary authority: the approved information-classification and access-control policy, maintained by the Estates information governance and security owners. Corroboration: data-owner permissions, contractual controls, research restrictions, privacy assessments and system role mappings. Precedence: current policy and explicit data-owner permission take precedence over convenience or inherited access. Time/access/provenance: show source owner, effective or observed time, retrieval time, field-level permission and provenance. Staleness/conflicts: apply the owner's decision-specific currency threshold; flag role drift, copied exports, stale group membership, unclear purpose and conflicts between source permissions. Preserve unresolved conflicts for the accountable owner; never select a convenient value. The May 2021 floor plan is historical reference only and cannot establish current use, access, services, hazards or closures.","Operation: lookup. Decision cadence: purpose-based disclosure filtering, at every query and permission change. Minimum evidence: authenticated role, approved purpose, source permission, field classification, location sensitivity and aggregation rule. Method: deny-by-default policy evaluation with field-level minimisation, low-count suppression and output logging. Uncertainty: allowed fields plus any redaction or aggregation applied. Safe failure: refuse the restricted portion and return the responsible data owner or safer aggregate where available.","Do not broaden access, reveal restricted plant or research information, expose individual-level occupancy, or assume that access to one source permits redistribution. Approved space, tenure, access and information-governance records retain authority over use and disclosure.",University estates and asset-management teams.pdf
EA-041,"Which planned projects, maintenance packages or operational changes affect the same asset, space or service, and where could scopes or timings clash?",,,University estates and asset-management teams,,,,,"Programme teams can coordinate interfaces, shutdowns and ownership before overlapping scopes create rework or service risk.",stakeholder_catalogue_37,,,,,,"Proposed evidence: current asset and service state plus tagged verification of temporary works or active project zones where approved. Coverage: assets, spaces and dependencies in the selected planning horizon. Timing: daily project-feed refresh and event updates for material state change; aggregate by asset, space, service and time window. Quality limits: site activity and temporary states may not be captured consistently, and telemetry cannot define contractual scope. Evidence gate: proposed until deployment, mapping, commissioning, permission and current health are verified. Record modality/location, coverage, sampling/aggregation, units, calibration or functional check, clock alignment, expected reporting, uptime, gaps, drift and source/configuration provenance. If a decision-critical check fails, return unavailable rather than infer.","Primary authority: the authorised project portfolio, scope and programme records, maintained by the Estates Capital Projects owner. Corroboration: change requests, work packages, outage plans, current asset hierarchy, space closures, maintenance plans and local service constraints. Precedence: approved project and operational owner records take precedence; inferred overlap only raises a coordination question. Time/access/provenance: show source owner, effective or observed time, retrieval time, field-level permission and provenance. Staleness/conflicts: apply the owner's decision-specific currency threshold; flag uncertain dates, unapproved options, different space identifiers, omitted enabling works and conflicting programme versions. Preserve unresolved conflicts for the accountable owner; never select a convenient value. The May 2021 floor plan is historical reference only and cannot establish current use, access, services, hazards or closures.","Operation: comparison and forecast. Decision cadence: project-to-asset dependency and schedule-clash detection, daily for the next 12 weeks and at project gates. Minimum evidence: current project scope, affected identities, dates, service dependencies and operational constraints. Method: graph intersection plus interval-overlap and prerequisite rules. Uncertainty: confirmed and possible clashes with source-date confidence. Safe failure: show an unresolved coordination risk and request owner confirmation when scope or dates are provisional.","Do not approve scope, change programme dates, expose commercially restricted details, authorise outages or declare conflicts resolved. Approved project governance and accountable operational owners retain authority over scope, acceptance and handover.",University estates and asset-management teams.pdf
EA-042,"What baseline evidence must be captured before work starts so condition, performance, energy and configuration changes can later be demonstrated?",,,University estates and asset-management teams,,,,,Project and operational owners can agree a traceable baseline capable of supporting later comparison.,stakeholder_catalogue_37,,,,,,"Proposed evidence: asset-specific baseline trends, meter readings, configuration exports, tag and serial verification, and controlled condition observations. Coverage: assets, services and spaces within the approved project impact boundary. Timing: for a representative pre-work period plus a timestamped final baseline close to commencement; aggregate by asset, service level and relevant operating condition. Quality limits: seasonal variability, temporary operation, poor sensor health and short baselines can make comparison misleading. Evidence gate: proposed until deployment, mapping, commissioning, permission and current health are verified. Record modality/location, coverage, sampling/aggregation, units, calibration or functional check, clock alignment, expected reporting, uptime, gaps, drift and source/configuration provenance. If a decision-critical check fails, return unavailable rather than infer.","Primary authority: the approved project information requirements and current asset or space records, maintained by the Estates Capital Projects and Information Management owners. Corroboration: design intent, current O&M data, condition surveys, service criteria, risk records and known defects. Precedence: the agreed information requirement and competent survey scope determine the baseline; telemetry supplements but does not replace them. Time/access/provenance: show source owner, effective or observed time, retrieval time, field-level permission and provenance. Staleness/conflicts: apply the owner's decision-specific currency threshold; flag late scope changes, missing current drawings, unresolved defects, uncalibrated sensors and uncertain operating context. Preserve unresolved conflicts for the accountable owner; never select a convenient value. The May 2021 floor plan is historical reference only and cannot establish current use, access, services, hazards or closures.","Operation: observation and baseline calculation. Decision cadence: baseline sufficiency design, at project definition and before commencement. Minimum evidence: defined change claim, affected scope, current authoritative records, representative operating states and measurement quality. Method: claim-to-evidence mapping with coverage, duration and comparability checks. Uncertainty: which claims can be tested and the residual uncertainty. Safe failure: state that no reliable before-and-after comparison will be possible for unsupported claims and escalate the capture gap.","Do not certify existing condition, approve project start, require intrusive measurement without permission or capture sensitive activity beyond the stated purpose. Approved project governance and accountable operational owners retain authority over scope, acceptance and handover.",University estates and asset-management teams.pdf
EA-043,"Have completed changes altered an asset's identity, location, duty, capacity, controls or dependencies in ways operational records must reflect?",,,University estates and asset-management teams,,,,,Asset-information owners can target post-change record updates and verification before stale configuration is relied upon.,stakeholder_catalogue_37,,,,,,"Proposed evidence: post-change tag scans, controller mappings, operating points, capacity test results and service-state observations. Coverage: changed assets and directly affected upstream or downstream systems. Timing: at commissioning, handover and after the proving period; aggregate as before-and-after attribute and relationship differences. Quality limits: temporary commissioning settings and incomplete proving can look like final duty. Evidence gate: proposed until deployment, mapping, commissioning, permission and current health are verified. Record modality/location, coverage, sampling/aggregation, units, calibration or functional check, clock alignment, expected reporting, uptime, gaps, drift and source/configuration provenance. If a decision-critical check fails, return unavailable rather than infer.","Primary authority: the approved change record and accepted handover information, maintained by the Estates project and Asset Information owners. Corroboration: as-built documents, commissioning results, work orders, configuration records, approved substitutions and disposal evidence. Precedence: accepted change and accountable owner confirmation take precedence; observed differences create exceptions until accepted. Time/access/provenance: show source owner, effective or observed time, retrieval time, field-level permission and provenance. Staleness/conflicts: apply the owner's decision-specific currency threshold; flag red-line drawings not incorporated, undocumented substitutions, temporary settings, missing predecessor links and conflicting acceptance dates. Preserve unresolved conflicts for the accountable owner; never select a convenient value. The May 2021 floor plan is historical reference only and cannot establish current use, access, services, hazards or closures.","Operation: comparison. Decision cadence: before-and-after change reconciliation, at handover and after the agreed proving period. Minimum evidence: pre-change baseline, approved scope, installed identity, accepted test evidence and current owner confirmation. Method: attribute diff, relationship graph comparison and state validation against design intent. Uncertainty: confirmed, provisional or unexplained change with source trace. Safe failure: retain both prior and proposed states and request acceptance evidence when the final state is not authoritative.","Do not update asset records, certify capacity, approve substitutions, infer project acceptance or disclose restricted configuration. Approved project governance and accountable operational owners retain authority over scope, acceptance and handover.",University estates and asset-management teams.pdf
EA-044,"Has handover supplied the asset, O&M, commissioning, as-built and maintenance information required for safe operational use?",,,University estates and asset-management teams,,,,,The receiving owner can identify missing handover evidence before accepting operational support responsibility.,stakeholder_catalogue_37,,,,,,"Proposed evidence: commissioning results, point-to-asset mappings, trend availability and asset tag verification as evidence of implemented information. Coverage: handover assets and systems defined in the project information requirement. Timing: at staged handover, practical completion and end of proving; aggregate by required deliverable, asset and acceptance status. Quality limits: a live point or tagged asset does not prove that documentation is complete, correct or approved. Evidence gate: proposed until deployment, mapping, commissioning, permission and current health are verified. Record modality/location, coverage, sampling/aggregation, units, calibration or functional check, clock alignment, expected reporting, uptime, gaps, drift and source/configuration provenance. If a decision-critical check fails, return unavailable rather than infer.","Primary authority: the approved exchange or handover information requirement, maintained by the Estates Information Management and Capital Projects owners. Corroboration: CDE submissions, asset data sheets, O&M manuals, commissioning records, training records, warranties and defect lists. Precedence: formally accepted deliverables and current accountable owner decisions take precedence over file presence. Time/access/provenance: show source owner, effective or observed time, retrieval time, field-level permission and provenance. Staleness/conflicts: apply the owner's decision-specific currency threshold; flag wrong versions, unapproved status, inaccessible links, incomplete asset coverage, invalid formats and conflicting serials. Preserve unresolved conflicts for the accountable owner; never select a convenient value. The May 2021 floor plan is historical reference only and cannot establish current use, access, services, hazards or closures.","Operation: lookup and comparison. Decision cadence: handover completeness and usability validation, at each handover gate. Minimum evidence: required-item matrix, approved status, asset coverage, accessible file, owner, version and effective date. Method: schema, coverage, status and link-integrity checks plus sample trace from asset to required documents. Uncertainty: complete, conditional or missing with exact acceptance dependencies. Safe failure: withhold a complete status and list the unresolved deliverables when acceptance or linkage is absent.","Do not accept handover, certify information accuracy, approve payment, expose commercial documents or substitute for technical checking. Approved project governance and accountable operational owners retain authority over scope, acceptance and handover.",University estates and asset-management teams.pdf
EA-045,Which handover records cannot be matched confidently to the installed assets they are intended to describe?,,,University estates and asset-management teams,,,,,Handover teams can target identity checks instead of attaching records to the wrong installed asset.,stakeholder_catalogue_37,,,,,,"Proposed evidence: tag, serial, make, model, controller object and location verification. Coverage: installed assets within the project boundary, excluding items outside the agreed estate asset scope. Timing: during installation checks, handover and first maintenance attendance; aggregate as unmatched records and candidate assets. Quality limits: serial plates may be inaccessible or replaced, and identical units can share descriptions. Evidence gate: proposed until deployment, mapping, commissioning, permission and current health are verified. Record modality/location, coverage, sampling/aggregation, units, calibration or functional check, clock alignment, expected reporting, uptime, gaps, drift and source/configuration provenance. If a decision-critical check fails, return unavailable rather than infer.","Primary authority: the accepted project asset schedule, maintained by the Estates Information Management owner. Corroboration: asset register, procurement records, commissioning sheets, warranty registrations, photographs under controlled access and BIM objects. Precedence: physical identity confirmed by the accountable asset owner governs matching; a project row cannot create an asset alone. Time/access/provenance: show source owner, effective or observed time, retrieval time, field-level permission and provenance. Staleness/conflicts: apply the owner's decision-specific currency threshold; flag duplicate serials, generic descriptions, wrong locations, substitutions and missing predecessor or package relationships. Preserve unresolved conflicts for the accountable owner; never select a convenient value. The May 2021 floor plan is historical reference only and cannot establish current use, access, services, hazards or closures.","Operation: comparison and entity resolution. Decision cadence: handover entity matching, at each data drop and handover gate. Minimum evidence: at least two independent identifiers or one unique serial plus credible location or relationship evidence. Method: deterministic key matching followed by weighted similarity and one-to-many package checks. Uncertainty: match confidence and attributes causing ambiguity. Safe failure: leave the row unmatched and request site or supplier confirmation when identity cannot be resolved.","Do not invent identifiers, merge installed assets, approve substitutions, expose restricted serials or treat similarity as acceptance. Approved project governance and accountable operational owners retain authority over scope, acceptance and handover.",University estates and asset-management teams.pdf
