ID,Date_Found,Category,Severity,Title,Description,Root_Cause,Fix_Approach,Status,Date_Resolved,Verification,Refs
BUG-466,2026-09-07,honesty,P1,A room identifier was read as a floor number: 3.10 became floor ten,"'Nearest accessible toilet to room 3.10?' answered 'The nearest is Accessible WC - Floor 4 - 6 floors down.' Floor 4 is ONE FLOOR UP from floor 3. Space carries no floor field -- the floor lives on the MANIFEST -- so the fallback, the trailing number of the zone id, was the only branch that ever ran, and 3.10's trailing number is 10. Introduced by the W0-7 fix the day before.",A grammar guess where an authoritative source exists. Every offline test passed because each supplies from_floor directly; none exercised the derivation -- the classic shape of a defect only an end-to-end ask finds.,"The floor is read from the manifest that contains the space. A caller that cannot supply one passes None, and the answer then says the floor is not recorded rather than computing a distance from a number it guessed.",VERIFIED_LIVE,2026-09-07,Live: 'The nearest is Accessible WC - Floor 4 (Fourth Floor) - 1 floor up.' Two offline tests pin the manifest as the source and the None-means-unknown behaviour.,orchestrator/agents/spatial_agent.py
CAVEAT-467,2026-09-07,measurement,P2,"The floor-comparison question is slow, and once returned degenerate text","'Compare average CO2 on floor 1 versus floor 3 over the last week' fetches about 1.8M rows across ten tables. Observed at 63s, 94s, and twice past the probe's 121s client timeout. On a run with a 7-minute timeout the model returned a wall of '3.04? not present. 3.05? not present.' -- reasoning leakage on a long prompt, the BUG-188 class. NOT introduced by the V10 work: the same question answered correctly at 63s and 94s on the same build.",A breadth question whose fetch is not bounded before it reaches the prompt. V7-T24 already tracks this shape.,"The LATENCY is not fixed; the TOTAL LOSS is. Analytics repairs now run inside a time budget derived from WORKFLOW_TIMEOUT_S (half of it), so the lane stops retrying while there is still time to narrate instead of consuming the whole request and dying with nothing. Derived rather than written down separately: two deadlines in two files that cannot see each other is BUG-473 exactly. Every LLM call in the lane is now timed and sized in the log -- the 420s run had SIX MINUTES with no log line between the code executor returning and the deadline, so the lane could not be told apart from a hang. The real latency fix is a deterministic path for common aggregates: config/recipes.yaml already holds 41 recipes including co2_average, and they are injected into the code prompt as TEXT rather than executed, so the LLM still writes the loop. That is a change to the lane answering most data questions and was not landed hours before a demo.",MITIGATED,2026-09-08,"Three consecutive live runs after the change: 61.3s, 67.3s, 58.7s, all OK, against 63/87/109s and one 420s timeout before. HONEST CAVEAT: none of those three needed a repair, so they do not demonstrate the budget firing -- they show the question is usually fine, which was already known. What the budget guarantees is that the slow case ends in an answer rather than silence. 8 offline tests cover the budget itself, including that a FAST failure still uses every attempt (the bound must not cost an answer repairs would have found).",orchestrator/agents/analytics_agent.py; tests/test_analytics_repairs_inside_a_time_budget.py
BUG-468,2026-09-07,measurement,P2,"The heuristic grader never read the question, and credited a number as any answer","corpus_replay._heuristic_grade said so in its own docstring: 'the question is currently unused by the heuristic but kept for parity with the LLM judge'. Every test in it examines the shape of the RESPONSE, so an answer containing digits was credited answered-with-data whatever the digits were about. 'When was the fume cupboard last tested?' answered with a table of sensor counts scored the same as a date. The withdrawn rows include 'That question reaches 288 sensors -- more than I can read in one request' and 'I can't complete that request as asked'.","A grader written from the answers it had seen rather than from the contract it was scoring. NOT a re-capture problem, which is how it was first scoped: the 2,960-row baseline holds questions and answers and NO grade column, so grading is a separate pass and the fix re-grades rows already on disk.","A narrow, generous question-shape check applied only where a CREDIT is about to be given: does the answer contain the KIND of thing the question asked for -- any date-ish token, any role-ish word -- never whether it is the right one. Judging correctness is the LLM judge's job and a regex that tried would be worse than the gap it closes. A demotion goes to `deflected`, not `wrong`: the response is not false, it does not answer.",FIXED,2026-09-07,"Re-graded the capture on disk, answers unchanged: answered-with-data 1311 -> 1297 (-14, 0.5% of the corpus), deflected 257 -> 271. 26 offline tests. THE FIRST VERSION WITHDREW 28 ROWS AND HALF OF THEM WRONGLY -- see CAVEAT-469.",scripts/corpus_replay.py; tests/test_the_grader_reads_the_question.py
CAVEAT-469,2026-09-07,measurement,P2,The first grader fix withdrew credit from answers that were correct,"Matching a bare `when` and a bare `who` flagged 53 rows and moved 28. Most `when` in this corpus is a SUBORDINATING CONJUNCTION and most `who` a RELATIVE pronoun: 'which assets are overdue WHEN approved regimes diverge', 'is heat recovery effective WHEN conditions permit', 'a staff member WHO is officially available', 'conditions constrain WHO may work on this'. None asks for a date or a role.","A question WORD is not a question. Leading position is not the discriminator either: 'When a lift is unavailable, how much capacity is left?' begins with the word and asks about capacity.","`when` must be followed by an auxiliary or modal (was/is/did/should/can/...); `who` must open a clause -- sentence start, or after a comma or `and`. 53 matches fell to 34, and the withdrawal from 28 rows to 14.",FIXED,2026-09-07,"Seven conjunction/relative fixtures verbatim from the capture assert no withdrawal; eight interrogative fixtures assert the check still fires. A grader that under-credits is exactly as wrong as one that over-credits, and harder to notice because the number moves the flattering way.",scripts/corpus_replay.py
BUG-470,2026-09-07,routing,P2,A draft answer outranked every lane that had actually computed one,"`dialogue_response` was checked SECOND in the response dispatch, above the register, asset-state, events, diagnosis, deliberation, analytics and SQL lanes. Any node that wrote a draft -- the dialogue node's generic reply, a greeting, a locked-capability notice -- pre-empted a richer result computed in the same turn.","It had to be high once: three lanes (self_description, general_knowledge, locked_capability) write their REAL answer into that key and have no other. Those are standalone intents that route straight to `response`, so no computed lane runs beside them -- the constraint was real and the position was a stronger conclusion than it supported.","Moved to last, above the honest-decline fallback. The three lanes still deliver their answers; the draft simply no longer outranks work that happened. A CLARIFICATION was briefly promoted to the top instead and that was wrong -- see CAVEAT-471.",VERIFIED_LIVE,2026-09-07,"33-case regression probe 33/33; unit suite 5,257 pass.",orchestrator/workflow/_orchestrator.py
CAVEAT-471,2026-09-07,routing,P2,Promoting clarifications above the computed lanes hid a correct answer,"The first version of the W2-6 reorder kept clarifications at the TOP, reasoning that asking a question back is a decision not to answer, so overriding it with a guess would be a substitution. The probe disagreed: 'Which space on Floor 3 has the best conditions for focused work this afternoon?' came back as 'Which floor did you mean? I know: Floor0 ... Floor3', hiding a ranking the deliberate lane had produced.","The reasoning ignored a structural fact: the disambiguation path in `_dialogue_node` sets its message and RETURNS IMMEDIATELY, so no lane runs and it never competes with a computed answer. The only clarification that CAN compete is one raised by a lane that also produced a result -- exactly the spurious case.","Clarifications sit with the drafts, above the honest-decline fallback. They still reach the reader whenever nothing else answered, which is every case they were built for.",FIXED,2026-09-07,Probe 33/33 with the deliberate case answering rather than asking.,orchestrator/workflow/_orchestrator.py
BUG-472,2026-09-07,honesty,P1,The admission gate offered the reader the floor they had just named,"'Which space on Floor 3 ...' answered 'Which floor did you mean? I know: Floor0, Floor1, Floor2, Floor3, Floor4, Floor5'. The log said only 'asking ONE question (slot=floor)' and DROPPED the reason, which carries the value that failed. Once the reason was logged it read 'unknown floor None': the CQ-IR compile emitted an ON_FLOOR qualifier -- it knew a floor was named -- with the literal string 'None' as the anchor. Separately, `_norm_floor` accepted only 'Floor 3', '3' and 'floor3', so 'Level 3', '3rd floor' and 'third floor' -- all spellings an LLM compile produces for the SAME question -- failed too (the BUG-184 shape, in a new place).","Two independent faults reaching the same symptom, and the diagnostic that would separate them was being discarded one line before it was needed.","THREE parts. (1) The clarify log carries the reason. (2) `_norm_floor` reduces both sides to a STOREY NUMBER, so any spelling resolves while a floor the building lacks still clarifies -- and nothing assumes what a floor is called. (3) A null-ish anchor is recovered from `cqir.raw_query` against the building's own floor list: the compiler is one source, the question is the authoritative one. Recovery runs ONLY when the anchor is blank, so a compiled anchor that DISAGREES with the question still surfaces; and a room number like 3.10 is not read as a floor.",VERIFIED_LIVE,2026-09-07,"Probe 33/33, with no clarify question raised. 41 offline tests, including `Niveau-3` (a hyphen after a letter is a separator, not a minus sign -- my own normaliser read it as floor -3).",orchestrator/services/deliberation/capability_schema.py; orchestrator/workflow/_orchestrator.py
BUG-473,2026-09-07,config,P1,"A workflow was given less time than one LLM call inside it, so the report lane never finished","Every `.env` in the repo carried LLM_TIMEOUT_S=180 and no WORKFLOW_TIMEOUT_S, so the workflow deadline sat at its 120s default: one legal LLM call was allowed SIXTY SECONDS LONGER than the entire workflow containing it, and llm_manager retries each call up to MAX_RETRY_ATTEMPTS on top of that. The planner-driven report lane makes ~4 sequential calls and was killed at 120s on every attempt: 'Give me a report on energy use last week' at 15:25, 'on energy use yesterday' at 15:33 and 15:40, 'on the CO2 in room 5.01 yesterday' at 15:50 -- four questions, four kills, one per attempt. Narrowing from a building-week to one sensor and one day changed nothing, which is what proved the cost was the sequential calls and not the data.","The two numbers were invisible to each other. WORKFLOW_TIMEOUT_S is a Settings field in shared/config.py; LLM_TIMEOUT_S is read straight from os.environ in orchestrator/llm_manager.py and is not a Settings field at all. Nothing in the codebase ever printed them side by side, so no reviewer reading either file alone would see it and no test could fail -- the defect lived entirely in the gap between two configuration mechanisms. It surfaced only as a DEGRADED turn, which reads as an LLM problem, so every earlier look blamed the model.","WORKFLOW_TIMEOUT_S now DERIVES from LLM_TIMEOUT_S when unset (0), at two full-length calls plus overhead -- 420s at the current 180s. Deriving four calls' worth was rejected: at LLM_TIMEOUT_S=180 that is a twelve-minute ceiling before a genuinely stuck request is reported, a worse deadline than the broken one. This bounds a HANG; it is not a budget for the slow path. An explicit value is KEPT rather than overruled -- a deployment may want to shed slow requests -- but an explicit value at or below LLM_TIMEOUT_S is warned about, naming BOTH numbers, since never seeing them together was the whole defect.",VERIFIED_LIVE,2026-09-07,"Live: `settings.WORKFLOW_TIMEOUT_S` reads 420 in the container from an unset value that previously meant 120. The report lane then completes instead of being killed. 8 offline tests including the exact live configuration (LLM 180 / workflow unset), a garbled LLM_TIMEOUT_S, and that a fast deployment is not pushed below the old 120s floor.",shared/config.py; tests/test_workflow_deadline_outlasts_one_llm_call.py
BUG-474,2026-09-07,prompting,P1,"The SQL prompt named every sensor in the building, so the model returned nothing and a data-free report went out","`SchemaInfo.as_prompt_text` listed every column of every table. `sensor_data` is a WIDE table with one column per sensor -- 704 of them -- so the prompt reached 45,573 characters against OLLAMA_NUM_CTX=16384 and the model returned an EMPTY COMPLETION on all 3 attempts. Read the three log lines together: 'LLM returned an empty completion (prompt was 45573 chars)', 'SQL generation error: ... empty completion', then 'Report generated: 1360 chars'. SQL generation failed outright and a 1,360-character report was produced anyway, with no data behind it. The turn came back looking like an answer.","The prompt grew with the BUILDING rather than with the question, and the caller knew which columns it wanted the whole time -- `group_uuids`, a handful -- and never said. Naming every column in the database costs ~34,203 characters before any of the prompt's own text. This is not a one-building problem: a larger building is strictly worse, and this one stops at 704 columns only because InnoDB stops at 1,017. Raising the context window (what BUG-188 did) moves the cliff without removing it.","`as_prompt_text(keep_columns)` lists a table in full while it is within a 60-column budget, and above that names only the columns the caller intends to query plus the timestamp column. Threaded through `get_schema_text(storage_uri, keep_columns)` and `prompt_text_for()`; the structured path passes `group_uuids`, and the fallback path passes what the turn has resolved via `contributing_uuids`. A caller that names nothing still gets a SAMPLE of the shape, because a wide table is unusable if the model cannot see that sensor identifiers appear as column names. The truncation is STATED with a count and the words 'NOT evidence that the data is missing' -- silence about a column must never become BUG-192's shape, a model denying a sensor class exists by reasoning from its window instead of a count.",VERIFIED_LIVE,2026-09-10,"LIVE VERIFIED 2026-09-10 (V12-02); the earlier note that this still needed the probe is discharged. Q 'Give me a report on the CO2 in room 5.01 yesterday.' -> a full report WITH data (avg 745.338 ppm, min 477, max 1030, latest 1015), 192.2s, intent=report. The 45,573-char / 704-column prompt no longer starves the model. BUG-479's row-cap disclosure is live in the same answer: '1,000 analyzed readings ... the overall period contains more readings than captured in this analysis'. Offline: 7 tests including the live shape (704 columns, 16k context) and a scaling check that 70 vs 7,000 sensors produce the same prompt. Two new defects were found IN this answer and are logged separately as BUG-506, which is where they are tracked rather than here.",orchestrator/services/database_adapter.py; orchestrator/services/adapters/registry.py; orchestrator/services/database_schema_discovery.py; orchestrator/agents/sql_agent.py; tests/test_schema_prompt_names_only_wanted_columns.py
BUG-475,2026-09-07,honesty,P1,A report explained its own empty result as a monitoring gap and recommended installing a sensor,"'Give me a report on the CO2 in room 5.01 yesterday.' returned: 'No CO2 sensor was active or present in Room 5.01', 'Data Void: a critical monitoring gap', 'Potential System Failure', 'Verify Sensor Installation', 'Deploy a secondary CO2 monitoring device'. That room's CO2 is recorded 77,088 times a day. The verifier had already scored the turn grounded=False, confidence=0.20, source=none, sql_rows=0 and the report went out regardless.","`_narrate` was handed `data_points: 0` and a prompt demanding 'Recommendations (2-3 actionable items)'. Nothing told it that zero rows means the RETRIEVAL failed rather than that the sensor is absent, so it inferred a cause and acted on it. Worse than an ordinary wrong answer because it READS as honesty: 'no data was recorded' is the shape of this project's honest no-data answer, so it passes the referent gate, the leak grader and a reader's eye.","An empty retrieval is STATED and NOT EXPLAINED, by a deterministic `_no_data_narrative` reached BEFORE `_narrate` -- telling a model not to speculate is a request, not calling it is a guarantee. The text says explicitly that this is about the query and not the building, and that it does not mean the sensor is missing.",VERIFIED_LIVE,2026-09-07,"Live re-ask returns the honest text with no diagnosis. 16 offline tests, one per claim the live answer made.",orchestrator/agents/report_agent.py; tests/test_an_empty_report_does_not_diagnose_the_building.py
BUG-476,2026-09-07,data-flow,P1,"_standardize_results had no return statement, so every planned query lost its SPARQL results","Annotated `-> Dict[str, Any]`. It builds the dict, fills it from the bindings, and falls off the end -- returning None on every call, on every path, since it was written. The planner's `_extract_uuids`, `_extract_storage_map` and `_extract_sensor_metadata` therefore returned empty on every multi-step plan this system has ever run.","Silent because every consumer reads it defensively: `.get('standardized', {})` then `isinstance(std, dict)`, which is False for None, yielding []. A total failure of the data handoff was indistinguishable from 'this question had no sensors' -- a real and common case. Silence was already a legal answer. The SPARQL was correct throughout: it resolved the zone, picked brick:CO2_Level_Sensor from the HBCO concept, ran, and logged results=1. The one row it found was handed to a function that dropped it.","Added the return, after the try/except so both paths return. An AST scan of all 1,276 annotated functions in orchestrator/ found no other instance, and that scan is now a test so the class cannot come back.",VERIFIED_LIVE,2026-09-07,Live: the planner now logs 'Fetching data for 1 UUIDs from storage: database1' and 'Query returned 1000 rows' where it previously let the LLM guess `WHERE uuid = '5.01'`. 6 offline tests including the class-wide AST guard.,orchestrator/agents/sparql_agent.py; tests/test_standardized_results_are_actually_returned.py
BUG-477,2026-09-07,data-flow,P1,"The report agent read the SQL and SPARQL results one level too shallow, so no report ever saw its data","`_build_sections` read `sensor_data.get('data')` and `metadata.get('sensors')`. Both callers -- the planner's `_run_report` and the workflow's report node -- pass the WHOLE `sql_result` and `sparql_result`, which carry their rows at ['results']['data'] and ['standardized']['results'] respectively. So `data_points` and `sensor_count` were 0 on every report ever generated. Measured: the planner logged 'Query returned 1000 rows' and the report built from them said no data was retrieved.","A shape mismatch between producer and consumer, silently yielding empty -- the same class as BUG-476, one lane over.","`_records_from` / `_sensors_from` accept both the wrapped and unwrapped shapes. Reading both rather than picking one, because narrowing to a single accepted shape is how a working caller gets broken silently, which is this bug.",VERIFIED_LIVE,2026-09-07,"Live: the report now carries real figures (count 1000, min 817, max 1112, avg 995.132), and the narration matches the computed sections exactly. 21 offline tests.",orchestrator/agents/report_agent.py; tests/test_an_empty_report_does_not_diagnose_the_building.py
BUG-478,2026-09-07,correctness,P1,"A planned report about a named day described a different period, with real figures","`PlannerAgent._run_sql` called `fetch_data_for_uuids(uuids, query, storage_map)` and passed neither start_date nor end_date, so the SQL lane fell back to its default window: `datetime >= DATE_SUB(NOW(), INTERVAL 30 DAY) ORDER BY datetime DESC LIMIT 1000`, whose sample row was timestamped the afternoon the question was asked. The report was headed 'Room 5.01 - Yesterday' and described today: avg 993.81 ppm against yesterday's true 781.01, and a maximum of 1,112 above yesterday's actual 1,102.","The main workflow's SQL lane has always passed these dates; only the planner-driven lane dropped them. So the defect appeared exactly on multi-step questions -- reports, comparisons, trends -- which are the ones where the period matters most. Harder to catch than a fabrication: every figure is real and measured, they are internally consistent, and the header names the right day.","`_run_sql` forwards start_date, end_date and sensor_metadata from the turn. A test pins that the two lanes forward the same arguments so they cannot drift apart again.",VERIFIED_LIVE,2026-09-07,Live: the generated SQL now bounds the window to the requested period. 5 offline tests.,orchestrator/agents/planner_agent.py; tests/test_the_planner_asks_about_the_period_requested.py
BUG-479,2026-09-07,honesty,P2,A report states the row LIMIT as the number of readings the building recorded,"The report says 'Room 5.01 recorded 1,000 CO2 sensor readings yesterday'. 1,000 is the query's LIMIT; the true count in the window queried was 2,770. The statistics are correctly computed over the 1,000 rows fetched, but that sentence is a claim about the BUILDING and it is false. Same family as 'a cap on an exhaustive query does not fail; it under-reports', now surfacing in prose.","`overview.data_points` is the length of the fetched list, and the narration has no way to know a cap was applied, so it reads the number as a fact about the period.","The truncation travels WITH the number. The fetch names its cap once (_row_limit), sets rows_capped when any storage group comes back exactly full, and carries rows_capped/row_limit out on the result. The report reads that flag rather than re-deriving it -- comparing len(rows) to a literal 1000 in a second file is how a cap and its detector drift apart -- and sets data_points_are_complete plus a note saying the figure is what was ANALYSED and the true count is higher. The narration prompt states the rule explicitly and names the wrong verb, because a note buried in serialised JSON competes with an instruction that says be specific. An absent flag means NOT capped: claiming a truncation that did not happen is its own false statement.",VERIFIED_LIVE,2026-09-08,"Live 2026-09-08: the report now reads '1,000 analyzed readings' and 'These statistics represent a slice of the full dataset; the complete period contains additional readings beyond the analyzed sample.' It previously said the room 'recorded 1,000 CO2 sensor readings yesterday' against a true 2,770. 10 offline tests.",orchestrator/agents/sql_agent.py; orchestrator/agents/report_agent.py; tests/test_a_capped_result_is_not_reported_as_a_count.py
BUG-480,2026-09-07,correctness,P2,"'yesterday' resolves to a rolling 24 hours ending now, not the calendar day","After BUG-478, the same question produced `datetime >= '2026-09-06 17:16:39' AND datetime <= '2026-09-07 17:16:39'` -- a 24-hour lookback ending at the moment of asking, half of which is TODAY. A report headed 'Yesterday' that covers this afternoon is misleading even though every figure in it is real.",The time-range resolver treats a named day as a duration rather than as calendar bounds.,"A named calendar day resolves to that day LOCAL midnight-to-midnight, via calendar_day_bounds(), applied AFTER the compiled range and overriding it -- the question is the authoritative source and the compile is one reading of it, the same lesson as recovering a floor from the raw query (BUG-472). The end is 23:59:59 rather than the next midnight because the SQL builders emit <=. Scope is deliberately narrow: only words whose day boundaries are not in dispute. last night spans two dates, this morning is a part-day, the weekend is two days and which two depends on where you are -- all return None and the compiled range stands, because a wrong window is not better than none. The timezone comes from the building context, never a literal: a day is the occupants Tuesday, not UTCs.",VERIFIED_LIVE,2026-09-08,Live 2026-09-08: the generated SQL bounds the window to '2026-09-07 00:00:00' .. '2026-09-07 23:59:59' -- a whole calendar day -- and the log records the override correcting a rolling one: 'calendar day named in the question - window set to ... (was 2026-09-07 02:22:4x)'. 24 offline tests.,orchestrator/agents/dialogue_agent.py; tests/test_a_named_day_is_a_date_not_a_duration.py
BUG-481,2026-09-07,config,P1,"Every concept-triggered ECA rule was dark: a setting that never existed, then a predicate the graph does not carry","TWO faults in series, the second hidden by the first. (1) `_uuid_for_class` opened with `settings.ONTOLOGY_NAMESPACE`, which Settings has never had. The AttributeError was raised outside that method's own try, so it surfaced through `_resolve_uuid`'s broad except as '[rules_engine] concept resolve failed for temperature_reading / crowded / busyness / lift_status', once per rule per cycle. (2) With the namespace fixed the error stopped and the FAILURE did not: every concept still resolved to None, now silently, because the query joined on `brick:hasExternalReference` -- 2 triples in the whole repository, both from the Brick vocabulary -- instead of `ref:hasExternalReference`, which has 2,860. The join never matched a real sensor for ANY class, including brick:Temperature_Sensor, of which this building has 288.","Two things hid it, neither of them a missing test. The MESSAGE named the wrong component: 'concept resolve failed for temperature_reading' reads as a missing lay-term mapping, fixed in hbco_mappings.ttl, while the actual fault was a programming error two calls away in a method the message never mentions. And a rule that never fires is indistinguishable from a rule whose condition is not met -- the ECA engine's normal state IS silence, so total failure and correct operation produce identical output. V10 recorded the engine as newly live; it was live and inert.","The namespace resolves from the engine's OWN _building_id via resolve_building_context (RulesEngine is per building; a background loop has no request context), falling back to BUILDING_NAMESPACE. The query joins on ref:hasExternalReference, follows rdfs:subClassOf* so a building that types its points more specifically still matches, and carries ORDER BY so which point a rule watches does not vary between restarts. The warning now names the rule, the exception TYPE, and the consequence ('this rule cannot fire') instead of blaming the concept resolver.",VERIFIED_LIVE,2026-09-08,"Live, in the container: namespace resolves to the building's own; busyness -> d7baf689... (11,812 rows) and temperature_reading -> 89d4f4fe... (62,085 rows), both None before. 11 rules loaded, zero ONTOLOGY_NAMESPACE errors in the logs. 13 offline tests. 'damp' still resolves to nothing and that is correct -- no HBCO mapping exists for it, which is the case the warning is for.",orchestrator/services/rules_engine.py; tests/test_rules_engine_resolves_its_own_namespace.py
BUG-482,2026-09-08,correctness,P2,A concept-triggered rule watches one arbitrary point and reads as if it covers the building,"`_uuid_for_class` returns a single UUID, so a rule written as 'alert when temperature_reading > 26' binds to ONE of the 288 temperature sensors in this building. Which one is invisible from the rule definition, and nothing in the rule's name, its YAML, or any alert it raises says the scope is one point.",The concept path was built to answer 'give me a sensor for this concept' when the useful question is 'give me the sensors'. It was never noticed because the whole path returned None until BUG-481 was fixed -- the arbitrariness had no opportunity to mislead anyone.,"PARTIALLY fixed. The engine now considers up to CLASS_CANDIDATES points of the class and keeps the first that actually REPORTS A VALUE, instead of taking whichever IRI sorted first. That mattered immediately: 'damp' had bound to RH_Sensor_F0, which holds zero rows, for a rule named humidity_damp_floor3 -- it bound and still could not fire, with nothing logging a problem. The chosen point is now named in the log at the moment the choice is made, with 'this rule watches THIS point only'. STILL OPEN: a concept trigger evaluates ONE point rather than all matching ones, and nothing lets a rule state a scope -- temperature_reading currently binds to the outside weather feed, which is a legal choice and probably not the intended one.",FIXED,2026-09-12,"V12-20 2026-09-12: the rule now DECLARES its scope instead of the engine guessing. `scope: all` evaluates every matching point; `scope: first_reporting` watches one and says so; neither declared means the rule does not load. tests/test_eca_fixtures.py -- 19 tests. LIVE RE-ASK OWED: confirm on a live cycle that a scope:all rule reports every breaching point and that the shipped first_reporting rule still logs which point it chose. || Live poll cycle: damp -> RH_Sensor_F0, crowded/busyness -> IntrusionDetector_Floor0_A, temperature_reading -> feed_outside_weather, each logged with its candidate count. lift_status honestly reports that no Fault_Sensor is reporting.",orchestrator/services/rules_engine.py
TODO-483,2026-09-08,ontology,P3,"The lay term 'damp' has no HBCO mapping, so a shipped rule can never bind","`humidity_damp_floor3` in input/rules.yaml triggers on the concept 'damp'. `concept_resolver.resolve('damp')` returns no match, so the rule resolves to no sensor. Unlike BUG-481 this is a genuine data gap and the warning now reports it correctly -- but a rule shipped in the building's own config that can never fire is still a defect.",No hbco:Concept carries 'damp' as a layTerm; humidity concepts exist under other terms.,"Added 'damp' as a layTerm on hbco:too_humid in ontology/hbco_mappings.ttl. Only the two-word 'damp feeling' was present, so resolve('damp') matched nothing. TTL-first per contract rule 2, and in the CORE mapping rather than a per-building overlay because it is the ordinary English word for what a humidity sensor reports.",VERIFIED_LIVE,2026-09-08,"Live: ttl_uploader re-uploaded hbco_mappings.ttl on restart and humidity_damp_floor3 now binds to a reporting point. It bound to a DEAD one first, which is what exposed BUG-482 and the value-fetcher defect below.",ontology/hbco_mappings.ttl; input/rules.yaml
TODO-484,2026-09-08,test-harness,P3,"Probe expectations that move with the calendar must be computed, not written down","'How many sensors are overdue for calibration?' was pinned at 201, itself a re-baseline from 194, and failed on 2026-09-08 because the true answer had become 206: ontosage:calibrationDueOn dates pass as real time advances, so five more sensors fell overdue and the system reported them correctly. Nothing was broken except the expectation.","A frozen number for a quantity that moves with the calendar is a scheduled false alarm: it decays quietly and fires on a day nobody chose -- here, the morning before a planned test.","expect_sparql added to the probe (the expectation is computed from the graph at run time), and the AUDIT of the other 49 cases is DONE -- measured against the graph, not reasoned about. Ten cases expect a bare number; every one except calibration is a stored literal. recoveryMinutes looked like the dangerous one, since ""how long to recover after a full class"" reads as computed from live readings and the publisher adds a row every 30s -- it is ontosage:recoveryMinutes 26.0 in the graph. The permit count is recordStatus ""open"", a status literal and not a date comparison. So calibration was the only expectation compared against NOW(). A guard test now fails any future case whose question asks what is overdue/due/expired while freezing a number, and checks that a graph query which cannot run produces a FAILING expectation rather than a skipped one.",FIXED,2026-09-08,4 offline guard tests; metrology group 3/3 with the computed expectation; full probe 50/50.,scripts/regression_probe.py; scripts/regression_cases.json; tests/test_probe_expectations_do_not_decay.py
BUG-485,2026-09-08,correctness,P1,"The ECA value fetcher named one table in one database, so every narrow-store rule was blind","_default_value_fetcher ran SELECT `<uuid>` FROM sensordb.sensor_data ... -- a database AND table literal in a core service. This building keeps occupancy, humidity, CO2 and the rest in narrow per-modality tables, so every point living there returned no value and the ECA engine could only ever have fired on wide-table sensors. Measured: busyness resolves to a point with 11,812 rows and the fetcher returned None for it.","The fetcher constructed a bare MySQLAdapter() per call instead of routing through the adapter registry, bypassing ref:storedAt entirely -- so it could not have found a narrow table even in principle. Invisible because a rule that never fires looks exactly like a rule whose condition is not met.","Routes by ref:storedAt through adapter_registry and asks the adapter to build its own query, which is how every other lane does it and what makes a new backend a new adapter. The wide-table fallback discovers its table from the adapter schema by finding the one carrying the uuid as a COLUMN, rather than naming it. _uuids_for_class now selects ?storage, and a rule naming a uuid directly gets a one-off lookup -- without that, every candidate had an empty storage key and fell back to the default adapter, which is the same bug wearing the fix.",VERIFIED_LIVE,2026-09-08,"Live in the container with the registry initialised: wide-table point -> 21.29, narrow-table point -> 2.0. Both None before. Real poll cycle now binds four concept rules to reporting points across both store shapes.",orchestrator/services/rules_engine.py
BUG-486,2026-09-08,honesty,P1,"The building was the one space the system could not be asked about, and asking produced a garbled false negative","Three live failures on the most natural opening question anyone asks. ""What is measured in this building?"" and ""What is monitored across the whole building?"" both returned ""**Which space did you mean?**"" -- a clarify loop demanding a scope the question had already given. And ""What can you measure in this building?"" returned ""**No -- in this building is not measured in this building.** There is no point of that kind located there, so any figure I gave you would be invented."" Garbled, and a confident negative about a referent that does not exist.","TWO faults meeting. (1) NAMED_QUANTITY_RE captured the words ""in this building"" as the QUANTITY: the group is non-greedy and the trailing \s*\? lookahead accepted a preposition phrase, so a verb followed straight by a preposition produced a quantity name out of the scope. (2) _observability_space recognised rooms and floors only -- the building, the OUTERMOST space and the one the question named, was the single space it could not resolve. So the scope was never missing; the resolver could not see it, and the lane asked the reader for what they had already supplied. That is the BUG-472 shape exactly.","A negative lookahead after the verb, so a preposition or scope word names no quantity. And an OPEN question with no resolvable space is now answered with the menu the lane can always produce -- the modalities the building declares, from load_modalities, under the building name resolved from building context rather than a literal. NARROWED to open questions on purpose: a SPECIFIC question about an unnamed room still clarifies, because there the answer genuinely varies space by space and asking is correct.",VERIFIED_LIVE,2026-09-08,"Live: all three now return ""**Across Abacws Building I can measure:** air_quality, co2, ..."" in 13-36s. Room-scoped questions unchanged -- ""Can you measure noise in room 5.01?"" -> ""Yes ... and the sensor is reporting"", ""What is measured in room 5.01?"" -> the room menu. 19 offline tests, including that real quantities (formaldehyde, radon, carbon monoxide) are still named.",orchestrator/services/observability.py; orchestrator/workflow/_orchestrator.py; tests/test_the_building_is_a_space_you_can_ask_about.py
