Username,Personas,QuestionNumber,Stage,Timestamp,Question
a26mron9xgpvb5,Guests/Visitors,75,1,09/04/2026 01:55,I notice you have arms and legs. Does this mean you can walk and talk at the same time?
a26mron9xgpvb5,Guests/Visitors,76,1,09/04/2026 01:55,What is so novel about your building design?
a26mron9xgpvb5,Guests/Visitors,77,1,09/04/2026 01:55,What is your name? Inquiring minds really want to know!
a26mron9xgpvb5,Guests/Visitors,78,1,09/04/2026 01:51,I want to know more about the building and what its personality is like. Please tell us more about the building such as how the rain barrels work as well as the wind turbines on the side.
a26mron9xgpvb5,Guests/Visitors,79,1,09/04/2026 01:50,"When you interact with the public, are you telling us the benefits of new green construction technology to benefit Planet Earth?"
a26mron9xgpvb5,Guests/Visitors,80,1,09/04/2026 01:49,Do you have goals for the future? I assume energy saving and doing good things that benefit the environment are a high priority.
a26mron9xgpvb5,Guests/Visitors,81,1,09/04/2026 01:48,How do you speak if you're a building? I assume your mouth and eyes are windows.
a26mron9xgpvb5,Guests/Visitors,82,1,09/04/2026 01:48,Hi! I want to know why the building has vines growing around it. I assume it's trying to be green since it has solar panels on its roof.
g morales,Guests/Visitors,1,4,10/04/2026 09:22,What are the best ways to include accessibility and energy efficiency together?
g morales,Guests/Visitors,2,4,10/04/2026 09:20,Do you take into account people's sensitivities to the sun when using sunlight in the lighting sensors?
g morales,Guests/Visitors,3,4,10/04/2026 09:18,What would be the best way to take into account each person's different temperature preferences?
g morales,Guests/Visitors,4,3,10/04/2026 09:08,What is the most security risk that you have to face?
g morales,Guests/Visitors,5,3,10/04/2026 09:05,Would a server room take a person's temperature into account?
g morales,Guests/Visitors,6,3,10/04/2026 09:03,What are the complications with dealing effectively with implementing sensors properly when dealing with a shared workspace?
g morales,Guests/Visitors,7,2,10/04/2026 08:51,How accurate are sensors in general?
g morales,Guests/Visitors,8,2,10/04/2026 08:50,Can you use a chiller and ac unit at the same time?
g morales,Guests/Visitors,9,2,10/04/2026 08:50,What are the differences between a chilller and air conditioning?
g morales,Guests/Visitors,10,2,10/04/2026 08:43,How is vibration data determined so that you can know if a specific item shakes too much?
g morales,Guests/Visitors,11,2,10/04/2026 08:40,Can the information on the amount of energy usage be inputted with information on energy prices to get an idea of how much each device costs in energy?
g morales,Guests/Visitors,12,2,10/04/2026 08:37,Are there any issues that can arise from cutting off standby power?
g morales,Guests/Visitors,13,2,10/04/2026 08:31,What actions do you take if there are numerous frequency changes?
g morales,Guests/Visitors,14,2,10/04/2026 08:30,Does your sound level sensor distinguish between necessary sound and nuisance noise?
g morales,Guests/Visitors,15,2,10/04/2026 08:27,How do you determine what is too much or too little light?
g morales,Guests/Visitors,16,2,10/04/2026 08:26,How efficient is the N02 sensor at detecting N02?
g morales,Guests/Visitors,17,1,10/04/2026 08:21,Are there other buildings you admire for their beauty?
g morales,Guests/Visitors,18,1,10/04/2026 08:20,Who is your favorite type of visitor?
g morales,Guests/Visitors,19,1,10/04/2026 08:19,Do you do better in cold weather or hot weather?
g morales,Guests/Visitors,20,1,10/04/2026 08:18,What kind of things can damage the interior paint?
g morales,Guests/Visitors,21,1,10/04/2026 08:10,What would be the best way to improve your design?
g morales,Guests/Visitors,22,1,10/04/2026 08:08,How long did it take to build you?
g morales,Guests/Visitors,23,1,10/04/2026 08:07,What does it feel like under the foundation?
g morales,Guests/Visitors,24,1,10/04/2026 08:05,What are some issues you have that can't be seen?
ryan,IT/Data Scientists,1,1,10/04/2026 01:29,Can smart buildings dim lights at night to reduce possible light pollution?
ryan,IT/Data Scientists,2,1,10/04/2026 01:28,Are all systems within a smart building encrypted?
ryan,IT/Data Scientists,3,1,10/04/2026 01:28,Do maintenance costs lower over time?
ryan,IT/Data Scientists,4,1,10/04/2026 01:28,What are the biggest installation costs at the start?
ryan,IT/Data Scientists,5,1,10/04/2026 01:27,"Is ambient light monitored and adjusted automatically in smart buildings during working hours? If not, can that be programmed and automated?"
ryan,IT/Data Scientists,6,1,10/04/2026 01:26,Can individual users program smart lighting in their own work area for maximum productivity?
ryan,IT/Data Scientists,7,1,10/04/2026 01:25,What is the main market of field that benefits most from a smart building setup?
ryan,IT/Data Scientists,8,1,10/04/2026 00:44,Do smart buildings need an onsite IT team in order to operate on a day to day basis?
ryan,IT/Data Scientists,9,1,10/04/2026 00:41,Can older industrial buildings be converted into smart facilities?
ryan,IT/Data Scientists,10,1,10/04/2026 00:41,How can smart buildings owners protect against hackers
ryan,IT/Data Scientists,11,1,10/04/2026 00:40,Are smart buildings vulnerable to being hacked?
ryan,IT/Data Scientists,12,1,10/04/2026 00:40,How do employees benefit from smart buildings on a practical level? Like what are the benefits that they would notice in every day workplace scenarios?
ryan,IT/Data Scientists,13,1,10/04/2026 00:38,Do employers benefit more from smart buildings?
ryan,IT/Data Scientists,14,1,10/04/2026 00:38,Does saving energy offset higher operational costs?
ryan,IT/Data Scientists,15,1,10/04/2026 00:22,If sensors are consistently mis-calibrated will that effect maintenance costs and overall system reliability?
ryan,IT/Data Scientists,16,1,10/04/2026 00:20,Can older buildings with with older equipment be converted into smart buildings?
ryan,IT/Data Scientists,17,1,10/04/2026 00:17,What are the main benefits not linked to saving energy?
ryan,IT/Data Scientists,18,4,09/04/2026 23:55,Could smart buildings analyze lift occupancy during peak times and then suggest alternative routes to reduce wait times?
ryan,IT/Data Scientists,19,4,09/04/2026 23:53,Could switching escalators to standby when not in use save electricity?
ryan,IT/Data Scientists,20,4,09/04/2026 23:52,Can people in the building receive real time alerts when a workspace is noiser than usual?
ryan,IT/Data Scientists,21,3,09/04/2026 23:44,Can we analyze stairway vs lift traffic during peak hours to minimize crowded areas?
ryan,IT/Data Scientists,22,3,09/04/2026 23:43,Can lights come on automatically at night in stairways when someone is using them?
ryan,IT/Data Scientists,23,3,09/04/2026 23:42,Can electric vehicle drivers receive real time data pertaining to the availability of spaces with chargers?
ryan,IT/Data Scientists,24,3,09/04/2026 23:42,Can ev drivers have charging levels be sent to their phones?
ryan,IT/Data Scientists,25,3,09/04/2026 23:41,Can lighting at night be monitored in real time? And backup lighting be turned on for emergency exits?
ryan,IT/Data Scientists,26,3,09/04/2026 23:40,Can an alert be sent to anyone in the underground car park if unhealthy air quality is found? Like real time text alerts?
ryan,IT/Data Scientists,27,3,09/04/2026 23:39,Can we monitor exhaust and CO levels in the underground car park?
ryan,IT/Data Scientists,28,2,09/04/2026 23:31,Can smart buildings analyze which equipment vibrates the most over time? And isolate the equipment?
ryan,IT/Data Scientists,29,2,09/04/2026 23:30,What type of equipment vibrates the most?
ryan,IT/Data Scientists,30,2,09/04/2026 23:29,Is a buildings overall health tied to wireless sensors?
ryan,IT/Data Scientists,31,2,09/04/2026 23:26,Can wireless sensors be manually controlled and replaced earlier than necessary?
ryan,IT/Data Scientists,32,2,09/04/2026 23:25,How soon can I be alerted if a sensor replacement is necessary?
ryan,IT/Data Scientists,33,2,09/04/2026 23:24,Who controls a smart plug when it is done remotely?
ryan,IT/Data Scientists,34,2,09/04/2026 23:23,How does the cost of hidden energy waste compare vs traditional buildings?
ryan,IT/Data Scientists,35,2,09/04/2026 23:23,Is a smart building better about reducing vampire power?
ryan,IT/Data Scientists,36,1,09/04/2026 23:21,Are smart buildings found primarily in cities?
ryan,IT/Data Scientists,37,1,09/04/2026 23:20,Does the building use predictive software to look out for maintenance issues?
ryan,IT/Data Scientists,38,1,09/04/2026 23:19,How does a smart building reduce its carbon footprint?
ryan,IT/Data Scientists,39,1,09/04/2026 23:18,How secure is the Wi-Fi connection in the building?
ryan,IT/Data Scientists,40,1,09/04/2026 23:18,Does the building make use of cloud storage?
ryan,IT/Data Scientists,41,4,08/04/2026 16:14,Can levels be set to help with seasonal air quality issues? Such as more people in the building during winter.
ryan,IT/Data Scientists,42,4,08/04/2026 16:13,Can alerts be sent when air quality is too low?
ryan,IT/Data Scientists,43,4,08/04/2026 16:13,What would be the best way to display air quality in real time?
ryan,IT/Data Scientists,44,4,08/04/2026 16:12,Do plants help with CO2 levels in a workspace?
ryan,IT/Data Scientists,45,4,08/04/2026 16:12,How much user data is needed to figure out a balanced noise level workspace?
ryan,IT/Data Scientists,46,4,08/04/2026 16:11,Is there a way to reduce the noise if a machine or computer is too loud?
ryan,IT/Data Scientists,47,4,08/04/2026 16:11,Can the building alert those inside when CO2 levels are too high?
ryan,IT/Data Scientists,48,4,08/04/2026 16:10,How long would it take to implement lighting based on real usage patterns? How much data is needed?
ryan,IT/Data Scientists,49,4,08/04/2026 16:09,Is it possible to have different temperatures in the same room?
ryan,IT/Data Scientists,50,4,08/04/2026 16:08,How can a building shift to greener hours and still be productive?
ryan,IT/Data Scientists,51,3,08/04/2026 16:07,Can we be notified when the cafe is the slowest and least crowded?
ryan,IT/Data Scientists,52,3,08/04/2026 16:06,Can we set a greeting for each person who enters the lobby?
ryan,IT/Data Scientists,53,3,08/04/2026 16:05,How can we ensure that only authorized personell have access to the server room?
ryan,IT/Data Scientists,54,3,08/04/2026 16:04,Are there ways to instantly get notified when a room becomes available and is no longer in use?
ryan,IT/Data Scientists,55,3,08/04/2026 16:02,What is the best way to analyze air quality in real time?
ryan,IT/Data Scientists,56,3,08/04/2026 16:02,It would be great to have real time noise level monitoring. Would help me find an area where I could easily concentrate.
ryan,IT/Data Scientists,57,2,08/04/2026 15:57,What's the best way to save money by analizing gas usage?
ryan,IT/Data Scientists,58,2,08/04/2026 15:56,What's the best way to manage volt levels to avoid damaging computers?
ryan,IT/Data Scientists,59,2,08/04/2026 15:55,Can ambient light levels be manually adjusted?
ryan,IT/Data Scientists,60,2,08/04/2026 15:55,What happens if a window sensor fails?
ryan,IT/Data Scientists,61,2,08/04/2026 15:55,Do NO2 sensors raise any costs?
ryan,IT/Data Scientists,62,2,08/04/2026 15:54,How can managers optimize work flow by using room sensors?
ryan,IT/Data Scientists,63,2,08/04/2026 15:54,Is the radar technology safe?
ryan,IT/Data Scientists,64,2,08/04/2026 15:53,Are there any health risks involved with the occupancy sensors?
ryan,IT/Data Scientists,65,2,08/04/2026 15:53,Can you manually set when devices connected to smart plugs are turned on and off?
ryan,IT/Data Scientists,66,2,08/04/2026 15:52,Are all plugs in the building smart plugs?
ryan,IT/Data Scientists,67,2,08/04/2026 15:52,How often should the HVAC be serviced?
ryan,IT/Data Scientists,68,2,08/04/2026 15:52,Can the thermostat be changed at any time?
ryan,IT/Data Scientists,69,2,08/04/2026 15:51,Are there any noise cancelling features to reduce noise levels in rooms?
ryan,IT/Data Scientists,70,2,08/04/2026 15:51,Will sensors work without Wi-FI?
ryan,IT/Data Scientists,71,2,08/04/2026 15:51,Are all doors equipped with sensors?
ryan,IT/Data Scientists,72,2,08/04/2026 15:50,Where do PM10 particles come from? How do they get into the building?
ryan,IT/Data Scientists,73,2,08/04/2026 15:50,How is relative humidity monitored in the building?
ryan,IT/Data Scientists,74,1,08/04/2026 15:49,What happens when something in the building doesn't work? Who would I call?
ryan,IT/Data Scientists,75,1,08/04/2026 15:48,Can something like Alexa be paired with the building?
ryan,IT/Data Scientists,76,1,08/04/2026 15:48,Does everything in the building require and internet connection?
ryan,IT/Data Scientists,77,1,08/04/2026 15:47,Are there any manual overrides in case a feature fails?
ryan,IT/Data Scientists,78,1,08/04/2026 15:47,What are the pros and cons when using smart automation?
ryan,IT/Data Scientists,79,1,08/04/2026 15:46,Are all the doors and windows controlled with smart locks?
ryan,IT/Data Scientists,80,1,08/04/2026 15:46,What kind of tasks can I automate?
ryan,IT/Data Scientists,81,1,08/04/2026 15:46,Does a smart building use less energy compared to a regular building?
ryan,IT/Data Scientists,82,1,08/04/2026 15:45,What kind of things can a smart building do?
ryan,IT/Data Scientists,83,1,01/04/2026 10:53,what is the temp in my office?
ryan,IT/Data Scientists,84,3,01/04/2026 10:20,is there anyone in the room to see the data-center after the shortage happens now?
ryan,IT/Data Scientists,85,3,01/04/2026 10:19,is the room available today between 2.00 to 4.00
ryan,IT/Data Scientists,86,2,01/04/2026 10:17,Can I control the temperature in my office?
ryan,IT/Data Scientists,87,2,01/04/2026 10:15,is this room full?
ryan,IT/Data Scientists,88,2,01/04/2026 10:15,is the door sensor only relate to the Main door?
ryan,IT/Data Scientists,89,1,01/04/2026 10:12,is the building open?
ryan,IT/Data Scientists,90,1,01/04/2026 10:12,is mr.X in his office?
ryan,IT/Data Scientists,91,1,01/04/2026 10:10,can you tell me how busy it's?
ryan,IT/Data Scientists,92,1,01/04/2026 10:10,Is the air condition work?
ryan,IT/Data Scientists,93,1,01/04/2026 10:07,Is the building open?
michele f,Student/Researchers/Academics,1,4,09/04/2026 22:29,Is there a green space and disposal plan for service dog waste?
michele f,Student/Researchers/Academics,2,4,09/04/2026 22:29,What happens when an individuals needs comes into conflict with peak efficiency?
michele f,Student/Researchers/Academics,3,4,09/04/2026 22:29,Are there ways to accommodate handicapped individuals who have special thermal needs?
michele f,Student/Researchers/Academics,4,4,09/04/2026 22:28,Are there ways to accommodate handicapped individuals who have special igniting needs?
michele f,Student/Researchers/Academics,5,4,09/04/2026 22:27,What happens when energy efficiency and employee productivity are at odds?
michele f,Student/Researchers/Academics,6,4,09/04/2026 22:27,Is the point to make the building energy efficient or to make the company occupying it effective?
michele f,Student/Researchers/Academics,7,4,09/04/2026 22:26,Are there any plants inside the building to facilitate a healthy breathing environment?
michele f,Student/Researchers/Academics,8,4,09/04/2026 22:25,Are you attempting to get employees in trouble by monitoring their water usage?
michele f,Student/Researchers/Academics,9,4,09/04/2026 22:25,Is there a plan in place to use cleaning products that minimize indoor pollutants?
michele f,Student/Researchers/Academics,10,4,09/04/2026 22:24,Is there any back up system for when the power is out to accomdate those who cannot walk up or down the stairs?
michele f,Student/Researchers/Academics,11,4,09/04/2026 22:23,Is there a mechanism in place to inform people when elevators and escalators are busy or not?
michele f,Student/Researchers/Academics,12,4,09/04/2026 22:22,Who determines what is an unacceptable level of noise?
michele f,Student/Researchers/Academics,13,4,09/04/2026 22:22,Are there some zones that are quiet areas all the time to accomodate those who cannot tolerate certain levels of noise?
michele f,Student/Researchers/Academics,14,4,09/04/2026 22:21,"Are the controls for indoor air quality variable, or is there a standard setting or range they must adhere to?"
michele f,Student/Researchers/Academics,15,4,09/04/2026 22:20,Can lighting schedules be overridden to accomodate changing work schedules?
michele f,Student/Researchers/Academics,16,4,09/04/2026 22:20,How do you accomodate people who are sensitive to LED lighting?
michele f,Student/Researchers/Academics,17,4,09/04/2026 22:20,Are people able to bring their own lights if they are bothered by the lights that are in the building?
michele f,Student/Researchers/Academics,18,4,09/04/2026 22:19,What is the process to accomodate individual differences in thermal comfort levels and needs?
michele f,Student/Researchers/Academics,19,4,09/04/2026 22:19,Can settings be changed for the benefit of employee comfort even if they decrease efficiency?
michele f,Student/Researchers/Academics,20,4,09/04/2026 22:18,"Are employees responsible for settings to increase efficiency, or are they automated?"
michele f,Student/Researchers/Academics,21,3,09/04/2026 22:16,What is the procedure for if meeting room tech is not working?
michele f,Student/Researchers/Academics,22,3,09/04/2026 22:16,Is there a backup room if there is a scheduling conflict?
michele f,Student/Researchers/Academics,23,3,09/04/2026 22:16,Is there a formal process to reserve the meeting room?
michele f,Student/Researchers/Academics,24,3,09/04/2026 22:15,What is the procedure for other deliveries?
michele f,Student/Researchers/Academics,25,3,09/04/2026 22:15,What is the procedure for food deliveries?
michele f,Student/Researchers/Academics,26,3,09/04/2026 22:15,Is there a lobby attendant?
michele f,Student/Researchers/Academics,27,3,09/04/2026 22:15,Is there a place for employees to wait near the door for rides?
michele f,Student/Researchers/Academics,28,3,09/04/2026 22:14,Is there a system in place to prevent lobby falls on rainy days from wet flood?
michele f,Student/Researchers/Academics,29,3,09/04/2026 22:14,Do visitors need a code to get up the elevator?
michele f,Student/Researchers/Academics,30,3,09/04/2026 22:14,Is the lobby user-friendly for visitors?
michele f,Student/Researchers/Academics,31,3,09/04/2026 22:14,Is any employee food space able to be secured so people don’t steal other people’s food?
michele f,Student/Researchers/Academics,32,3,09/04/2026 22:13,"Is there a place for employees to leave their own food, including a refrigerated spot?"
michele f,Student/Researchers/Academics,33,3,09/04/2026 22:13,Is the safe open the entire time the building is open?
michele f,Student/Researchers/Academics,34,3,09/04/2026 22:13,Is there a system in place to prevent food allergen exposure to those sensitive to such a thing?
michele f,Student/Researchers/Academics,35,3,09/04/2026 22:12,Is there a system in place to prevent employees form getting locked on the roof?
michele f,Student/Researchers/Academics,36,3,09/04/2026 22:12,Is the green roof space safely surrounded to prevent falls?
michele f,Student/Researchers/Academics,37,3,09/04/2026 22:11,Is it safe to have a green space by the roof HVAC?
michele f,Student/Researchers/Academics,38,3,09/04/2026 22:11,Is there adequate handicapped parking?
michele f,Student/Researchers/Academics,39,3,09/04/2026 22:11,Is there a system in place to monitor the safety of employees leaving late at night?
michele f,Student/Researchers/Academics,40,3,09/04/2026 22:10,Is the fire escape plan clearly posted in multiple places and accessible to all?
michele f,Student/Researchers/Academics,41,3,09/04/2026 22:10,"Are the stairwells and corridors designed to maximize effiency, or does something else drive their design?"
michele f,Student/Researchers/Academics,42,3,09/04/2026 22:09,How do you handle minimizing spread of illness in an open-plan office?
michele f,Student/Researchers/Academics,43,2,09/04/2026 22:08,Can the set point be changed if the people in an area find it uncomfortable?
michele f,Student/Researchers/Academics,44,2,09/04/2026 22:07,How would the air quality number get high if you are presumably filtering the air before it comes in?
michele f,Student/Researchers/Academics,45,2,09/04/2026 22:07,Are there some areas where people can be loud and some where they are supposed to be quiet?
michele f,Student/Researchers/Academics,46,2,09/04/2026 22:06,What do you do if different employees require different light settings?
michele f,Student/Researchers/Academics,47,2,09/04/2026 22:05,What about employees with an open door policy who like to keep their doors open?
michele f,Student/Researchers/Academics,48,2,09/04/2026 22:05,Who gets to decide if a door is left open or must be closed?
michele f,Student/Researchers/Academics,49,2,09/04/2026 22:05,Are door sensors used to track employee activity?
michele f,Student/Researchers/Academics,50,2,09/04/2026 22:03,How many people do you hold at a maximum?
michele f,Student/Researchers/Academics,51,2,09/04/2026 22:03,How many people do you hold at a maximum?
michele f,Student/Researchers/Academics,52,2,09/04/2026 22:03,How many people do you hold at a maximum?
michele f,Student/Researchers/Academics,53,2,09/04/2026 22:03,How many people do you hold at a maximum?
michele f,Student/Researchers/Academics,54,2,09/04/2026 22:03,How many people do you hold at a maximum?
michele f,Student/Researchers/Academics,55,2,09/04/2026 22:03,Do you use occupancy monitoring to track employee activity or movement?
michele f,Student/Researchers/Academics,56,2,09/04/2026 22:03,Who decides the appropriate level of humidity?
michele f,Student/Researchers/Academics,57,2,09/04/2026 22:02,Is the people count used to monitor employee activity?
michele f,Student/Researchers/Academics,58,2,09/04/2026 22:01,Are the motion sensors used to monitor employee activity?
michele f,Student/Researchers/Academics,59,2,09/04/2026 22:01,How do you keep your ambient light in balance?
michele f,Student/Researchers/Academics,60,2,09/04/2026 22:01,Do you monitor the VOC levels?
michele f,Student/Researchers/Academics,61,2,09/04/2026 22:00,Are there different temperature settings available in different areas so that they can be customized to each area or person?
michele f,Student/Researchers/Academics,62,2,09/04/2026 22:00,Who chooses the temperature setting?
michele f,Student/Researchers/Academics,63,1,09/04/2026 21:59,Can I see y our blueprints?
michele f,Student/Researchers/Academics,64,1,09/04/2026 21:59,Are there any other buildings like you?
michele f,Student/Researchers/Academics,65,1,09/04/2026 21:59,Is any of you made of recycled goods?
michele f,Student/Researchers/Academics,66,1,09/04/2026 21:59,Are you eco-friendly?
michele f,Student/Researchers/Academics,67,1,09/04/2026 21:59,What are. You made of?
michele f,Student/Researchers/Academics,68,1,09/04/2026 21:59,How old are you?
michele f,Student/Researchers/Academics,69,1,09/04/2026 21:58,Do you like being a building?
michele f,Student/Researchers/Academics,70,1,09/04/2026 21:57,Do you have a doorman?
michele f,Student/Researchers/Academics,71,1,09/04/2026 21:57,Do you have limited hours that people can access you?
michele f,Student/Researchers/Academics,72,1,09/04/2026 21:57,"Do you have solar power like it looks like in your picture, or what kind(s) of power?"
michele f,Student/Researchers/Academics,73,1,09/04/2026 21:57,Do you have pets in your building?
michele f,Student/Researchers/Academics,74,1,09/04/2026 21:56,Do you have a lockdown protocol if there is an active shooter in you or nearby?
michele f,Student/Researchers/Academics,75,1,09/04/2026 21:56,What kind of security system do you have?
michele f,Student/Researchers/Academics,76,1,09/04/2026 21:56,Do you have an elevator?
michele f,Student/Researchers/Academics,77,1,09/04/2026 21:56,What color are you?
michele f,Student/Researchers/Academics,78,1,09/04/2026 21:55,Are you built to withstand natural disasters common to your area?
michele f,Student/Researchers/Academics,79,1,09/04/2026 21:55,What is your fire safety protocol?
michele f,Student/Researchers/Academics,80,1,09/04/2026 21:55,"Is your building shared by different companies or businesses or organizations, or all one organization?"
michele f,Student/Researchers/Academics,81,1,09/04/2026 21:54,What is the function of your building?
michele f,Student/Researchers/Academics,82,1,09/04/2026 21:54,How many stories do you have?
laverne jones,Guests/Visitors,1,4,09/04/2026 21:28,do you have any roof gardens
laverne jones,Guests/Visitors,2,4,09/04/2026 21:27,do you have faucet/shower water meters in each room
laverne jones,Guests/Visitors,3,4,09/04/2026 21:27,do you have/use any rainwater harvesting equipment
laverne jones,Guests/Visitors,4,4,09/04/2026 21:26,does the pollutant detector have a silent or loud alarm or signal
laverne jones,Guests/Visitors,5,4,09/04/2026 21:25,is there already equipment installed to detect pollutants
laverne jones,Guests/Visitors,6,4,09/04/2026 21:24,is the elevator ever in standby mode
laverne jones,Guests/Visitors,7,4,09/04/2026 21:24,what are the peak times for the elevator during the week
laverne jones,Guests/Visitors,8,4,09/04/2026 21:22,do you use the HVAC report to limit the heating in certain zones
laverne jones,Guests/Visitors,9,4,09/04/2026 21:20,is there a cutoff time for activities in the meeting and outdoor spaces
laverne jones,Guests/Visitors,10,4,09/04/2026 21:19,do you provide humidifiers for residents in the winter
laverne jones,Guests/Visitors,11,4,09/04/2026 21:18,does the building have a live c02 digital display in the meeting rooms
laverne jones,Guests/Visitors,12,4,09/04/2026 21:17,what measures are taken to reduce glare for people that work from home
laverne jones,Guests/Visitors,13,4,09/04/2026 21:16,do you reimburse residents if they buy blackout curtains
laverne jones,Guests/Visitors,14,4,09/04/2026 21:15,have you ever had any major HVAC issues
laverne jones,Guests/Visitors,15,4,09/04/2026 21:14,are there more issues with HVAC on the upper levels or the lower levels
laverne jones,Guests/Visitors,16,4,09/04/2026 21:14,are there any cold or hot spots here
laverne jones,Guests/Visitors,17,4,09/04/2026 21:13,what incentives do you offer to lower usage during peak times
laverne jones,Guests/Visitors,18,4,09/04/2026 21:13,what are the peak hours residents need to avoid to save energy
laverne jones,Guests/Visitors,19,4,09/04/2026 21:11,have you ever had any problems with the system being overloaded
laverne jones,Guests/Visitors,20,2,09/04/2026 21:10,are the tenants on notice about using electronics during certain times
laverne jones,Guests/Visitors,21,2,09/04/2026 21:08,"which types of energy meters are installed(floors, zones, equipment)"
laverne jones,Guests/Visitors,22,2,09/04/2026 21:06,have you noticed any energy spikes on certain floors areas
laverne jones,Guests/Visitors,23,2,09/04/2026 21:05,"are these sound levels  measured throughout the building , or only in certain areas"
laverne jones,Guests/Visitors,24,2,09/04/2026 21:04,what happens if the event happens late or night or early in the morning
laverne jones,Guests/Visitors,25,2,09/04/2026 21:03,how often have you received messages about a noise event
laverne jones,Guests/Visitors,26,2,09/04/2026 21:02,is the smart plug available in the offices/lobby and the rooms
laverne jones,Guests/Visitors,27,2,09/04/2026 21:02,how can we use the smart plug without having to connect and reconnect devices
laverne jones,Guests/Visitors,28,2,09/04/2026 21:01,how do residents receive alerts about the wind speed
laverne jones,Guests/Visitors,29,2,09/04/2026 20:59,how often/for how long have you been without ac or heat
laverne jones,Guests/Visitors,30,2,09/04/2026 20:59,are the air filters changed regularly
laverne jones,Guests/Visitors,31,2,09/04/2026 20:58,how often does the HVAC get the routine maintenance
laverne jones,Guests/Visitors,32,2,09/04/2026 20:58,what happens if the systems detects more people than are on the lease
laverne jones,Guests/Visitors,33,2,09/04/2026 20:57,have you had any complaints from tenants about privacy concerns
laverne jones,Guests/Visitors,34,1,09/04/2026 20:56,is it one owner or multiple
laverne jones,Guests/Visitors,35,1,09/04/2026 20:55,do you have free wifi
laverne jones,Guests/Visitors,36,1,09/04/2026 20:55,"which amenities do you have-kitchen, laundry room, internet room, gym"
laverne jones,Guests/Visitors,37,1,09/04/2026 20:54,"are you kid-family friendly, or mostly for older adults"
laverne jones,Guests/Visitors,38,1,09/04/2026 20:54,what this the income requirement for future tenants
laverne jones,Guests/Visitors,39,1,09/04/2026 20:53,are you older or a new-build
laverne jones,Guests/Visitors,40,3,08/04/2026 22:14,how much seating is there
laverne jones,Guests/Visitors,41,3,08/04/2026 22:14,is there a cook/grill area the tenants can use or book
laverne jones,Guests/Visitors,42,3,08/04/2026 22:14,is there an app or lobby sign that tells you cafe occupancy
laverne jones,Guests/Visitors,43,3,08/04/2026 22:13,"are there building codes, or is the automatic door locked at certain times"
laverne jones,Guests/Visitors,44,3,08/04/2026 22:12,do you turn people away if they don't have any id
laverne jones,Guests/Visitors,45,3,08/04/2026 22:11,have there been any recent security issues with strangers getting into the building
laverne jones,Guests/Visitors,46,3,08/04/2026 22:10,what kind of id do I need to get into the data center
laverne jones,Guests/Visitors,47,3,08/04/2026 22:09,what will happen to the equipment if the backup generator fails and the temperature drops for more than 24 hours
laverne jones,Guests/Visitors,48,3,08/04/2026 22:08,should I book the room online and talk to someone on the phone to make sure it went thru
laverne jones,Guests/Visitors,49,3,08/04/2026 22:07,how far in advance do you have to book the room
laverne jones,Guests/Visitors,50,3,08/04/2026 22:06,is food allowed if the users do the cleanup
laverne jones,Guests/Visitors,51,3,08/04/2026 22:06,who is the contact if the equipment doesn't work
laverne jones,Guests/Visitors,52,3,08/04/2026 22:05,"does the room have any dividers to have more privacy, or do you have to try to get there early or late"
laverne jones,Guests/Visitors,53,2,08/04/2026 22:03,how often are the air filters changed
laverne jones,Guests/Visitors,54,2,08/04/2026 22:02,are there separate hvac systems for the building's rooms and offices
laverne jones,Guests/Visitors,55,2,08/04/2026 22:00,how old is the boiler
laverne jones,Guests/Visitors,56,2,08/04/2026 22:00,how often is the boiler maintained and serviced
laverne jones,Guests/Visitors,57,2,08/04/2026 21:59,is there a way to save energy and not have to keep plugging and unplugging equipment
laverne jones,Guests/Visitors,58,2,08/04/2026 21:57,how often are the batteries for the monitoring systems checked
laverne jones,Guests/Visitors,59,2,08/04/2026 21:56,who has access to remotely control the smart plugs
laverne jones,Guests/Visitors,60,2,08/04/2026 21:55,"are there smart plugs in the offices, the rooms, or both"
laverne jones,Guests/Visitors,61,2,08/04/2026 21:54,is the energy usage worse on the upper or lower floors
laverne jones,Guests/Visitors,62,2,08/04/2026 21:49,"is there wifi in each room, and is it part of the rent"
laverne jones,Guests/Visitors,63,2,08/04/2026 21:49,do the backup generators provide electricity to everything in the rooms or only certain big items like the refrigerator/tv
laverne jones,Guests/Visitors,64,2,08/04/2026 21:47,do tenants who use less power after peak hours get any perks like reduced rent
laverne jones,Guests/Visitors,65,2,08/04/2026 21:45,how do you deal with people who play loud music
laverne jones,Guests/Visitors,66,2,08/04/2026 21:44,how do you make sure doors are not left open purposefully to break into the building
laverne jones,Guests/Visitors,67,2,08/04/2026 21:43,which rooms use the occupancy rules
laverne jones,Guests/Visitors,68,2,08/04/2026 21:40,have there been any spacing issues yet
laverne jones,Guests/Visitors,69,2,08/04/2026 21:39,do tenants' guests and visitors have to sign in if they are leaving in less than 24 hours
laverne jones,Guests/Visitors,70,2,08/04/2026 21:38,what happens if you find a violation from a tenant
laverne jones,Guests/Visitors,71,2,08/04/2026 21:38,have you had any complaints about the lack of privacy
laverne jones,Guests/Visitors,72,2,08/04/2026 21:37,is this required by the city or the fire department
laverne jones,Guests/Visitors,73,1,08/04/2026 21:35,are there stairs in each separate apartment
