canonical_key,occurrences,kept_question,dropped_question,dropped_username,dropped_qnum
what is the real-time power spike compared with the monthly kwh average,4,what is the real-time power spike compared with the monthly kwh average?,what is the real-time power spike compared with the monthly kWh average?,P02,
what is the real-time power spike compared with the monthly kwh average,4,what is the real-time power spike compared with the monthly kwh average?,what is the real-time power spike compared with the monthly kWh average?,P61,
is the night-time base load higher than the metered baseline,4,is the night-time base load higher than the metered baseline?,is the night-time base load higher than the metered baseline?,P71,
is the night-time base load higher than the metered baseline,4,is the night-time base load higher than the metered baseline?,is the night-time base load higher than the metered baseline?,P02,
is the night-time base load higher than the metered baseline,4,is the night-time base load higher than the metered baseline?,is the night-time base load higher than the metered baseline,P61,
what is the metered difference between lighting and small-power loads,4,what is the metered difference between lighting and small-power loads?,what is the metered difference between lighting and small-power loads?,P71,
what is the metered difference between lighting and small-power loads,4,what is the metered difference between lighting and small-power loads?,what is the metered difference between lighting and small-power loads?,P64,
what is the metered difference between lighting and small-power loads,4,what is the metered difference between lighting and small-power loads?,what is the metered difference between lighting and small-power loads?,P66,
"if we close the west wing for refurbishment, what energy is saved",4,"if we close the west wing for refurbishment, what energy is saved","if we close the west wing for refurbishment, what energy is saved?",P71,
"if we close the west wing for refurbishment, what energy is saved",4,"if we close the west wing for refurbishment, what energy is saved","if we close the west wing for refurbishment, what energy is saved",P95,
"if we close the west wing for refurbishment, what energy is saved",4,"if we close the west wing for refurbishment, what energy is saved","if we close the west wing for refurbishment, what energy is saved?",P60,
"if a chiller fails on a hot day, how do we keep energy use under control",4,"if a chiller fails on a hot day, how do we keep energy use under control?","if a chiller fails on a hot day, how do we keep energy use under control?",P71,
"if a chiller fails on a hot day, how do we keep energy use under control",4,"if a chiller fails on a hot day, how do we keep energy use under control?","if a chiller fails on a hot day, how do we keep energy use under control",P64,
"if a chiller fails on a hot day, how do we keep energy use under control",4,"if a chiller fails on a hot day, how do we keep energy use under control?","if a chiller fails on a hot day, how do we keep energy use under control?",P02,
can the building recommend a demand-response strategy for peak events,4,can the building recommend a demand-response strategy for peak events?,can the building recommend a demand-response strategy for peak events?,P71,
can the building recommend a demand-response strategy for peak events,4,can the building recommend a demand-response strategy for peak events?,can the building recommend a demand-response strategy for peak events?,P95,
can the building recommend a demand-response strategy for peak events,4,can the building recommend a demand-response strategy for peak events?,can the building recommend a demand-response strategy for peak events?,P60,
how green is this building really,4,how green is this building really?,how green is this building really?,P64,
how green is this building really,4,how green is this building really?,how green is this building really?,P66,
how green is this building really,4,how green is this building really?,how green is this building really?,P60,
what is the peak demand recorded by the meter so far today,4,what is the peak demand recorded by the meter so far today,what is the peak demand recorded by the meter so far today,P64,
what is the peak demand recorded by the meter so far today,4,what is the peak demand recorded by the meter so far today,what is the peak demand recorded by the meter so far today?,P95,
what is the peak demand recorded by the meter so far today,4,what is the peak demand recorded by the meter so far today,what is the peak demand recorded by the meter so far today,P61,
are any smart plugs reporting vampire power for idle appliances,4,are any smart plugs reporting vampire power for idle appliances?,are any smart plugs reporting vampire power for idle appliances?,P64,
are any smart plugs reporting vampire power for idle appliances,4,are any smart plugs reporting vampire power for idle appliances?,are any smart plugs reporting vampire power for idle appliances?,P02,
are any smart plugs reporting vampire power for idle appliances,4,are any smart plugs reporting vampire power for idle appliances?,are any smart plugs reporting vampire power for idle appliances?,P60,
which submeter shows the highest consumption right now,4,which submeter shows the highest consumption right now?,which submeter shows the highest consumption right now,P64,
which submeter shows the highest consumption right now,4,which submeter shows the highest consumption right now?,which submeter shows the highest consumption right now?,P95,
which submeter shows the highest consumption right now,4,which submeter shows the highest consumption right now?,which submeter shows the highest consumption right now,P02,
how much solar generation was logged by the inverter yesterday,4,how much solar generation was logged by the inverter yesterday?,how much solar generation was logged by the inverter yesterday?,P64,
how much solar generation was logged by the inverter yesterday,4,how much solar generation was logged by the inverter yesterday?,how much solar generation was logged by the inverter yesterday,P95,
how much solar generation was logged by the inverter yesterday,4,how much solar generation was logged by the inverter yesterday?,how much solar generation was logged by the inverter yesterday?,P60,
is the frequency reading stable enough for the on-site inverters,4,is the frequency reading stable enough for the on-site inverters,is the frequency reading stable enough for the on-site inverters?,P64,
is the frequency reading stable enough for the on-site inverters,4,is the frequency reading stable enough for the on-site inverters,is the frequency reading stable enough for the on-site inverters?,P95,
is the frequency reading stable enough for the on-site inverters,4,is the frequency reading stable enough for the on-site inverters,is the frequency reading stable enough for the on-site inverters,P02,
"during the morning warm-up, is the building overheating before staff arrive",4,"during the morning warm-up, is the building overheating before staff arrive","during the morning warm-up, is the building overheating before staff arrive",P64,
"during the morning warm-up, is the building overheating before staff arrive",4,"during the morning warm-up, is the building overheating before staff arrive","during the morning warm-up, is the building overheating before staff arrive?",P02,
"during the morning warm-up, is the building overheating before staff arrive",4,"during the morning warm-up, is the building overheating before staff arrive","during the morning warm-up, is the building overheating before staff arrive?",P61,
"during the evening cleaning shift, are lights and hvac left fully on",4,"during the evening cleaning shift, are lights and hvac left fully on","during the evening cleaning shift, are lights and HVAC left fully on?",P64,
"during the evening cleaning shift, are lights and hvac left fully on",4,"during the evening cleaning shift, are lights and hvac left fully on","during the evening cleaning shift, are lights and HVAC left fully on?",P61,
"during the evening cleaning shift, are lights and hvac left fully on",4,"during the evening cleaning shift, are lights and hvac left fully on","during the evening cleaning shift, are lights and hvac left fully on",P60,
what would it take to run the building on 100% renewable energy,4,what would it take to run the building on 100% renewable energy,what would it take to run the building on 100% renewable energy?,P64,
what would it take to run the building on 100% renewable energy,4,what would it take to run the building on 100% renewable energy,what would it take to run the building on 100% renewable energy?,P02,
what would it take to run the building on 100% renewable energy,4,what would it take to run the building on 100% renewable energy,what would it take to run the building on 100% renewable energy,P60,
can the building quantify the carbon saved by daylight harvesting,4,can the building quantify the carbon saved by daylight harvesting?,can the building quantify the carbon saved by daylight harvesting,P64,
can the building quantify the carbon saved by daylight harvesting,4,can the building quantify the carbon saved by daylight harvesting?,can the building quantify the carbon saved by daylight harvesting?,P02,
can the building quantify the carbon saved by daylight harvesting,4,can the building quantify the carbon saved by daylight harvesting?,can the building quantify the carbon saved by daylight harvesting?,P60,
what efficiency target is realistic for the hvac system next year,4,what efficiency target is realistic for the hvac system next year?,what efficiency target is realistic for the hvac system next year?,P64,
what efficiency target is realistic for the hvac system next year,4,what efficiency target is realistic for the hvac system next year?,what efficiency target is realistic for the hvac system next year?,P66,
what efficiency target is realistic for the hvac system next year,4,what efficiency target is realistic for the hvac system next year?,what efficiency target is realistic for the hvac system next year?,P61,
what is the current carbon intensity given the metered grid import,4,what is the current carbon intensity given the metered grid import,what is the current carbon intensity given the metered grid import?,P95,
what is the current carbon intensity given the metered grid import,4,what is the current carbon intensity given the metered grid import,what is the current carbon intensity given the metered grid import?,P02,
what is the current carbon intensity given the metered grid import,4,what is the current carbon intensity given the metered grid import,what is the current carbon intensity given the metered grid import?,P61,
are the solar inverters producing at their expected output today,4,are the solar inverters producing at their expected output today?,are the solar inverters producing at their expected output today,P95,
are the solar inverters producing at their expected output today,4,are the solar inverters producing at their expected output today?,are the solar inverters producing at their expected output today?,P66,
are the solar inverters producing at their expected output today,4,are the solar inverters producing at their expected output today?,are the solar inverters producing at their expected output today?,P61,
what is the buildings current power usage effectiveness from the meters,4,what is the buildings current power usage effectiveness from the meters?,what is the buildings current power usage effectiveness from the meters?,P95,
what is the buildings current power usage effectiveness from the meters,4,what is the buildings current power usage effectiveness from the meters?,what is the buildings current power usage effectiveness from the meters?,P66,
what is the buildings current power usage effectiveness from the meters,4,what is the buildings current power usage effectiveness from the meters?,what is the buildings current power usage effectiveness from the meters?,P02,
what is the water meter flow rate outside of office hours,4,what is the water meter flow rate outside of office hours?,what is the water meter flow rate outside of office hours?,P95,
what is the water meter flow rate outside of office hours,4,what is the water meter flow rate outside of office hours?,what is the water meter flow rate outside of office hours?,P66,
what is the water meter flow rate outside of office hours,4,what is the water meter flow rate outside of office hours?,what is the water meter flow rate outside of office hours?,P02,
"on a bank holiday, can the building drop to a minimum-energy mode",4,"on a bank holiday, can the building drop to a minimum-energy mode?","on a bank holiday, can the building drop to a minimum-energy mode?",P95,
"on a bank holiday, can the building drop to a minimum-energy mode",4,"on a bank holiday, can the building drop to a minimum-energy mode?","on a bank holiday, can the building drop to a minimum-energy mode",P66,
"on a bank holiday, can the building drop to a minimum-energy mode",4,"on a bank holiday, can the building drop to a minimum-energy mode?","on a bank holiday, can the building drop to a minimum-energy mode",P02,
"if a sensor shows an idle but powered desk cluster, can it be switched off",4,"if a sensor shows an idle but powered desk cluster, can it be switched off?","if a sensor shows an idle but powered desk cluster, can it be switched off?",P95,
"if a sensor shows an idle but powered desk cluster, can it be switched off",4,"if a sensor shows an idle but powered desk cluster, can it be switched off?","if a sensor shows an idle but powered desk cluster, can it be switched off",P02,
"if a sensor shows an idle but powered desk cluster, can it be switched off",4,"if a sensor shows an idle but powered desk cluster, can it be switched off?","if a sensor shows an idle but powered desk cluster, can it be switched off?",P60,
"when the car park ev chargers are all in use, what happens to peak demand",4,"when the car park EV chargers are all in use, what happens to peak demand?","when the car park ev chargers are all in use, what happens to peak demand?",P95,
"when the car park ev chargers are all in use, what happens to peak demand",4,"when the car park EV chargers are all in use, what happens to peak demand?","when the car park EV chargers are all in use, what happens to peak demand",P61,
"when the car park ev chargers are all in use, what happens to peak demand",4,"when the car park EV chargers are all in use, what happens to peak demand?","when the car park ev chargers are all in use, what happens to peak demand?",P60,
"in this kitchen area, how much vampire power do appliances draw after hours",4,"in this kitchen area, how much vampire power do appliances draw after hours","in this kitchen area, how much vampire power do appliances draw after hours?",P95,
"in this kitchen area, how much vampire power do appliances draw after hours",4,"in this kitchen area, how much vampire power do appliances draw after hours","in this kitchen area, how much vampire power do appliances draw after hours?",P02,
"in this kitchen area, how much vampire power do appliances draw after hours",4,"in this kitchen area, how much vampire power do appliances draw after hours","in this kitchen area, how much vampire power do appliances draw after hours?",P61,
where is energy being wasted in the building,4,where is energy being wasted in the building,where is energy being wasted in the building?,P66,
where is energy being wasted in the building,4,where is energy being wasted in the building,where is energy being wasted in the building?,P02,
where is energy being wasted in the building,4,where is energy being wasted in the building,where is energy being wasted in the building?,P60,
does the building capture rainwater for any use,4,does the building capture rainwater for any use?,does the building capture rainwater for any use?,P66,
does the building capture rainwater for any use,4,does the building capture rainwater for any use?,does the building capture rainwater for any use?,P61,
does the building capture rainwater for any use,4,does the building capture rainwater for any use?,does the building capture rainwater for any use?,P60,
what is the building doing to reduce its carbon footprint,4,what is the building doing to reduce its carbon footprint,what is the building doing to reduce its carbon footprint,P66,
what is the building doing to reduce its carbon footprint,4,what is the building doing to reduce its carbon footprint,what is the building doing to reduce its carbon footprint?,P02,
what is the building doing to reduce its carbon footprint,4,what is the building doing to reduce its carbon footprint,what is the building doing to reduce its carbon footprint?,P61,
what is the current total power draw in kw across the building,4,what is the current total power draw in kw across the building?,what is the current total power draw in kW across the building?,P66,
what is the current total power draw in kw across the building,4,what is the current total power draw in kw across the building?,what is the current total power draw in kw across the building?,P61,
what is the current total power draw in kw across the building,4,what is the current total power draw in kw across the building?,what is the current total power draw in kW across the building?,P60,
what does the main energy meter read in kwh for this month,4,what does the main energy meter read in kwh for this month?,what does the main energy meter read in kwh for this month?,P66,
what does the main energy meter read in kwh for this month,4,what does the main energy meter read in kwh for this month?,what does the main energy meter read in kwh for this month?,P61,
what does the main energy meter read in kwh for this month,4,what does the main energy meter read in kwh for this month?,what does the main energy meter read in kWh for this month?,P60,
is there a submeter showing an unexpected overnight spike,4,is there a submeter showing an unexpected overnight spike?,is there a submeter showing an unexpected overnight spike,P66,
is there a submeter showing an unexpected overnight spike,4,is there a submeter showing an unexpected overnight spike?,is there a submeter showing an unexpected overnight spike?,P61,
is there a submeter showing an unexpected overnight spike,4,is there a submeter showing an unexpected overnight spike?,is there a submeter showing an unexpected overnight spike?,P60,
"when this hall hosts an event, how much does energy demand jump",4,"when this hall hosts an event, how much does energy demand jump?","when this hall hosts an event, how much does energy demand jump?",P66,
"when this hall hosts an event, how much does energy demand jump",4,"when this hall hosts an event, how much does energy demand jump?","when this hall hosts an event, how much does energy demand jump?",P61,
"when this hall hosts an event, how much does energy demand jump",4,"when this hall hosts an event, how much does energy demand jump?","when this hall hosts an event, how much does energy demand jump",P60,
"in this open-plan area, can daylight cover the lighting need at midday",4,"in this open-plan area, can daylight cover the lighting need at midday","in this open-plan area, can daylight cover the lighting need at midday",P66,
"in this open-plan area, can daylight cover the lighting need at midday",4,"in this open-plan area, can daylight cover the lighting need at midday","in this open-plan area, can daylight cover the lighting need at midday?",P02,
"in this open-plan area, can daylight cover the lighting need at midday",4,"in this open-plan area, can daylight cover the lighting need at midday","in this open-plan area, can daylight cover the lighting need at midday?",P61,
how do we verify that efficiency measures actually delivered savings,4,how do we verify that efficiency measures actually delivered savings,how do we verify that efficiency measures actually delivered savings?,P66,
how do we verify that efficiency measures actually delivered savings,4,how do we verify that efficiency measures actually delivered savings,how do we verify that efficiency measures actually delivered savings,P02,
how do we verify that efficiency measures actually delivered savings,4,how do we verify that efficiency measures actually delivered savings,how do we verify that efficiency measures actually delivered savings?,P60,
how do we benchmark this building against breeam or leed targets,4,how do we benchmark this building against BREEAM or LEED targets,how do we benchmark this building against breeam or leed targets?,P66,
how do we benchmark this building against breeam or leed targets,4,how do we benchmark this building against BREEAM or LEED targets,how do we benchmark this building against breeam or leed targets,P02,
how do we benchmark this building against breeam or leed targets,4,how do we benchmark this building against BREEAM or LEED targets,how do we benchmark this building against breeam or leed targets?,P61,
how does the building support biodiversity,4,how does the building support biodiversity?,how does the building support biodiversity,P02,
how does the building support biodiversity,4,how does the building support biodiversity?,how does the building support biodiversity?,P61,
how does the building support biodiversity,4,how does the building support biodiversity?,how does the building support biodiversity?,P60,
how energy efficient is this building compared to similar ones,4,how energy efficient is this building compared to similar ones?,how energy efficient is this building compared to similar ones?,P02,
how energy efficient is this building compared to similar ones,4,how energy efficient is this building compared to similar ones?,how energy efficient is this building compared to similar ones?,P61,
how energy efficient is this building compared to similar ones,4,how energy efficient is this building compared to similar ones?,how energy efficient is this building compared to similar ones?,P60,
is any circuit drawing power with zero occupancy detected,4,is any circuit drawing power with zero occupancy detected?,is any circuit drawing power with zero occupancy detected?,P02,
is any circuit drawing power with zero occupancy detected,4,is any circuit drawing power with zero occupancy detected?,is any circuit drawing power with zero occupancy detected?,P61,
is any circuit drawing power with zero occupancy detected,4,is any circuit drawing power with zero occupancy detected?,is any circuit drawing power with zero occupancy detected?,P60,
what personal protective equipment is needed in plant rooms,4,what personal protective equipment is needed in plant rooms?,what personal protective equipment is needed in plant rooms?,P72,
what personal protective equipment is needed in plant rooms,4,what personal protective equipment is needed in plant rooms?,what personal protective equipment is needed in plant rooms?,P62,
what personal protective equipment is needed in plant rooms,4,what personal protective equipment is needed in plant rooms?,what personal protective equipment is needed in plant rooms?,P59,
how are contractors kept safe on site,4,how are contractors kept safe on site?,how are contractors kept safe on site?,P72,
how are contractors kept safe on site,4,how are contractors kept safe on site?,how are contractors kept safe on site?,P03,
how are contractors kept safe on site,4,how are contractors kept safe on site?,how are contractors kept safe on site?,P59,
how do we benchmark our safety performance against last year,4,how do we benchmark our safety performance against last year?,how do we benchmark our safety performance against last year?,P72,
how do we benchmark our safety performance against last year,4,how do we benchmark our safety performance against last year?,how do we benchmark our safety performance against last year?,P63,
how do we benchmark our safety performance against last year,4,how do we benchmark our safety performance against last year?,how do we benchmark our safety performance against last year?,P59,
are there any slip or trip hazards being monitored,4,are there any slip or trip hazards being monitored?,are there any slip or trip hazards being monitored?,P63,
are there any slip or trip hazards being monitored,4,are there any slip or trip hazards being monitored?,are there any slip or trip hazards being monitored,P65,
are there any slip or trip hazards being monitored,4,are there any slip or trip hazards being monitored?,are there any slip or trip hazards being monitored?,P59,
what happens to the lifts during a fire,4,what happens to the lifts during a fire?,what happens to the lifts during a fire?,P63,
what happens to the lifts during a fire,4,what happens to the lifts during a fire?,what happens to the lifts during a fire?,P62,
what happens to the lifts during a fire,4,what happens to the lifts during a fire?,what happens to the lifts during a fire?,P59,
does the occupancy count exceed the safe capacity for this space,4,does the occupancy count exceed the safe capacity for this space?,does the occupancy count exceed the safe capacity for this space?,P63,
does the occupancy count exceed the safe capacity for this space,4,does the occupancy count exceed the safe capacity for this space?,does the occupancy count exceed the safe capacity for this space?,P03,
does the occupancy count exceed the safe capacity for this space,4,does the occupancy count exceed the safe capacity for this space?,does the occupancy count exceed the safe capacity for this space?,P62,
what is the real-time occupancy versus the evacuation capacity,4,what is the real-time occupancy versus the evacuation capacity?,what is the real-time occupancy versus the evacuation capacity?,P63,
what is the real-time occupancy versus the evacuation capacity,4,what is the real-time occupancy versus the evacuation capacity?,what is the real-time occupancy versus the evacuation capacity,P65,
what is the real-time occupancy versus the evacuation capacity,4,what is the real-time occupancy versus the evacuation capacity?,what is the real-time occupancy versus the evacuation capacity,P03,
how many occupants do the people-counting sensors show on this floor,4,how many occupants do the people-counting sensors show on this floor?,how many occupants do the people-counting sensors show on this floor?,P63,
how many occupants do the people-counting sensors show on this floor,4,how many occupants do the people-counting sensors show on this floor?,how many occupants do the people-counting sensors show on this floor,P94,
how many occupants do the people-counting sensors show on this floor,4,how many occupants do the people-counting sensors show on this floor?,how many occupants do the people-counting sensors show on this floor?,P62,
is the co2 trend rising fast enough to signal poor ventilation,4,is the CO2 trend rising fast enough to signal poor ventilation?,is the CO2 trend rising fast enough to signal poor ventilation?,P63,
is the co2 trend rising fast enough to signal poor ventilation,4,is the CO2 trend rising fast enough to signal poor ventilation?,is the CO2 trend rising fast enough to signal poor ventilation,P65,
is the co2 trend rising fast enough to signal poor ventilation,4,is the CO2 trend rising fast enough to signal poor ventilation?,is the co2 trend rising fast enough to signal poor ventilation?,P59,
"during a fire alarm, how do we assist wheelchair users to evacuate",4,"during a fire alarm, how do we assist wheelchair users to evacuate","during a fire alarm, how do we assist wheelchair users to evacuate",P63,
"during a fire alarm, how do we assist wheelchair users to evacuate",4,"during a fire alarm, how do we assist wheelchair users to evacuate","during a fire alarm, how do we assist wheelchair users to evacuate?",P65,
"during a fire alarm, how do we assist wheelchair users to evacuate",4,"during a fire alarm, how do we assist wheelchair users to evacuate","during a fire alarm, how do we assist wheelchair users to evacuate?",P62,
"during an evacuation, how do we confirm the building is fully clear",4,"during an evacuation, how do we confirm the building is fully clear?","during an evacuation, how do we confirm the building is fully clear?",P63,
"during an evacuation, how do we confirm the building is fully clear",4,"during an evacuation, how do we confirm the building is fully clear?","during an evacuation, how do we confirm the building is fully clear?",P65,
"during an evacuation, how do we confirm the building is fully clear",4,"during an evacuation, how do we confirm the building is fully clear?","during an evacuation, how do we confirm the building is fully clear?",P59,
can the building flag any life-safety system that is overdue a test,4,can the building flag any life-safety system that is overdue a test?,can the building flag any life-safety system that is overdue a test?,P63,
can the building flag any life-safety system that is overdue a test,4,can the building flag any life-safety system that is overdue a test?,can the building flag any life-safety system that is overdue a test?,P94,
can the building flag any life-safety system that is overdue a test,4,can the building flag any life-safety system that is overdue a test?,can the building flag any life-safety system that is overdue a test?,P65,
"how can we reduce slip, trip and fall incidents across the building",4,"how can we reduce slip, trip and fall incidents across the building?","how can we reduce slip, trip and fall incidents across the building?",P63,
"how can we reduce slip, trip and fall incidents across the building",4,"how can we reduce slip, trip and fall incidents across the building?","how can we reduce slip, trip and fall incidents across the building?",P03,
"how can we reduce slip, trip and fall incidents across the building",4,"how can we reduce slip, trip and fall incidents across the building?","how can we reduce slip, trip and fall incidents across the building",P62,
are all the fire escape routes kept clear,4,are all the fire escape routes kept clear,are all the fire escape routes kept clear?,P94,
are all the fire escape routes kept clear,4,are all the fire escape routes kept clear,are all the fire escape routes kept clear?,P03,
are all the fire escape routes kept clear,4,are all the fire escape routes kept clear,are all the fire escape routes kept clear,P59,
how often are the fire extinguishers checked,4,how often are the fire extinguishers checked?,how often are the fire extinguishers checked?,P94,
how often are the fire extinguishers checked,4,how often are the fire extinguishers checked?,how often are the fire extinguishers checked?,P65,
how often are the fire extinguishers checked,4,how often are the fire extinguishers checked?,how often are the fire extinguishers checked?,P62,
what is the procedure for a gas leak,4,what is the procedure for a gas leak,what is the procedure for a gas leak,P94,
what is the procedure for a gas leak,4,what is the procedure for a gas leak,what is the procedure for a gas leak?,P03,
what is the procedure for a gas leak,4,what is the procedure for a gas leak,what is the procedure for a gas leak?,P59,
are the fire alarm call points all showing healthy in the panel,4,are the fire alarm call points all showing healthy in the panel,are the fire alarm call points all showing healthy in the panel?,P94,
are the fire alarm call points all showing healthy in the panel,4,are the fire alarm call points all showing healthy in the panel,are the fire alarm call points all showing healthy in the panel?,P65,
are the fire alarm call points all showing healthy in the panel,4,are the fire alarm call points all showing healthy in the panel,are the fire alarm call points all showing healthy in the panel,P59,
do the entry and exit logs reconcile for a roll call right now,4,do the entry and exit logs reconcile for a roll call right now?,do the entry and exit logs reconcile for a roll call right now,P94,
do the entry and exit logs reconcile for a roll call right now,4,do the entry and exit logs reconcile for a roll call right now?,do the entry and exit logs reconcile for a roll call right now?,P65,
do the entry and exit logs reconcile for a roll call right now,4,do the entry and exit logs reconcile for a roll call right now?,do the entry and exit logs reconcile for a roll call right now,P62,
"if a fire starts on floor 3, what is the safest evacuation route",4,"if a fire starts on floor 3, what is the safest evacuation route","if a fire starts on floor 3, what is the safest evacuation route?",P94,
"if a fire starts on floor 3, what is the safest evacuation route",4,"if a fire starts on floor 3, what is the safest evacuation route","if a fire starts on floor 3, what is the safest evacuation route?",P62,
"if a fire starts on floor 3, what is the safest evacuation route",4,"if a fire starts on floor 3, what is the safest evacuation route","if a fire starts on floor 3, what is the safest evacuation route?",P59,
"if the main exit is blocked by smoke, what is the alternative route",4,"if the main exit is blocked by smoke, what is the alternative route","if the main exit is blocked by smoke, what is the alternative route",P94,
"if the main exit is blocked by smoke, what is the alternative route",4,"if the main exit is blocked by smoke, what is the alternative route","if the main exit is blocked by smoke, what is the alternative route",P65,
"if the main exit is blocked by smoke, what is the alternative route",4,"if the main exit is blocked by smoke, what is the alternative route","if the main exit is blocked by smoke, what is the alternative route?",P03,
"during an event with extra crowds, how do we manage safe capacity",4,"during an event with extra crowds, how do we manage safe capacity?","during an event with extra crowds, how do we manage safe capacity?",P94,
"during an event with extra crowds, how do we manage safe capacity",4,"during an event with extra crowds, how do we manage safe capacity?","during an event with extra crowds, how do we manage safe capacity?",P62,
"during an event with extra crowds, how do we manage safe capacity",4,"during an event with extra crowds, how do we manage safe capacity?","during an event with extra crowds, how do we manage safe capacity?",P59,
"if air quality drops on a high-pollution day, should we limit ventilation intake",4,"if air quality drops on a high-pollution day, should we limit ventilation intake?","if air quality drops on a high-pollution day, should we limit ventilation intake?",P94,
"if air quality drops on a high-pollution day, should we limit ventilation intake",4,"if air quality drops on a high-pollution day, should we limit ventilation intake?","if air quality drops on a high-pollution day, should we limit ventilation intake",P62,
"if air quality drops on a high-pollution day, should we limit ventilation intake",4,"if air quality drops on a high-pollution day, should we limit ventilation intake?","if air quality drops on a high-pollution day, should we limit ventilation intake?",P59,
can the building report on ppe and safe-access compliance in plant rooms,4,can the building report on PPE and safe-access compliance in plant rooms?,can the building report on PPE and safe-access compliance in plant rooms?,P94,
can the building report on ppe and safe-access compliance in plant rooms,4,can the building report on PPE and safe-access compliance in plant rooms?,can the building report on ppe and safe-access compliance in plant rooms,P62,
can the building report on ppe and safe-access compliance in plant rooms,4,can the building report on PPE and safe-access compliance in plant rooms?,can the building report on PPE and safe-access compliance in plant rooms?,P59,
are the sprinkler system pressure sensors within normal range,4,are the sprinkler system pressure sensors within normal range?,are the sprinkler system pressure sensors within normal range?,P65,
are the sprinkler system pressure sensors within normal range,4,are the sprinkler system pressure sensors within normal range?,are the sprinkler system pressure sensors within normal range?,P03,
are the sprinkler system pressure sensors within normal range,4,are the sprinkler system pressure sensors within normal range?,are the sprinkler system pressure sensors within normal range?,P62,
what is the current pm2.5 reading and does it exceed safe limits,4,what is the current pm2.5 reading and does it exceed safe limits?,what is the current pm2.5 reading and does it exceed safe limits?,P65,
what is the current pm2.5 reading and does it exceed safe limits,4,what is the current pm2.5 reading and does it exceed safe limits?,what is the current pm2.5 reading and does it exceed safe limits?,P03,
what is the current pm2.5 reading and does it exceed safe limits,4,what is the current pm2.5 reading and does it exceed safe limits?,what is the current PM2.5 reading and does it exceed safe limits?,P59,
how do we close the loop on every reported hazard within target time,4,how do we close the loop on every reported hazard within target time?,how do we close the loop on every reported hazard within target time,P65,
how do we close the loop on every reported hazard within target time,4,how do we close the loop on every reported hazard within target time?,how do we close the loop on every reported hazard within target time,P03,
how do we close the loop on every reported hazard within target time,4,how do we close the loop on every reported hazard within target time?,how do we close the loop on every reported hazard within target time?,P62,
can the system recommend where to add signage or safety equipment,4,can the system recommend where to add signage or safety equipment?,can the system recommend where to add signage or safety equipment?,P65,
can the system recommend where to add signage or safety equipment,4,can the system recommend where to add signage or safety equipment?,can the system recommend where to add signage or safety equipment?,P03,
can the system recommend where to add signage or safety equipment,4,can the system recommend where to add signage or safety equipment?,can the system recommend where to add signage or safety equipment?,P62,
when was the last fire drill held,4,when was the last fire drill held?,when was the last fire drill held?,P03,
when was the last fire drill held,4,when was the last fire drill held?,when was the last fire drill held?,P62,
when was the last fire drill held,4,when was the last fire drill held?,when was the last fire drill held,P59,
how do i know if a room is overcrowded,4,how do I know if a room is overcrowded?,how do i know if a room is overcrowded?,P03,
how do i know if a room is overcrowded,4,how do I know if a room is overcrowded?,how do I know if a room is overcrowded,P62,
how do i know if a room is overcrowded,4,how do I know if a room is overcrowded?,how do I know if a room is overcrowded?,P59,
coffee ready,3,coffee ready?,coffee ready?,P67,
coffee ready,3,coffee ready?,coffee ready?,P51,
water usage,3,water usage?,water usage?,P48,
water usage,3,water usage?,water usage?,P56,
room occupied,3,room occupied?,room occupied?,P56,
room occupied,3,room occupied?,Room occupied?,P49,
humidity level,3,humidity level?,humidity level?,P56,
humidity level,3,humidity level?,Humidity level?,P49,
co2 levels,3,CO2 levels?,CO2 levels?,P51,
co2 levels,3,CO2 levels?,CO2 levels?,P49,
people count,3,people count?,People count?,P49,
people count,3,people count?,People count?,P49,
what is the current temperature,3,What is the current temperature?,What is the current temperature ?,P84,
what is the current temperature,3,What is the current temperature?,What is the current temperature?,P42,
good,3,good,good,P80,
good,3,good,GOOD,P73,
air quality good,3,air quality good?,air quality good,P80,
air quality good,3,air quality good?,air quality good,P27,
what is the humidity level,3,What is the humidity level?,What is the humidity level?,P81,
what is the humidity level,3,What is the humidity level?,What is the humidity level?,P52,
where is the nearest restroom,3,Where is the nearest restroom?,Where is the nearest restroom?,P81,
where is the nearest restroom,3,Where is the nearest restroom?,Where is the nearest restroom?,P52,
hello,3,HELLO,Hello,P28,
hello,3,HELLO,Hello?,P19,
do you have a name,3,Do you have a name?,Do you have a name?,P53,
do you have a name,3,Do you have a name?,Do you have a name?,P18,
what is the temperature,3,what is the temperature,What is the temperature?,P46,
what is the temperature,3,what is the temperature,What is the temperature?,P25,
what is the current power usage,3,What is the current power usage?,What is the current power usage?,P44,
what is the current power usage,3,What is the current power usage?,what is the current power usage?,P32,
when were you built,3,When were you built?,When were you built?,P20,
when were you built,3,When were you built?,When were you built?,P09,
"during low occupancy, can the lifts run in an eco mode",3,"during low occupancy, can the lifts run in an eco mode?","during low occupancy, can the lifts run in an eco mode?",P71,
"during low occupancy, can the lifts run in an eco mode",3,"during low occupancy, can the lifts run in an eco mode?","during low occupancy, can the lifts run in an eco mode?",P64,
"in this server room, is cooling energy matched to the actual it load",3,"in this server room, is cooling energy matched to the actual it load?","in this server room, is cooling energy matched to the actual IT load?",P71,
