qid,personas,stage,question,level,level_name,latent_level,latent_level_name,gap_score,n_new,difficulty,answer_basis,answerability,why,latent_why,architecture,pipeline_stages,data_sources,new_items_str
qacfef21a0c41,Occupants/Tenants/Employees,3,How do you prepare the room before a meeting starts?,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,5,22,hybrid,requires_extension,"Requires synthesising booking, comfort targets and room systems; room/time are unclear, so uncertainty is high.","Meeting prep needs calendar, forecasts, room telemetry and multi-system actuation; several integrations are absent.",LangGraph orchestrator/planner; ontology/knowledge graph; capability KB; floor-plan/spatial reasoning; time-series store; analytics sandbox; forecasting; control intent; [NEW] room-booking/calendar API (external API); [NEW] occupancy/attendee-count feed (new data source); [NEW] BMS actuator/write-back API; [NEW] lighting/AV control integrations (new data source/API + add to ontology),dialogue -> resolve room/meeting -> [NEW] calendar lookup -> ontology/spatial query -> retrieve/forecast temperature/CO2/humidity -> plan preconditioning/ventilation/amenities -> [NEW] HVAC/lighting/AV control loop -> verify telemetry -> response,building ontology; floor plans; capability KB; floor 5 temperature/CO2/humidity streams; [NEW] calendar/room-booking data; [NEW] attendee/occupancy data; [NEW] BMS/lighting/AV actuator endpoints; [NEW] floor 0-4 live streams if room is there,BMS actuation / write-back; Calendar / room-booking API; Lighting sensing/control; Live streams floors 0-4; Occupancy sensing
qffa0cddd02a7,IT/Data Scientists,4,lightings  chares should be meanable,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,5,22,building-data,requires_extension,"Ambiguous cost/control requirement; needs synthesised lighting KPI/action plan, not a single fact.","Lighting cost management needs tariffs, energy, occupancy/daylight and control loop; all key lighting feeds missing.",LangGraph; ontology/knowledge graph; analytics sandbox; forecasting; visualisation; [NEW] lighting circuit/fixture model (add to ontology+KB); [NEW] lighting energy meters (new data source); [NEW] tariff API (external API); [NEW] occupancy/daylight sensors (new data source); [NEW] BMS lighting control write-back (new data source/control API),dialogue -> clarification -> intent routing -> [NEW] lighting asset ingestion -> ontology query -> [NEW] energy/tariff/occupancy/daylight retrieval -> analytics/forecast/optimisation -> control loop -> visualisation -> response,building ontology; [NEW] lighting asset inventory; [NEW] lighting energy meter time-series; [NEW] tariff API; [NEW] occupancy/daylight sensor feeds; [NEW] lighting control API,BMS actuation / write-back; Energy metering; Lighting sensing/control; Occupancy sensing; Tariff / cost data
qae930f0895e6,IT/Data Scientists,4,how can mange the electricity level,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,5,22,hybrid,requires_extension,"Open how-to for building electricity management; synthesises controls, constraints and advice, with ambiguous 'level'.","Needs energy/occupancy/weather/tariff fusion, forecasting, optimisation and load-control loop; core feeds absent.",LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; visualisation; control intent; [NEW] energy submetering feed (new sensor feed); [NEW] occupancy feed (new data source); [NEW] weather API (external API); [NEW] tariff API (external API); [NEW] load-control/BMS write-back API (new data source/API),dialogue -> intent classification/planner -> ontology query -> [NEW] energy/occupancy/weather/tariff retrieval -> analytics/forecast -> optimisation/recommendation -> control-loop approval/actuation -> visualisation -> response,building ontology; general energy-management knowledge; [NEW] energy meter time-series; [NEW] occupancy time-series; [NEW] weather feed; [NEW] tariff feed; [NEW] load-control API,BMS actuation / write-back; Energy metering; Occupancy sensing; Tariff / cost data; Weather feed
q7deb9aafa5e0,Guests/Visitors,3,"If you notice say tons of people are leaving for lunch, could it be used to create slightly staggered schedules so the flow is more natural and less hectic?",5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,5,22,building-data,requires_extension,Optimises social schedules from crowd flow; synthesized plan with high uncertainty and ambiguous constraints.,"Needs people-flow sensing, forecasting, schedule optimisation, approval constraints and actuation/notifications.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; recommendation/reporting/visualisation; control loop; [NEW] people-flow/occupancy sensing feed (new data source; add to ontology); [NEW] calendar/scheduling API (external data source); [NEW] schedule-optimisation model (new method); [NEW] notification/signage/calendar write-back integration (new data source/control interface; add to KB),dialogue -> planning intent -> ontology query -> [NEW] people-flow ingestion -> trend/forecast analytics -> [NEW] schedule optimisation -> approval/policy check -> [NEW] calendar/notification actuation -> monitor KPIs -> response,building ontology; [NEW] occupancy/people-flow time-series; [NEW] calendar/scheduling API; [NEW] policy/consent rules in capability KB; [NEW] notification/signage/write-back status,BMS actuation / write-back; Calendar / room-booking API; Occupancy sensing; Other / niche; Policy / document KB
q20f2f1e10f2e,Occupants/Tenants/Employees,4,How do you improve air quality?,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,5,22,hybrid,requires_extension,"IAQ improvement spans ventilation, filtration, pollutants and source control; answer is broad.","Active IAQ improvement needs sensor fusion, outdoor context, analytics and ventilation/control loop.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; control loop; current floor-5 CO2/humidity/temperature sensors; [NEW] PM2.5/PM10/VOC/NO2 IAQ sensor feed (new data source + add to ontology); [NEW] live IAQ streams for floors 0-4 (new sensor feed); [NEW] HVAC/ventilation/filter control and BMS write-back (new data source + add actuator points); [NEW] outdoor air-quality/weather API (external API),"dialogue -> IAQ intent -> locate zone -> ontology query -> retrieve CO2/RH/temp -> [NEW] pollutant/outdoor/HVAC data -> analytics(threshold, anomaly) -> ventilation/filtration optimisation -> [NEW] control dispatch -> monitor -> response",building ontology; floor-5 CO2/humidity/temperature time-series; general IAQ guidance; [NEW] IAQ pollutant sensors; [NEW] floors0-4 live IAQ streams; [NEW] HVAC/ventilation actuator/status feed; [NEW] outdoor AQ/weather API,BMS actuation / write-back; Extended IAQ (PM/VOC/NO2 etc.); Live streams floors 0-4; Other / niche; Weather feed
q5ef20b5fae43,Occupants/Tenants/Employees; Student/Researchers/Academics,4,Can you reduce noise and distractions?,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,5,22,hybrid,requires_extension,Broad action goal; answer must synthesize interventions and success metrics under ambiguous noise sources.,Needs new noise/occupancy feeds plus planning and control actions with feedback.,LLM for acoustic comfort guidance; LangGraph orchestrator; ontology/knowledge graph; capability KB; floor-plan/spatial reasoning; analytics sandbox; report intake; control intent; [NEW] noise sensor feed (new data source); [NEW] occupancy/location feed (new data source); [NEW] quiet-zone/noise-source metadata added to ontology+KB; [NEW] acoustic/HVAC/room-booking/notification control APIs (new external APIs),dialogue -> intent classification -> clarify zone/preferences -> ontology/spatial lookup -> [NEW] noise/occupancy retrieval -> analytics for peaks/sources -> plan interventions -> [NEW] control/API action or report intake -> monitor feedback -> response,general LLM acoustic comfort knowledge; building ontology; floor plans; capability KB; report intake; [NEW] noise dB time-series; [NEW] occupancy/location time-series; [NEW] quiet-zone metadata; [NEW] room-booking/notification/acoustic/HVAC actuator APIs,Calendar / room-booking API; Noise / acoustic sensing; Occupancy sensing; Ontology metadata enrichment; Other / niche
q7c94e5c13209,Occupants/Tenants/Employees; Student/Researchers/Academics,4,Can you improve comfort and productivity for occupants?,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,5,22,hybrid,requires_extension,Comfort/productivity is a broad optimisation goal; answer synthesises multiple factors with uncertain outcomes.,"Requires multi-domain sensing, occupant feedback, optimisation and closed-loop controls.",LLM for comfort/productivity norms; LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; report intake; visualisation; control intent; [NEW] live streams for floors 0-4 (new data source); [NEW] occupancy sensor/API (new data source); [NEW] light/noise feeds (new data sources); [NEW] comfort/productivity survey pipeline (new data source + inputs/ file); [NEW] BMS/lighting/HVAC control endpoint APIs (new external APIs),dialogue -> intent classification -> clarify goals/preferences -> ontology query -> telemetry/survey retrieval -> analytics/forecast/optimisation -> plan interventions -> [NEW] control actuation -> monitor KPIs -> response,general LLM comfort/productivity knowledge; building ontology; floor-5 temperature/CO2/humidity time-series; report intake; [NEW] floor-0-4 live temperature/CO2/humidity streams; [NEW] occupancy time-series/API; [NEW] light/noise time-series; [NEW] occupant comfort/productivity surveys; [NEW] actuat,BMS actuation / write-back; Live streams floors 0-4; Noise / acoustic sensing; Occupancy sensing; Occupant surveys / feedback
qa718f8b1f005,Student/Researchers/Academics,4,How do you ensure healthy indoor environment?,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,5,22,hybrid,requires_extension,"Broad healthy-indoor question needs synthesis of IAQ, comfort, safety and operations; criteria are ambiguous.","Requires cross-domain health monitoring, anomaly detection, reporting and remediation/control; many modalities are absent.",ontology/knowledge graph; time-series store; analytics sandbox; anomaly detection; report intake; capability KB; LangGraph; visualisation/reporting; [NEW] PM2.5/VOC/light/noise sensor feeds (new data source + add to ontology); [NEW] live streams for floors 0-4 (new sensor feed); [NEW] maintenance/cleaning/filtration logs (new data source + add to KB); [NEW] BMS/HVAC write-back actuator integration (new control source),dialogue -> intent classification -> health criteria selection -> ontology query -> time-series retrieval -> [NEW] extra sensor/log retrieval -> anomaly/compliance scoring -> remediation/control plan -> visual report -> response,building ontology; capability KB; report-intake records; live floor 5 temperature/CO2/humidity streams; [NEW] floors 0-4 temperature/CO2/humidity streams (new sensor feed); [NEW] PM2.5/VOC/light/noise streams (new sensor feeds); [NEW] maintenance/cleaning/filtration logs (new data source + add to KB,BMS actuation / write-back; Live streams floors 0-4; Maintenance / CMMS records; Noise / acoustic sensing; Other / niche
q1025f7c1590c,Student/Researchers/Academics,4,How do you reduce carbon emissions?,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,5,22,hybrid,requires_extension,"Carbon reduction needs synthesis of energy, HVAC, occupancy, weather, carbon factors and interventions.","Requires emissions accounting, what-if optimisation and control/recommendation loops; core carbon data feeds are missing.",ontology/knowledge graph; time-series store; analytics sandbox; forecasting; LangGraph planner; recommendation/report generation; visualisation; [NEW] energy submetering feed (new data source + add to ontology); [NEW] grid carbon-intensity API (external API); [NEW] weather API (external API); [NEW] occupancy/space-use feed (new sensor data source); [NEW] BMS/HVAC/lighting actuator integration (new control source + add to ontology),dialogue -> intent classification -> ontology query -> [NEW] energy/occupancy/weather/carbon retrieval -> baseline and emissions calculation -> forecast/what-if optimisation -> recommendations/control actions -> report/visualisation -> response,building ontology; live floor 5 comfort streams for context; [NEW] energy meter time-series (new data source); [NEW] carbon-intensity/emissions-factor feed (external API); [NEW] weather feed (external API); [NEW] occupancy/space-use streams (new sensor feed); [NEW] BMS/HVAC/lighting actuator interfa,BMS actuation / write-back; Carbon / ESG data; Energy metering; Occupancy sensing; Weather feed
qc5578b43dab6,Student/Researchers/Academics,1,Can you optimize energy usage?,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,5,22,building-data,requires_extension,"Optimization requires balancing energy, comfort, occupancy and controls under an ambiguous objective.","Requires cross-domain optimization, forecasting and closed-loop actuation; energy, occupancy and control write-back are missing.","LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; visualisation; control intent; [NEW] energy metering feed (new data source, add to ontology); [NEW] occupancy sensing feed (new data source, add to ontology); [NEW] weather API (external API); [NEW] tariff/carbon API (external API); [NEW] BMS write-back/control API (new data source/API, add control points to ontology)",dialogue -> intent classification -> objective clarification -> ontology query -> [NEW] energy/occupancy/weather/tariff retrieval -> forecasting/optimization -> control-plan validation -> [NEW] BMS actuation -> monitoring -> response,building ontology; floor 5 temperature/CO2/humidity streams; [NEW] energy meter time-series; [NEW] occupancy time-series; [NEW] weather feed; [NEW] tariff/carbon feed; [NEW] BMS control endpoint/status logs,BMS actuation / write-back; Energy metering; Occupancy sensing; Tariff / cost data; Weather feed
q80e2cfde6952,Guests/Visitors,4,I would want the system to understand which people have allergy issues and when they are present. It would then increase filtration to try to help them breathe better,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,5,22,hybrid,requires_extension,"Autonomous health-aware control combines allergy profiles, presence, sensing and filtration action; policy is ambiguous.","Needs health profiles, presence, allergen sensing and HVAC filtration planning with active control and monitoring.",ontology/knowledge graph; capability KB HVAC zoning; time-series store; analytics/rule engine; LangGraph planner/control intent; RBAC/consent; alerting; [NEW] allergy/medical profile store (new data source + add to ontology); [NEW] presence/location feed (new sensor/API); [NEW] PM/pollen/allergen sensors plus external pollen API (new feed/API); [NEW] filtration-control point metadata (add to ontology + capability KB); [NEW] allergy-to-filtration policy file (inputs/ YAML),dialogue -> consent/profile lookup -> presence detection -> zone mapping -> allergen/AQ retrieval -> health-risk/rule scoring -> plan filtration change -> control loop(write filtration/fan/ACH setpoint) -> monitor AQ/comfort -> log/alert -> response,building ontology; HVAC zoning capability KB; floor-5 temp/CO2/humidity streams; general health/allergy guidance; [NEW] allergy profile/consent store; [NEW] presence/location feed; [NEW] PM/pollen/allergen time-series and external pollen API; [NEW] filtration control metadata/policy; [NEW] live temp,BMS actuation / write-back; Live streams floors 0-4; Occupancy sensing; Other / niche; Policy / document KB
qe300d2fc8658,Guests/Visitors,3,How can the building optimize safety for the humans repairing the equipment on the roof?,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,5,22,hybrid,requires_extension,"Open safety-optimisation request needs synthesis of hazards, procedures, people and controls.","Requires cross-domain roof safety planning, live worker/weather/security feeds and control/alert actions.","LLM; LangGraph planner; ontology/knowledge graph; capability KB; floor-plan/spatial reasoning; analytics sandbox; alerting; report generation; control loop; [NEW] roof plan/safety zones file (inputs); [NEW] roof equipment, permit-to-work and LOTO data (add to ontology+KB); [NEW] weather API (new data source); [NEW] worker location/occupancy wearable feed (new data source); [NEW] access-control API (new data source); [NEW] physical control/write-back integration (new API)",dialogue -> planner -> ontology/floor-plan query -> [NEW] weather/worker/access/permit retrieval -> risk analytics -> LLM safety synthesis -> control/alerts -> report -> response,general LLM safety knowledge; building ontology; capability KB; floor plans; [NEW] roof plan/safety zones file in inputs/; [NEW] weather feed; [NEW] worker location/occupancy feed; [NEW] access-control and permit logs; [NEW] equipment/LOTO records,Access / security systems; BMS actuation / write-back; Occupancy sensing; Other / niche; Weather feed
q9f8a640e9a93,Sustainability and Energy Management Teams; Guests/Visitors,3,Can you help optimize air quality in the open office?,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,5,22,hybrid,requires_extension,"Optimisation requires synthesising IAQ targets, occupancy, HVAC actions and open-office constraints.","Closed-loop IAQ optimisation needs multi-source sensing, forecasting, occupancy context and HVAC write-back.",LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; anomaly detection; control intent; visualisation; [NEW] PM2.5/TVOC/NO2 IAQ sensors (new data source + add to ontology); [NEW] occupancy sensing/schedule API (new data source); [NEW] live streams for open-office zones on floors 0-4 (new sensor feed); [NEW] physical HVAC write-back API (new data source/API); [NEW] outdoor air-quality/weather API (external API),dialogue -> locate open office -> ontology query -> retrieve live CO2/RH/temperature -> [NEW] IAQ/occupancy/outdoor retrieval -> optimisation/forecasting -> [NEW] HVAC control command -> monitor -> response,building ontology/open-office metadata; floor plans; live floor-5 CO2/RH/temperature if applicable; general IAQ thresholds; [NEW] floor0-4 open-office CO2/RH/temperature streams; [NEW] PM2.5/TVOC/NO2 time-series; [NEW] occupancy/schedule feed; [NEW] outdoor AQ/weather feed; [NEW] HVAC actuator/statu,BMS actuation / write-back; Extended IAQ (PM/VOC/NO2 etc.); Live streams floors 0-4; Occupancy sensing; Weather feed
qe4ad60307c0b,Guests/Visitors,4,"Can you create small cozy spots, just for taking a break?",5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,5,22,building-data,requires_extension,"Creative space-planning action; location, success criteria and resources are ambiguous.","Needs spatial planning, comfort checks, new occupancy/ambience data, actuation and work-order loop.",LangGraph planner/control; ontology/knowledge graph; floor-plan spatial reasoning; time-series store; analytics sandbox; capability KB; [NEW] physical BMS/lighting write-back API (external API); [NEW] occupancy/footfall sensing feed (new data source + add to ontology); [NEW] live sensor streams for floors 0-4 (new data source); [NEW] furniture/amenity inventory (inputs/ file + add to ontology); [NEW] facilities work-order API (external API),dialogue -> intent classification -> clarify target area -> ontology query -> floor-plan spatial search -> time-series retrieval -> [NEW] occupancy and full-floor live feed retrieval -> comfort/traffic scoring -> scene/work-order planning -> [NEW] BMS/lighting actuation + work-order dispatch -> moni,building ontology; floor plans; capability KB; floor 5 temperature/CO2/humidity streams; [NEW] floors 0-4 temperature/CO2/humidity streams; [NEW] occupancy/footfall time-series; [NEW] furniture/amenity inventory; [NEW] BMS/lighting actuator API; [NEW] facilities work-order API,BMS actuation / write-back; Live streams floors 0-4; Maintenance / CMMS records; Occupancy sensing; Other / niche
qaa670dcd4e2e,Guests/Visitors,3,How does the system manage flow if everyone leaves and arrives at the same time?,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,5,22,building-data,requires_extension,"Peak-flow management spans entrances, lifts, stairs, schedules and controls; high uncertainty.","Needs crowd sensing, schedules, access/lift feeds, simulation, planning and an active control loop.",LangGraph orchestrator; ontology/knowledge graph; floor-plan/spatial reasoning; analytics sandbox; forecasting; alert/control; visualisation; [NEW] occupancy/people-count sensors (new data source); [NEW] access-control/door-count feed (new data source); [NEW] lift telemetry feed (new data source); [NEW] calendar/timetable API (new data source); [NEW] crowd-flow simulation/control model (NEW method),dialogue -> intent classification -> ontology/floor-plan route graph -> [NEW] occupancy/access/lift/calendar retrieval -> forecasting/simulation -> control plan -> alerts/actuation -> response,building ontology; floor plans; capability KB lift/fire facts; [NEW] occupancy/people-count time-series; [NEW] access-control/door-count feed; [NEW] lift telemetry; [NEW] calendar/timetable API,Access / security systems; Calendar / room-booking API; Equipment condition monitoring; Occupancy sensing; Other / niche
