qid,personas,stage,question,level,level_name,latent_level,latent_level_name,gap_score,n_new,difficulty,answer_basis,answerability,why,latent_why,architecture,pipeline_stages,data_sources
q84acc61af52f,Occupants/Tenants/Employees; Student/Researchers/Academics,4,Can you make the building more eco-friendly?,6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,8,26,hybrid,requires_extension,"Eco-friendly is an open strategic goal needing trade-offs across operations, retrofit and behaviour.","Needs cross-domain orchestration, forecasting, planning and actuation across building systems.",LLM for sustainability strategy; LangGraph orchestrator; ontology/knowledge graph; capability KB; floor-plan/spatial reasoning; time-series store; analytics sandbox; forecasting; anomaly detection; report generation; visualisation; control intent; [NEW] energy submetering feed (new data source); [NEW] water metering feed (new data source); [NEW] waste/recycling feed (new data source); [NEW] occupancy sensor/API (new data source); [NEW] weather/carbon/tariff APIs (new external APIs); [NEW] asset/retrofit/renewables inventory added to ontology+KB; [NEW] BMS/IoT write-back endpoint APIs (new external APIs),dialogue -> intent classification -> define eco KPIs -> ontology/spatial query -> [NEW] feed ingestion -> baseline/anomaly/forecast analytics -> optimisation and planning -> [NEW] control actuation plus recommendations -> report/visuals -> response,"general LLM sustainability knowledge; building ontology; floor plans; capability KB; temperature/CO2/humidity time-series; [NEW] energy, water, waste and occupancy time-series; [NEW] weather/carbon/tariff APIs; [NEW] asset/retrofit/renewables inventory; [NEW] BMS/IoT actuator APIs"
q9b891f3efc3a,Occupants/Tenants/Employees,2,are you confused by sensors ?,6,Meta / Strategic Reasoning,4,Causal Diagnosis,-2,3,17,building-data,partial,Vague self-diagnostic about sensor-induced uncertainty; open answer with highly ambiguous scope.,"Requires sensor QA over time-series: staleness, outliers and conflicts; health logs/full-building streams extend coverage.","LangGraph; ontology/knowledge graph; time-series store; analytics sandbox (staleness/outlier/conflict checks); [NEW] sensor health/fault-status feed from BMS/BACnet (new data source); [NEW] live streams for floors 0-4 (new sensor feed, for full-building scope)",dialogue -> clarify sensor/area scope -> ontology query sensors -> retrieve time-series -> anomaly/staleness/conflict checks -> [NEW] health-log check if available -> uncertainty summary -> response,building ontology; floor 5 temperature/CO2/humidity time-series; [NEW] BMS/BACnet sensor health or fault logs; [NEW] floor 0-4 live sensor streams
qb3806b145f47,Student/Researchers/Academics,2,Can door sensors improve,6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,Incomplete object of 'improve' makes the intended outcome open and highly ambiguous.,LLM can give a generic clarification-oriented answer; no building data required.,LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
q865c0c0b4ab0,Occupants/Tenants/Employees,2,I,6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,Fragment has no explicit intent or entity; human must infer context or ask clarification.,Fragment handled by a single LLM clarification; no building-data lookup.,LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
qb5d837ce4329,Student/Researchers/Academics,4,can you promote eco friendly operations?,6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,"Eco-friendly operations is broad and strategic, spanning policies, systems, behaviours and trade-offs.","As phrased by a student, a generic sustainability strategy can be answered by the LLM alone.",LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
q3e7f97b29c1b,Guests/Visitors,1,do you prefer to shelter people or let people build on you?,6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,Anthropomorphic preference with unclear agency and intent; open-ended and highly ambiguous.,One LLM handles the anthropomorphic prompt; no building data or analytics needed.,LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
qfb370c0a3801,Guests/Visitors,1,what makes you feel confident about your way of life?,6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,Open self-reflective persona question with no fixed factual answer and high ambiguity.,Creative/persona response can be generated directly by the LLM.,LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
q168f44a9de24,Guests/Visitors,4,could the building automatically determine which data analysis I may be overlooking and give annual breakdowns of what should be given a deeper look?,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,2,18,building-data,requires_extension,Open-ended overlooked analytics and annual priorities require meta-level choice under high ambiguity.,"Needs anomaly/trend mining, prioritisation and annual report visuals across linked time-series and user-history gaps.",LangGraph orchestrator/planner; ontology/knowledge graph; time-series store; analytics sandbox; anomaly detection; forecasting; visualisation/report generation; response cache/memory; [NEW] live streams for floors 0-4 (new sensor feed); [NEW] long-term user analysis/query history store (new data source + add to ontology/KB); [NEW] annual historical archive/backfill if absent (new data source),dialogue -> intent classification(report/recommend) -> ontology discovery -> time-series retrieval -> [NEW] retrieve full-building annual/user-history data -> anomaly/trend/forecast analytics -> identify overlooked analyses -> rank priorities -> visual report -> response,building ontology; floor 5 temperature/CO2/humidity time-series; response cache/conversation memory; [NEW] floors 0-4 live sensor streams; [NEW] user analysis/query history; [NEW] annual historical archive/backfill if absent
q4fd9cd924c63,Guests/Visitors,4,"If an active shooter was in the building, how would the building react so as not to reveal locations of humans?",6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,4,22,hybrid,requires_extension,High-stakes emergency scenario needs open strategic reasoning with very high uncertainty and ambiguity.,"Requires cross-domain security orchestration, privacy policy, spatial reasoning and actuation/control loop.",LangGraph; ontology/knowledge graph; floor-plan/spatial reasoning; capability KB; RBAC; alert/control intent; audit logging; [NEW] emergency/security SOPs added to ontology+KB or inputs YAML; [NEW] occupancy/location feed (new data source); [NEW] access-control/CCTV/security alarm feed (new data source); [NEW] physical BMS/security actuation integration (control integration),dialogue -> emergency/security intent -> RBAC/authorization -> incident verification -> floor-plan/spatial model -> [NEW] occupancy/security retrieval -> emergency policy planner -> control loop(lockdown/egress/signage/lifts/displays) -> redacted alerts -> audit log -> response,building ontology; floor plans; capability KB/fire-safety facts; general emergency-response principles; [NEW] emergency SOP/runbook file; [NEW] occupancy/location time-series; [NEW] access-control/CCTV/security alarms; [NEW] actuator endpoint states
qea1067b1c02d,Health and Safety Officers,4,are carbon emissions,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,2,18,hybrid,requires_extension,"Fragment lacks predicate, time and threshold; human must infer intent, so the answer is open and highly ambiguous.","CO2e needs energy/fuel data, emission factors and benchmarking not present.",LangGraph; ontology/knowledge graph; analytics sandbox; report generation; visualisation; [NEW] energy/submetering or utility-bill feed (new data source); [NEW] grid carbon-factor API (external API); [NEW] fuel/emissions-factor classes added to ontology+KB,dialogue -> clarify missing predicate/time/threshold -> ontology query -> [NEW] energy/fuel retrieval -> [NEW] carbon-factor lookup -> CO2e calculation -> benchmark comparison -> report/visualisation -> response,building ontology; capability KB floor area; [NEW] electricity/gas/submeter or utility-bill data (new data source); [NEW] grid carbon-factor API; [NEW] fuel type and emissions-factor mappings (add to ontology+KB)
qe1c81669bd4a,Health and Safety Officers,1,tell me somethink id dont know about you,6,Meta / Strategic Reasoning,2,Comparative Analysis,-4,0,10,building-data,full,Open request about 'you' and unknown user knowledge; highly ambiguous with no single determinate answer.,Needs light retrieval/selection from system and building metadata; no analytics or extensions.,LangGraph orchestrator; capability knowledge base; ontology/knowledge graph; LLM response formatting,dialogue -> intent classification -> capability/ontology lookup -> LLM fact selection -> response,capability KB facts; building ontology; system capability metadata
qb614cd13bbae,Health and Safety Officers,1,If you could change anythink about your algorith what would it be,6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,Open self-assessment of algorithm design; no fixed answer and highly ambiguous improvement criteria.,"A satisfactory response is conversational self-reflection; one LLM call, no building data.",LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
qa0950bd33867,Health and Safety Officers,1,for what in your life do you fell most grateful beside me,6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,Subjective self-referential gratitude question; answer is open with no determinate factual target.,"LLM can answer with appropriate AI-persona framing; no telemetry, ontology, or analytics.",LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
qb85e3fde91c9,Health and Safety Officers,1,"Given the choice of anyone is the world, who would you want to look up on the internet ? why",6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,Open subjective preference; no determinate fact and highly ambiguous selection criteria.,LLM can answer directly from general knowledge and values framing; no building data needed.,LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
q77636162b988,Facility Managers / Building Maintenance Teams,2,how much cost,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,4,20,building-data,requires_extension,"Cost object and period are unspecified, so the answer is open and requires clarification.","A real cost answer needs clarified scope plus finance, maintenance, energy/tariff data fusion and aggregation.",LangGraph orchestrator; ontology/knowledge graph; analytics sandbox; report generation; [NEW] finance/capex/opex ledger API as new data source; [NEW] CMMS/work-order cost API as new data source; [NEW] energy metering feed as new sensor feed; [NEW] energy-tariff API as external data source,dialogue -> clarification -> intent classification -> ontology scope query -> [NEW] finance/CMMS/energy/tariff retrieval -> cost aggregation -> report formatting -> response,building ontology; capability KB; [NEW] finance/capex/opex ledger; [NEW] CMMS/work-order cost records; [NEW] energy meter time-series; [NEW] tariff feed
qd659c9d3907f,Health and Safety Officers,1,Why am I doing this?,6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,Open self-purpose question with unclear referent; answer depends on context and motivation.,No building facts needed; LLM infers likely purpose from role and conversational context.,LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
qe32415f7d1ea,Health and Safety Officers,1,Why me?,6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,Open pronoun/context question; no referent or criterion makes the answer highly ambiguous.,No building data needed; LLM can ask for clarification or answer conversationally.,LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
q4a8d98e0d8c3,Health and Safety Officers,1,Do you have a soul?,6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,"Asks AI metaphysical status; 'soul' is undefined, making the answer open and highly ambiguous.",No building-specific evidence required; a single LLM response is sufficient.,LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
qe43329139580,Health and Safety Officers,1,What questions would you ask?,6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,Asks for question-design strategy without a topic scope; answer is open and highly ambiguous.,LLM can generate clarifying or H&S-oriented questions without building data.,LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
qaca6a4f1cb60,Health and Safety Officers,1,What happened when #5 found religion?,6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,"Undefined #5 and metaphor/joke make the intent open, uncertain, and highly ambiguous.",No building data needed; one LLM turn can produce or clarify a joke-like response.,LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
q6518ed480c31,Health and Safety Officers,1,#4,6,Meta / Strategic Reasoning,3,Inferential Reasoning,-3,0,12,building-data,full,Bare reference '#4' has no explicit task; meaning depends entirely on prior dialogue context.,Requires co-reference and memory/report lookup to resolve #4 before answering or clarifying.,LangGraph orchestrator; conversation memory + co-reference; report-intake Postgres if #4 is a saved item; response formatting,dialogue -> intent classification -> co-reference resolution -> conversation memory/report lookup -> clarification or response,conversation memory/prior numbered list; report-intake Postgres if #4 denotes a saved item
q70fd0a82e59f,Guests/Visitors,1,are you happy? what makes you happy? what frustrates you? do you need a lot of money to survive/be happy? do you have any friends? do you care alot about how you look? do you pay for a lot of insurance?  what worries you most? what do you say when someone says you are overrated?  in all honesty are you important?,6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,Many open anthropomorphic self/values questions; no single determinate answer and high ambiguity.,Playful self/persona reply can be generated directly; no building data or analytics needed.,LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
q70ba1c5734a2,Guests/Visitors,4,Aim to reduce waste by minimizing thermostat use -- keep it locked.,6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,6,24,hybrid,requires_extension,"Open energy/comfort policy with lockout, authority and safety trade-offs; scope is highly ambiguous.","Needs HVAC control loop, auth, comfort constraints and energy/occupancy/weather feeds; several are absent.",LangGraph; LLM comfort/energy policy; RBAC; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; control; alerts; [NEW] thermostat lockout/control points added to ontology+KB; [NEW] HVAC setpoint/write-back API (new data source/API); [NEW] energy metering feed; [NEW] occupancy sensing/API; [NEW] weather API; [NEW] live temp/CO2/humidity streams for floors 0-4,dialogue -> intent classification -> RBAC authorization -> clarify scope/duration -> ontology HVAC lookup -> retrieve current and [NEW] feeds -> analytics/forecast comfort and energy -> propose safe policy -> control lockout -> monitor/rollback -> response,general LLM knowledge; building ontology; floor 5 temp/CO2/humidity time-series; [NEW] floors 0-4 live environmental streams; [NEW] HVAC setpoint/control state; [NEW] energy meter time-series; [NEW] occupancy feed; [NEW] weather feed
q9611d35bd9d3,Guests/Visitors,4,"How about adopting a shorter work week, or offering remote work as well?",6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,"Open policy choice spanning energy, productivity, equity and operations; highly ambiguous strategic trade-off.",A generic strategic response needs only LLM knowledge; no building-specific modelling requested.,LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
q6c01b6652a06,Guests/Visitors,4,"Track CO2 carbon footprint for each user in the building, and post the results.",6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,6,24,building-data,requires_extension,"Per-user footprint and public posting are open, privacy-sensitive and methodologically ambiguous.","Requires identity, occupancy, energy/carbon allocation, privacy governance and publishing; most feeds absent.",LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; visualisation/RBAC; [NEW] user identity/occupancy tracking feed (new data source); [NEW] energy submetering feed (new sensor feed); [NEW] live CO2 streams for floors 0-4 (new sensor feed); [NEW] grid carbon-intensity API (new external API); [NEW] personal carbon allocation model/classes (add to ontology); [NEW] consent/privacy policy store (add to ontology+KB); [NEW] public dashboard/signage publishing API (new external API),dialogue -> policy/consent check -> intent planning -> ontology query -> [NEW] identity/occupancy ingestion -> [NEW] energy/carbon retrieval -> CO2/energy allocation analytics -> RBAC/anonymisation -> visualisation -> [NEW] publish results -> response,building ontology; floor5 CO2 time-series; [NEW] live CO2 streams floors 0-4; [NEW] badge/Wi-Fi/mobile identity and occupancy feed; [NEW] energy meter time-series; [NEW] grid carbon-intensity factors; [NEW] consent/privacy records; [NEW] public dashboard/signage channel
qbf1c543f957d,Guests/Visitors,4,"Encourage workers to work different shifts, to spread energy use around.",6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,3,21,building-data,requires_extension,"Open strategic policy/action request; constraints, authority and impact are highly ambiguous.",Needs energy/occupancy forecasts plus schedule/nudge workflow and approval/control loop.,LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; report intake; RBAC; visualisation; [NEW] energy submetering feed (new data source; add to ontology); [NEW] occupancy/schedule API (external API); [NEW] worker nudge/comms platform (new data source/control integration; add to KB),dialogue -> intent/RBAC -> report-intake suggestion -> ontology query -> [NEW] energy/occupancy/schedule retrieval -> forecasting/peak analytics -> shift-nudge planning -> approval/control workflow -> response,building ontology; time-series store; [NEW] energy submetering time-series (new sensor feed); [NEW] occupancy/schedule API (external API); [NEW] comms/nudge platform (new data source/control integration)
q87475e6fe85e,Guests/Visitors,4,Give incentives for reducing energy use among coworkers.,6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,3,21,building-data,requires_extension,"Open incentive-policy action; attribution, fairness, budget and authority are highly ambiguous.","Needs user energy attribution, rewards workflow, privacy/RBAC and program control loop.",LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; report intake; RBAC; visualisation; [NEW] energy submetering feed (new data source; add to ontology); [NEW] occupancy/user-team mapping (new data source; add to ontology); [NEW] rewards/HR platform (external API/control integration; add to KB),dialogue -> intent/RBAC -> report-intake suggestion -> ontology query -> [NEW] energy/user/team retrieval -> baseline and savings analytics -> incentive optimisation -> [NEW] rewards/comms workflow -> response,building ontology; [NEW] energy submetering time-series (new sensor feed); [NEW] occupancy/user/team mapping (new data source; add to ontology); [NEW] rewards/HR platform (external API)
qf3a9844cdc51,Student/Researchers/Academics,4,How should we best reduce carbon emissions?,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,4,20,hybrid,requires_extension,"Broad carbon strategy is open, highly ambiguous and target-dependent, not a single deterministic answer.","Needs building emissions baseline, energy/weather/occupancy fusion, scenario ranking and a report; key feeds are absent.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; visualisation/report generation; LLM; [NEW] energy/utility meter feed (new sensor/feed); [NEW] carbon-intensity/emissions-factor API (external API); [NEW] weather API (external API); [NEW] occupancy/schedule feed (new data source/API),dialogue -> intent classification -> ontology query -> [NEW] energy/carbon/weather/occupancy retrieval -> analytics baseline/normalisation -> forecasting/scenario ranking -> report/visualisation -> response,building ontology; live temperature/CO2/humidity where available; [NEW] electricity/gas/heat meter time-series; [NEW] carbon factors; [NEW] weather feed; [NEW] occupancy/schedule data
qf2feeabdd254,Student/Researchers/Academics,1,What improvements can you think of?,6,Meta / Strategic Reasoning,3,Inferential Reasoning,-3,0,12,hybrid,full,"Open-ended improvement brief with no target; answer is strategic, uncertain and highly ambiguous.",Needs current capability/topology/gap scan plus LLM synthesis; no new data essential for ideation.,LangGraph orchestrator; ontology/knowledge graph; capability knowledge base; Agentic RAG service; LLM synthesis; report formatting,dialogue -> recommend intent -> capability/metadata retrieval -> data-gap scan -> LLM synthesis -> response,building ontology; capability KB; building.yaml/intents.yaml; sensor coverage metadata; general LLM knowledge
qc02c2eb98c02,Student/Researchers/Academics,1,How do I make you more environmentally-friendly?,6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,6,24,hybrid,requires_extension,"Broad sustainability strategy with open goals, trade-offs and high ambiguity.","Requires cross-domain environmental KPIs, forecasts and control; energy/occupancy/water/waste/carbon feeds absent.",LangGraph orchestrator/planner; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; report generation/visualisation; LLM synthesis; control loop; [NEW] energy submetering feed (new data source + add to ontology); [NEW] occupancy sensing feed (new data source + add to ontology); [NEW] weather API (external API); [NEW] carbon-intensity/tariff API (external API); [NEW] water meter and waste/recycling feeds (new data sources + add to ontology); [NEW] physical BMS write-back/control API (external actuator integration),dialogue -> sustainability/strategy intent -> define goals/KPIs -> ontology/capability query -> current telemetry retrieval -> [NEW] energy/occupancy/weather/carbon/water/waste retrieval -> baseline/forecast/optimisation -> control-loop plan/optional actuation -> report/visualisation -> response,building ontology; floor-5 temperature/CO2/humidity time-series; capability KB; general sustainability knowledge; [NEW] energy meter time-series; [NEW] occupancy time-series; [NEW] weather feed; [NEW] carbon/tariff feed; [NEW] water and waste data
qc0f986b8bb08,Student/Researchers/Academics,1,How long will you last?,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,2,18,hybrid,requires_extension,"'Last' is an open, ambiguous lifespan question with future uncertainty and unclear asset scope.","Needs design, condition and maintenance fusion plus lifespan forecasting; current KB only has age.",LangGraph; LLM backends; ontology/knowledge graph; capability KB; analytics/forecasting; report generation; [NEW] design-life/BIM/handover documents (new files in inputs/ + add to ontology); [NEW] asset condition/inspection records (new data source + add to ontology); [NEW] CMMS maintenance history (new data source),dialogue -> clarify lifespan scope -> ontology/KB query -> [NEW] design/condition/CMMS retrieval -> lifecycle modelling/forecast -> report -> response,capability KB building info/opened 2021; building ontology; general LLM lifespan norms; [NEW] design-life/BIM/handover files; [NEW] asset condition/inspection data; [NEW] CMMS maintenance history
q5fc64369f450,Guests/Visitors,2,what would you do if you sensed that a room was overcrowded? would you tell them to disperse? do you think you might annoy them?,6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,4,22,hybrid,requires_extension,"Asks for policy, escalation and social impact; open answer with very high uncertainty and ambiguity.","Requires occupancy detection, capacity rules, alert channels and policy-driven escalation/control; key feeds are missing.",LangGraph planner; ontology/knowledge graph; floor-plan + spatial reasoning; capability KB; analytics sandbox; alert/control; response formatting; [NEW] occupancy sensor/count feed (new sensor feed; add Occupancy_Count points to ontology); [NEW] room capacity/crowding policy (add to ontology+KB or inputs file); [NEW] occupant notification/signage/PA API (external API/control endpoint),dialogue -> policy intent -> room topology/capacity lookup -> [NEW] occupancy count retrieval -> threshold/anomaly check -> escalation/tone planner -> [NEW] notify/signage/control loop -> log action -> response,building ontology; floor plans; capability/fire-safety KB; general crowd-management/UX knowledge; [NEW] occupancy sensor time-series (new sensor feed); [NEW] room capacity limits/crowding policy (add to ontology+KB); [NEW] notification/signage API logs (external API)
qc5f484a1359e,Sustainability and Energy Management Teams,1,are we on track to be net zero?,6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,4,22,hybrid,requires_extension,"Strategic yes/no depends on target scope, baseline, forecasts and policy choices; open and highly ambiguous.","Needs emissions inventory, targets, forecasts and scenario planning across energy, carbon and offsets; many feeds missing.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; report generation; visualisation; LLM; [NEW] energy and fuel metering feeds (new data source + add to ontology); [NEW] carbon accounting inventory for scopes 1/2/3 (new data source); [NEW] grid carbon-intensity API (external API); [NEW] net-zero target/pathway file in inputs/ + capability KB; [NEW] offsets/renewables procurement data source,dialogue -> strategic planner -> ontology/KB query -> [NEW] emissions/energy/target retrieval -> carbon accounting -> forecast trajectory -> gap analysis -> scenario planning -> report/visuals -> response,building ontology and capability KB; [NEW] energy/fuel meter time-series; [NEW] scopes 1/2/3 emissions inventory; [NEW] grid carbon-intensity feed; [NEW] net-zero targets/pathway inputs file; [NEW] offsets/renewables procurement records
q849b8e75d921,Sustainability and Energy Management Teams,1,how green is this buidling really?,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,8,24,hybrid,requires_extension,Open green-claims audit; highly ambiguous criteria and very high uncertainty.,"Requires cross-domain sustainability meters, docs, benchmarks, normalisation and ESG-style report.",LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; Agentic RAG; floor-plan/spatial reasoning; report generation; visualisation; [NEW] energy metering feed (new data source); [NEW] water metering feed (new data source); [NEW] waste data feed (new data source); [NEW] grid carbon-factor API (external API); [NEW] occupancy sensing/API (new data source); [NEW] weather API (external API); [NEW] sustainability certification/ESG documents (inputs/ files); [NEW] biodiversity/ecology records (add to ontology+KB),"dialogue -> define assessment rubric -> ontology/capability/RAG retrieval -> [NEW] meter/API/document ingestion -> analytics(normalisation, benchmarking, carbon accounting) -> report/visualisation -> response",building ontology; capability KB; floor plans; general sustainability benchmarks; [NEW] energy meter time-series; [NEW] water meter time-series; [NEW] waste records; [NEW] grid carbon-factor API; [NEW] occupancy feed; [NEW] weather API; [NEW] ESG/certification documents; [NEW] biodiversity/ecology r
q9f4c57de4cbc,Sustainability and Energy Management Teams,4,"to reach net zero by 2030, what does the building need to chagne first?",6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,5,23,hybrid,requires_extension,"2030 net-zero prioritisation is open strategic planning with uncertain baselines, costs and constraints.","Needs emissions baseline, asset/cost data, external factors and scenario planning across domains.","LLM synthesis; LangGraph orchestrator; ontology/knowledge graph; capability KB; time-series store; analytics sandbox; forecasting/scenario modelling; report generation; visualisation; [NEW] energy/fuel metering history (new data source); [NEW] grid carbon-factor API (new data source); [NEW] asset audit/cost data (new inputs file, add to ontology+KB); [NEW] occupancy/weather feeds (new data sources); [NEW] water/waste/refrigerant data (new data sources)",dialogue -> strategic planning intent -> ontology/capability retrieval -> [NEW] energy/carbon/cost/audit ingestion -> baseline and benchmark analytics -> abatement scenario modelling -> prioritised roadmap/report -> response,"general net-zero knowledge; building ontology; capability KB; [NEW] energy/fuel meter history (new data source); [NEW] grid carbon factors (new data source); [NEW] asset audit and cost data (new inputs file, add to ontology+KB); [NEW] occupancy/weather feeds (new data sources); [NEW] water/waste/ref"
q12db1d20a391,Sustainability and Energy Management Teams,4,how should we prioritise retrofits to maximise carbno savings?,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,5,21,building-data,requires_extension,"Open retrofit prioritisation with cost, carbon, risk and constraints; highly ambiguous strategic trade-offs.","Needs asset/topology plus energy, carbon, weather and retrofit data with scenario modelling and optimisation.",LangGraph; ontology/knowledge graph; floor-plan spatial reasoning; time-series store; analytics sandbox; forecasting; visualisation/reporting; [NEW] energy submetering feed (new data source); [NEW] grid carbon-intensity API (external API); [NEW] weather API (external API); [NEW] occupancy sensing (new data source); [NEW] retrofit measure/cost and asset-condition library (add to ontology+KB),dialogue -> intent classification -> KG topology/asset lookup -> floor-plan context -> [NEW] energy/weather/carbon/occupancy retrieval -> baseline normalisation -> retrofit scenario modelling -> carbon/cost optimisation -> ranked report + visuals -> response,building ontology; capability KB; floor plans; [NEW] energy meter time-series; [NEW] grid carbon-intensity/carbon-factor feed; [NEW] weather feed; [NEW] occupancy time-series; [NEW] retrofit costs and asset-condition data
q2e4deb874017,Sustainability and Energy Management Teams,4,what mix of measures gets us the fastest route to net zero?,6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,6,24,hybrid,requires_extension,"Open strategic net-zero pathway with many trade-offs, high uncertainty, and ambiguous success criteria.","Needs cross-domain data fusion, scenario optimisation, carbon modelling, cost planning, and management roadmap.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; visualisation/report generation; [NEW] energy/submetering feed (new data source); [NEW] carbon factors API (external API); [NEW] weather API (external API); [NEW] utility tariff/bill feed (new data source); [NEW] occupancy/calendar feeds (external APIs); [NEW] retrofit measure cost/performance database (add to ontology + capability KB); [NEW] net-zero scenario optimiser (new method),dialogue -> intent classification -> ontology query -> [NEW] energy/weather/tariff/occupancy retrieval -> baseline carbon model -> scenario optimisation -> cost/carbon forecast -> visualisation/report -> response,building ontology; capability KB; floor plans; [NEW] energy meter time-series; [NEW] carbon factors; [NEW] weather feed; [NEW] tariffs/bills; [NEW] occupancy/calendar data; [NEW] retrofit cost/performance database
q945300758d43,Sustainability and Energy Management Teams,4,how do we set science-based targts from the buildings emissions data,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,3,19,hybrid,requires_extension,"Open strategic method; target scope, baseline and pathway choices make answer highly ambiguous.","Actual SBTs need emissions inventory, factors/pathways, baseline modelling and scenario reports; data absent.",LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; report/export; LLM (SBT methodology); [NEW] building emissions inventory (new data source); [NEW] energy/fuel/refrigerant data feeds (new sensor/API sources); [NEW] emissions-factor and SBTi/pathway dataset (external feed or inputs/ file + add to KB),dialogue -> strategic planner -> [NEW] emissions and factor ingestion -> baseline/scope validation -> pathway selection -> forecast/scenario modelling -> target calculation -> report/export -> response,building ontology and floor area; [NEW] utility/emissions inventory; [NEW] fuel/refrigerant records; [NEW] electricity carbon factors; [NEW] SBTi/decarbonisation pathway data; general LLM standards knowledge
