qid,key,username,roles,qnum,stage,timestamp,question,cognitive_operation,reasoning_load,answer_determinacy,uncertainty,ambiguity,level,level_name,why,latent_level,latent_level_name,latent_why,answer_basis,architecture,parameters,pipeline_stages,data_sources,answerability,provider,model,classified_at
q929aaf3f7fd0,P13|52|q929aaf3f7fd0,P13,Guests/Visitors,52,1,08/04/2026 16:13,What is the total occupancy of this Building?,recall,trivial,single-fact,none,clear,1,Factual Recall,Asks for one total count; surface task is a simple factual lookup.,3,Inferential Reasoning,Requires deriving a building total from linked occupancy points; occupancy data is missing.,building-data,ontology/knowledge graph; time-series store; analytics sandbox for aggregation; [NEW] occupancy sensor/access-count feed as new data source and added to ontology,"entities: bldg1/Abacws, all floors; time range: current; thresholds: n/a; units: people; aggregation: sum; filters: valid occupancy points",dialogue -> intent classification -> resolve occupancy metric -> ontology query -> [NEW] occupancy retrieval -> aggregate building total -> response,building ontology/topology; [NEW] live occupancy time-series or access-count feed for all floors,requires_extension,openai,gpt-5.5,2026-06-08 20:22:49
qf6407201ecee,P13|54|qf6407201ecee,P13,Guests/Visitors,54,1,08/04/2026 16:13,Are all of the floors of this Building accessible to the Public?,comparison,low,multi-fact,low,clear,2,Comparative Analysis,Checks access status for every floor and reduces to an all-floors yes/no.,2,Comparative Analysis,Needs floor enumeration plus per-floor public-access metadata; policy data is missing.,building-data,ontology/knowledge graph; capability knowledge base; floor-plan/spatial reasoning; [NEW] public-access policy metadata added to ontology+capability KB via inputs/ YAML,entities: bldg1/Abacws floors 0-5; time range: current/static; thresholds: all floors public=true; units: yes/no; aggregation: all-match; filters: public access,dialogue -> intent classification -> enumerate floors -> [NEW] public-access metadata lookup -> all-floor comparison -> response,building ontology floor topology; floor plans; [NEW] per-floor public-access policy records added to ontology+KB via inputs/ file,requires_extension,openai,gpt-5.5,2026-06-08 20:22:49
qf718ebaf28e5,P13|55|qf718ebaf28e5,P13,Guests/Visitors,55,1,08/04/2026 16:12,How many restrooms are on each floor?,comparison,low,multi-fact,low,clear,2,Comparative Analysis,Requires counts per floor; low-load multi-fact aggregation.,3,Inferential Reasoning,Counts amenity instances from floor plans and links them to floor topology; no telemetry.,building-data,floor-plan + spatial reasoning; ontology/knowledge graph; capability knowledge base,entities: bldg1/Abacws floors 0-5; time range: n/a; thresholds: n/a; units: restroom count; aggregation: count grouped by floor; filters: restroom/WC/toilet rooms,dialogue -> intent classification -> floor-plan/spatial query -> identify restroom rooms/symbols -> group counts by floor -> response,floor plans PDF/DWG for floors 0-5; building ontology floor topology; capability KB amenity facts,full,openai,gpt-5.5,2026-06-08 20:22:49
qe2b8874e3a56,P28|1|qe2b8874e3a56,P28,IT/Data Scientists,1,4,09/04/2026 16:29,why high db sound  harms ear,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,"General causal physiology explanation; derived answer, not a building-specific diagnosis.",1,Factual Recall,LLM can answer from general health/acoustics knowledge; no building data needed.,general-knowledge,LLM (general knowledge),"entities: high dB sound, ear/hearing; time range: none; thresholds: typical hearing-risk dBA levels; units: dB/dBA; aggregation: none; filters: none",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:23:35
q02e8beefecf3,P28|2|q02e8beefecf3,P28,IT/Data Scientists,2,4,09/04/2026 16:29,why sound quality is needed for wellpeing,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Explains links between sound quality and wellbeing; derived multi-factor rationale.,1,Factual Recall,General wellbeing/acoustics explanation via one LLM call; no site telemetry required.,general-knowledge,LLM (general knowledge),"entities: sound quality, wellbeing; time range: none; thresholds: none; units: none; aggregation: none; filters: indoor environments",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:23:35
q3d5b6dbe60f4,P28|3|q3d5b6dbe60f4,P28,IT/Data Scientists,3,4,09/04/2026 16:29,why noise canceletion is good,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Asks for rationale/benefits of noise cancellation; derived explanatory answer.,1,Factual Recall,LLM can explain benefits and limits generally; no building-specific evidence needed.,general-knowledge,LLM (general knowledge),"entities: noise cancellation, comfort, concentration, hearing protection; time range: none; thresholds: none; units: none; aggregation: none; filters: general indoor use",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:23:35
qd4484139d32d,P28|4|qd4484139d32d,P28,IT/Data Scientists,4,4,09/04/2026 16:28,why CO2 monitor i need to do,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Asks why CO2 monitoring is needed; general derived rationale with some wording ambiguity.,1,Factual Recall,General IAQ/ventilation explanation from LLM; no live CO2 data needed.,general-knowledge,LLM (general knowledge),"entities: CO2 monitor, indoor air quality, ventilation; time range: none; thresholds: typical CO2 ppm guidance; units: ppm; aggregation: none; filters: indoor spaces",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:23:35
qe863e7c8eebe,P28|5|qe863e7c8eebe,P28,IT/Data Scientists,5,4,09/04/2026 16:28,wont it increase heat,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,"Pronoun is ambiguous, but answer is a general heat-impact inference, not site analysis.",1,Factual Recall,LLM can give a general caveated answer about heat from devices/interventions.,general-knowledge,LLM (general knowledge),"entities: ambiguous 'it', heat increase, device/intervention; time range: none; thresholds: none; units: heat/power qualitatively; aggregation: none; filters: general indoor context",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:23:35
q238a6359849c,P28|6|q238a6359849c,P28,IT/Data Scientists,6,4,09/04/2026 16:28,why i need lightning clear,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,"Asks for a general rationale; typo/wording adds ambiguity, but answer is a derived explanation.",1,Factual Recall,No building data needed; a single LLM general-knowledge answer is sufficient.,general-knowledge,LLM (general knowledge),entities: clear lighting/visual clarity; time range: n/a; thresholds: n/a; units: n/a; aggregation: n/a; filters: n/a,dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:24:13
qd01bad4d7c76,P28|7|qd01bad4d7c76,P28,IT/Data Scientists,7,4,09/04/2026 16:28,why thermal comoft is mandatory,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,"Explains why thermal comfort matters; answer derives health, productivity and standards reasons.",1,Factual Recall,Generic comfort explanation; no building telemetry or ontology required.,general-knowledge,LLM (general knowledge),entities: thermal comfort; time range: n/a; thresholds: general comfort ranges; units: n/a; aggregation: n/a; filters: n/a,dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:24:13
q3a2ff5ab3699,P28|8|q3a2ff5ab3699,P28,IT/Data Scientists,8,4,09/04/2026 16:28,how to make energy more efficient,synthesis,high,synthesised,high,ambiguous,5,Systemic Synthesis,Broad how-to request needs synthesised efficiency strategies across systems with ambiguous scope.,1,Factual Recall,"Asked generically, so the system can answer from LLM knowledge without building-specific analysis.",general-knowledge,LLM (general knowledge),entities: energy efficiency measures; time range: n/a; thresholds: n/a; units: n/a; aggregation: n/a; filters: generic building operations,dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:24:13
qeed6c2b8eccb,P28|9|qeed6c2b8eccb,P28,IT/Data Scientists,9,3,09/04/2026 16:27,why i need the security systerm,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,"Asks why a security system is needed; answer is a general derived rationale, not a single fact.",1,Factual Recall,General security rationale only; no building-specific systems or logs required.,general-knowledge,LLM (general knowledge),entities: building security system; time range: n/a; thresholds: n/a; units: n/a; aggregation: n/a; filters: n/a,dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:24:13
qefc15dd969ab,P28|11|qefc15dd969ab,P28,IT/Data Scientists,11,3,09/04/2026 16:27,how cafe helps no sleep,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Likely asks how café/coffee/caffeine helps sleepiness; typo makes it moderately ambiguous.,1,Factual Recall,General physiology/wellbeing answer; no building cafe data needed.,general-knowledge,LLM (general knowledge),entities: café/coffee/caffeine and lack of sleep; time range: n/a; thresholds: n/a; units: n/a; aggregation: n/a; filters: n/a,dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:24:13
q7fd34a1b4926,P28|12|q7fd34a1b4926,P28,IT/Data Scientists,12,3,09/04/2026 16:27,and why cooling is needed,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Asks for a general causal explanation of cooling need; derived answer with moderate context ambiguity.,1,Factual Recall,"Single LLM explanation; no building telemetry, ontology, or analytics needed.",general-knowledge,LLM (general knowledge),"entities: cooling, data-center/IT equipment heat; time range: none; thresholds: generic safe operating ranges; units: qualitative; aggregation: none; filters: general explanation",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:25:19
qa55887fec849,P28|13|qa55887fec849,P28,IT/Data Scientists,13,3,09/04/2026 16:27,wont it lose the needey energy,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,"Malformed but asks whether cooling/IT use wastes energy; needs explanatory inference, not building data.",1,Factual Recall,Single LLM explanation of energy use/loss concepts; no building-specific data required.,general-knowledge,LLM (general knowledge),"entities: cooling energy, IT equipment energy, energy loss/waste; time range: none; thresholds: none; units: qualitative/kWh concept; aggregation: none; filters: general explanation",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:25:19
qe88837cc078f,P28|14|qe88837cc078f,P28,IT/Data Scientists,14,3,09/04/2026 16:26,wont it increase cost,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Asks cost impact of a technical choice; answer is conditional and derived from general cost drivers.,1,Factual Recall,"General LLM can explain CAPEX/OPEX effects without meters, tariffs, or building accounts.",general-knowledge,LLM (general knowledge),"entities: data-center/cooling cost, CAPEX, OPEX, energy cost; time range: none; thresholds: none; units: qualitative cost; aggregation: none; filters: general explanation",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:25:19
qeb7312e5bf75,P28|15|qeb7312e5bf75,P28,IT/Data Scientists,15,3,09/04/2026 16:26,why data center needed,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Requests rationale for needing a data center; conceptual purpose explanation with moderate ambiguity.,1,Factual Recall,Single LLM answer about data-center functions; no local building or IT inventory needed.,general-knowledge,LLM (general knowledge),"entities: data center, compute, storage, networking, reliability; time range: none; thresholds: none; units: qualitative; aggregation: none; filters: general explanation",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:25:19
qeda69d07e3e7,P28|16|qeda69d07e3e7,P28,IT/Data Scientists,16,3,09/04/2026 16:26,and why 6-12 people we can use virtually to sit alone in one single room,synthesis,high,synthesised,high,ambiguous,5,Systemic Synthesis,"Ambiguous space/virtual-use rationale needs synthesising IT, occupancy and collaboration trade-offs.",1,Factual Recall,Can be handled as a general advisory LLM response with caveats; no named room or building data requested.,general-knowledge,LLM (general knowledge),"entities: 6-12 people, single room, virtual participation, room use; time range: none; thresholds: none; units: people/room qualitative; aggregation: none; filters: general workplace/IT rationale",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:25:19
q9597c5c3067e,P28|17|q9597c5c3067e,P28,IT/Data Scientists,17,3,09/04/2026 16:26,why meeting room need display,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Asks for rationale; derived explanation with moderate ambiguity about display type and meeting-room use.,1,Factual Recall,"General design rationale; one LLM answer, no building data needed.",general-knowledge,LLM (general knowledge),entities: meeting room display; time range: none; thresholds: none; units: none; aggregation: none; filters: general workplace use,dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:25:38
qf7f82d6130e5,P28|18|qf7f82d6130e5,P28,IT/Data Scientists,18,3,09/04/2026 16:26,why i need open place for office,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Asks why open office space is useful; derived benefits with moderate ambiguity in wording.,1,Factual Recall,General workplace-design explanation; no building telemetry or ontology needed.,general-knowledge,LLM (general knowledge),entities: open office space; time range: none; thresholds: none; units: none; aggregation: none; filters: general office planning,dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:25:38
qebeff3c105c8,P28|19|qebeff3c105c8,P28,IT/Data Scientists,19,3,09/04/2026 16:26,what does stairwell do,recall,trivial,single-fact,none,clear,1,Factual Recall,Asks the basic function of a stairwell; clear single-fact conceptual answer.,1,Factual Recall,Simple general definition; answered directly by the LLM.,general-knowledge,LLM (general knowledge),entities: stairwell; time range: none; thresholds: none; units: none; aggregation: none; filters: general building function,dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:25:38
q87b56887b08a,P28|20|q87b56887b08a,P28,IT/Data Scientists,20,3,09/04/2026 16:26,how ev charginw ill help,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,"Asks how EV charging helps; requires derived benefits, with ambiguous scope and stakeholders.",1,Factual Recall,General EV-charging benefits; one LLM response without building-specific data.,general-knowledge,LLM (general knowledge),entities: EV charging; time range: none; thresholds: none; units: none; aggregation: none; filters: general building and user benefits,dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:25:38
q431d24d7d790,P28|21|q431d24d7d790,P28,IT/Data Scientists,21,3,09/04/2026 16:25,how to sustain energy,synthesis,high,synthesised,high,ambiguous,5,Systemic Synthesis,Broad request for energy sustainability advice; needs synthesised strategies under high ambiguity.,1,Factual Recall,Generic energy-sustainability guidance; satisfactory answer is a direct LLM response.,general-knowledge,LLM (general knowledge),entities: energy sustainability; time range: none; thresholds: none; units: none; aggregation: none; filters: general building operations advice,dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:25:38
qf30c72f954cd,P31|9|qf30c72f954cd,P31,Guests/Visitors,9,4,11/04/2026 00:01,What types of lighting are used in your building? I am curious what sensors are used to detect people.,recall,trivial,multi-fact,none,clear,1,Factual Recall,"Visitor asks for an asset/sensor inventory; no inference, just list building lighting and people-detection sensors.",2,Comparative Analysis,Needs a few asset metadata reads and grouping; lighting/occupancy sensor inventory is not currently loaded.,building-data,ontology/knowledge graph; capability KB; [NEW] lighting fixture inventory (add to ontology + capability KB); [NEW] occupancy/people-detection sensor inventory or feed (new data source + add to ontology),"entities: lighting fixtures, occupancy/people-detection sensors; time range: current asset inventory; thresholds: none; units: none; aggregation: group by type; filters: bldg1",dialogue -> intent classification -> ontology/capability query -> [NEW] lighting/occupancy inventory retrieval -> group by type -> response,building ontology; capability KB; [NEW] lighting fixture inventory; [NEW] occupancy/people-detection sensor inventory or feed,requires_extension,openai,gpt-5.5,2026-06-08 20:32:15
q63e4811c0a6f,P31|10|q63e4811c0a6f,P31,Guests/Visitors,10,4,11/04/2026 00:00,"I assume that on hot days, some people won't get cool enough. And on cold days, some will complain that the building isn't warm enough. How is the balance between energy efficiency and thermal comfort controlled?",inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,"Explains a control trade-off using comfort and energy concepts; derived process, not a single fact.",3,Inferential Reasoning,Needs HVAC zoning/control metadata plus general comfort-control explanation; no live analytics required.,hybrid,LangGraph orchestrator; ontology/knowledge graph; capability KB; report intake; LLM synthesis,"entities: HVAC zones, temperature sensors, comfort complaints; time range: current control policy; thresholds: configured setpoints/deadbands; units: °C; aggregation: none; filters: bldg1",dialogue -> intent classification -> hybrid plan -> capability/ontology HVAC query -> control-policy explanation -> response,general LLM knowledge; building ontology; capability KB HVAC zoning facts; temperature point metadata; report-intake categories,full,openai,gpt-5.5,2026-06-08 20:32:15
q072b44a42d3f,P31|11|q072b44a42d3f,P31,Guests/Visitors,11,3,10/04/2026 23:59,Do the lifts or elevators have energy-saving lights installed? I also want to know about how much power these devices use.,recall,trivial,multi-fact,none,clear,1,Factual Recall,Asks a yes/no lift-lighting fact plus power figures; no causal reasoning.,4,Causal Diagnosis,Power use needs operational energy/power telemetry or specs and aggregation; lift lighting and energy data are absent.,building-data,ontology/knowledge graph; capability KB; time-series store; analytics sandbox; [NEW] lift/elevator lighting inventory (add to ontology + capability KB); [NEW] lift/lighting power or energy submeter feed (new data source + add meter classes to ontology),"entities: lifts/elevator cabs and lift lights; time range: current or last 30 days default; thresholds: none; units: W, kWh; aggregation: average, peak, total; filters: bldg1 lifts",dialogue -> intent classification -> ontology/capability query -> [NEW] lift-lighting inventory -> [NEW] power meter retrieval -> analytics aggregation -> response,building ontology; capability KB lift metadata; [NEW] lift lighting asset/spec inventory; [NEW] lift/elevator/lighting power or energy meter time-series,requires_extension,openai,gpt-5.5,2026-06-08 20:32:15
qe7c4110a1381,P31|12|qe7c4110a1381,P31,Guests/Visitors,12,3,10/04/2026 23:58,"From the lobby, what is the most direct path to the conference center for my disabled friend who cannot take the stairs?",inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,"Accessible route is derived from spatial graph with a no-stairs constraint, not a recalled fact.",3,Inferential Reasoning,Uses existing floor plans and topology to compute an accessibility-constrained shortest path.,building-data,floor-plan + spatial reasoning; ontology/knowledge graph; capability KB; LangGraph orchestrator; visualisation/response formatting,"entities: lobby, conference center, lifts, accessible routes; time range: current static layout; thresholds: no stairs; units: metres and turn-by-turn steps; aggregation: shortest path; filters: wheelchair-accessible",dialogue -> spatial_query intent -> locate lobby and conference center -> build accessible route graph -> exclude stairs/use lifts -> shortest path -> response,floor plans PDF/DWG floors 0-5; building ontology topology; capability KB lift/accessibility facts,full,openai,gpt-5.5,2026-06-08 20:32:15
q9c5a7fbb3508,P31|13|q9c5a7fbb3508,P31,Guests/Visitors,13,3,10/04/2026 23:57,"On a very hot summer day, what systems are in place to ensure that the server room does not overheat? I assume there is a team of on-site experts, but this may not always be possible.",synthesis,high,synthesised,high,ambiguous,5,Systemic Synthesis,"Synthesises cooling, monitoring, alarms and staffing contingencies for hot-day server-room protection.",4,Causal Diagnosis,"Needs server-room cooling, sensor, alarm and remote-response data with temp threshold monitoring; exact safeguards are not fully loaded.",hybrid,LangGraph orchestrator; ontology/knowledge graph; capability KB; time-series store; analytics sandbox; alert handling; LLM synthesis; [NEW] server-room cooling/monitoring/alarm inventory (add to ontology + capability KB); [NEW] live server-room temperature stream for floors 0-4 if applicable (new data source); [NEW] remote escalation/on-call procedure (add inputs/ capability YAML),"entities: server room, HVAC/cooling equipment, temperature sensors, alarms, response team; time range: current and hot-day scenario; thresholds: server-room high-temperature alarm limits; units: °C; aggregation: current, max, trend; filters: server-room zone",dialogue -> intent classification -> ontology/capability query -> [NEW] server-room safeguard metadata retrieval -> temperature/alarm threshold check -> synthesize contingency explanation -> response,general LLM knowledge; building ontology; capability KB HVAC facts; temperature time-series where live; [NEW] server-room cooling/alarm inventory; [NEW] live server-room temperature stream for floors 0-4 if applicable; [NEW] remote escalation/on-call procedure,requires_extension,openai,gpt-5.5,2026-06-08 20:32:15
qd5e42ce33daa,P31|19|qd5e42ce33daa,P31,Guests/Visitors,19,3,10/04/2026 23:51,"I want to avoid crowds, so could you tell me which area of the building contains the least amount of people?",comparison,low,multi-fact,low,clear,2,Comparative Analysis,Ranks areas by current people count; clear multi-fact comparison.,4,Causal Diagnosis,Needs live occupancy feed linked to zones plus spatial aggregation; occupancy modality is not installed.,building-data,ontology/knowledge graph; floor-plan + spatial reasoning; time-series store; analytics sandbox; visualisation; [NEW] occupancy sensing feed (new data source; add occupancy point classes to ontology),"entities: all visitor-accessible areas/zones; time range: current/live; thresholds: none; units: people; aggregation: count by area, rank ascending; filters: public/visitor-accessible spaces",dialogue -> intent classification -> ontology zone query -> [NEW] occupancy retrieval -> spatial aggregation -> rank least crowded areas -> response,building ontology; floor plans; RBAC/public-area metadata; [NEW] occupancy sensor/feed time-series,requires_extension,openai,gpt-5.5,2026-06-08 20:34:51
q1526fb926b9f,P31|20|q1526fb926b9f,P31,Guests/Visitors,20,3,10/04/2026 23:50,"We live in your building, and our room is near the EV charging area. How are you monitoring the air quality to ensure we won't get poisoned by toxic off gassing from the batteries?",inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Needs assess monitoring adequacy against toxic off-gas risk; derived answer with moderate uncertainty.,4,Causal Diagnosis,"Needs EV-area toxic-gas telemetry, thresholds and anomaly/alert checks; current sensors lack this.",hybrid,ontology/knowledge graph; capability KB; time-series store; analytics sandbox/anomaly detection; alerting; LLM for safety-threshold explanation; [NEW] EV charging location/status metadata (add to ontology+KB); [NEW] toxic gas/AQ sensor feed near EV area (new sensor feed; add classes to ontology),"entities: EV charging area and adjacent room; time range: live + recent 24h; thresholds: exposure/alarm limits for VOC/HF/CO/H2/PM/smoke; units: ppm/ppb/ug/m3; aggregation: latest, max, trend; filters: adjacent occupied zones",dialogue -> capability/sensor intent -> resolve EV area and adjacent room -> [NEW] retrieve toxic-gas streams -> threshold/anomaly checks -> alert-status summary -> response,building ontology; capability KB; general safety-threshold knowledge; [NEW] EV charging area/status data; [NEW] toxic gas/AQ time-series,requires_extension,openai,gpt-5.5,2026-06-08 20:34:51
q7c445db1003d,P31|21|q7c445db1003d,P31,Guests/Visitors,21,3,10/04/2026 23:49,People are complaining about the chill of reception. Could you turn on the heat so those visitors are more comfortable?,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Infers HVAC action from comfort complaint; target zone and safe setpoint are not fully specified.,6,Meta / Strategic Reasoning,"Requires sensor check, comfort policy, RBAC and HVAC write-back control loop; reception live/control missing.",hybrid,LangGraph control intent; ontology/knowledge graph; time-series store; analytics sandbox; RBAC; report intake; [NEW] live floor-0/reception temperature stream (new sensor feed); [NEW] HVAC setpoint/actuator metadata (add to ontology); [NEW] physical BMS HVAC write-back (new control interface),"entities: reception HVAC zone; time range: current/live; thresholds: comfort band/setpoint, heating safety limits; units: degrees C; aggregation: latest temperature and zone average; filters: public reception, requester permission/RBAC",dialogue -> control intent -> resolve reception HVAC zone -> [NEW] retrieve reception temperature -> comfort check -> RBAC approval -> [NEW] BMS write-back heating command -> log/report -> response,building ontology; capability KB; general comfort guidance; [NEW] floor-0/reception temperature stream; [NEW] HVAC actuator/setpoint metadata; [NEW] BMS control API,requires_extension,openai,gpt-5.5,2026-06-08 20:34:51
q980fc76f0091,P31|22|q980fc76f0091,P31,Guests/Visitors,22,3,10/04/2026 23:48,Where is your server room? I received a phone call from the IT department and they need to have access to that area.,recall,trivial,single-fact,none,clear,1,Factual Recall,"Asks for one room location; factual single-fact answer, with access handled architecturally.",3,Inferential Reasoning,"Sensitive room needs location lookup plus RBAC/policy gating, not just a raw floor-plan answer.",building-data,ontology/knowledge graph; floor-plan + spatial reasoning; capability KB; RBAC/permission checks; response formatting,"entities: server room/IT restricted area; time range: n/a; thresholds: authorization required; units: floor/room/route if permitted; aggregation: none; filters: visitor role, RBAC, restricted-space policy",dialogue -> spatial/security intent -> RBAC authorization check -> ontology/floor-plan lookup -> permitted location response or reception/security referral -> response,building ontology; floor-plan PDF/DWG manifests; capability KB access guidance; RBAC persona/permission metadata,full,openai,gpt-5.5,2026-06-08 20:34:51
q7ba3cb78d711,P31|23|q7ba3cb78d711,P31,Guests/Visitors,23,3,10/04/2026 23:47,How long does it take to get to the rooftop? I want to know if it's possible for me to climb stairs to get there.,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Needs derive route time and feasibility from layout plus user assumptions; start point/mobility are ambiguous.,3,Inferential Reasoning,"Requires spatial routing, vertical distance and stair-time calculation; rooftop access data is not loaded.",hybrid,ontology/knowledge graph; floor-plan + spatial reasoning; capability KB; LLM for walking/stair-time assumptions; [NEW] rooftop/roof-access plan or route file (add to inputs/ as PDF/DWG/TTL); [NEW] rooftop access policy metadata (add to ontology+KB),"entities: start location default current/reception, stairs, rooftop access; time range: n/a; thresholds: access permission and user mobility limits; units: minutes, floors, steps/metres; aggregation: shortest stair-only route; filters: authorized areas, stair-only path",dialogue -> clarify start/access/mobility if needed -> spatial query -> [NEW] roof-access lookup -> stair route computation -> walking-time estimate -> response,building ontology; floor plans for floors 0-5; general walking/stair pace knowledge; [NEW] rooftop/roof-access plan or TTL file; [NEW] rooftop access policy metadata,requires_extension,openai,gpt-5.5,2026-06-08 20:34:51
q020bcdd6b3c7,P28|22|q020bcdd6b3c7,P28,IT/Data Scientists,22,3,09/04/2026 16:24,why its so large,causal_analysis,high,causal,high,highly_ambiguous,4,Causal Diagnosis,"Asks why something is large; causal answer, but referent and size metric are unresolved.",3,Inferential Reasoning,Needs co-reference plus KG/KB/floor-plan metadata to explain size; no new feed unless metric changes.,building-data,LangGraph conversation memory/co-reference; ontology/knowledge graph; capability KB; floor-plan/spatial reasoning; LLM response formatting,entities: unresolved referent 'it'; time range: none unless temporal metric; thresholds: define 'large'; units: area/capacity/file size/value; aggregation: none; filters: resolved entity,dialogue -> co-reference resolution -> clarify referent/metric if unresolved -> ontology/KB/floor-plan query -> derive explanation -> response,dialogue memory; building ontology; capability KB; floor-plan files if spatial size is meant,partial,openai,gpt-5.5,2026-06-08 20:36:34
qec6f4b0fe3f4,P28|23|qec6f4b0fe3f4,P28,IT/Data Scientists,23,3,09/04/2026 16:24,what it does,recall,trivial,single-fact,moderate,ambiguous,1,Factual Recall,Function lookup is trivial once 'it' is resolved; ambiguity comes from missing referent.,2,Comparative Analysis,Requires memory/co-reference plus one or few KG/KB reads for the entity function.,building-data,LangGraph conversation memory/co-reference; ontology/knowledge graph; capability KB; LLM response formatting,entities: unresolved referent 'it'; time range: none; thresholds: none; units: n/a; aggregation: none; filters: resolved entity/type,dialogue -> co-reference resolution -> clarify if unresolved -> ontology/KB lookup -> function summary -> response,dialogue memory; building ontology; capability KB,partial,openai,gpt-5.5,2026-06-08 20:36:34
q851aab6b0cdf,P28|24|q851aab6b0cdf,P28,IT/Data Scientists,24,2,09/04/2026 16:23,can we use modern items without any kind of pollution,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,General feasibility needs lifecycle reasoning; answer is derived and context-dependent.,1,Factual Recall,No building facts needed; one general LLM explanation is sufficient.,general-knowledge,LLM (general knowledge),"entities: modern items/technology, pollution; time range: lifecycle; thresholds: zero pollution; units: qualitative/CO2e concept; aggregation: n/a; filters: general context",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:36:34
q9b80c78b106e,P28|25|q9b80c78b106e,P28,IT/Data Scientists,25,2,09/04/2026 16:23,is high power means high pollution,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Relates power to pollution; derived answer depends on energy source and emissions factors.,1,Factual Recall,Conceptual relationship only; LLM can answer without building telemetry.,general-knowledge,LLM (general knowledge),"entities: power use, pollution/emissions; time range: operating/lifecycle context; thresholds: 'high power'; units: W/kW and CO2e concept; aggregation: n/a; filters: energy source context",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:36:34
q102b0ee8a59f,P28|26|q102b0ee8a59f,P28,IT/Data Scientists,26,2,09/04/2026 16:23,is low temperature harms electronic deviceds,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Needs general inference about low-temperature effects by device type and exposure.,1,Factual Recall,General electronics guidance; no building-specific sensor data required.,general-knowledge,LLM (general knowledge),"entities: electronic devices, low temperature; time range: exposure duration; thresholds: operating/storage temperature limits; units: °C; aggregation: n/a; filters: device type",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:36:34
