Username,Roles,QuestionNumber,Stage,Timestamp,Question
P68,Health and Safety Officers,2,4,11/04/2026 09:58,How centralized are the controls for the temperature?
P68,Health and Safety Officers,3,4,11/04/2026 09:57,How will the information for energy saved be presented?
P68,Health and Safety Officers,4,3,11/04/2026 09:57,Is there easy re ordering for supplies?
P68,Health and Safety Officers,5,3,11/04/2026 09:56,Does the server room still need humans to monitor at all in a smart building?
P68,Health and Safety Officers,6,3,11/04/2026 09:56,What systems are specific for the meeting room?
P68,Health and Safety Officers,7,3,11/04/2026 09:55,Why does this system interest me? what does the open plan systems actually offer for me to change?
P68,Health and Safety Officers,8,2,11/04/2026 09:54,What systems should I be most familiar with?
P68,Health and Safety Officers,9,2,11/04/2026 09:53,Does maintenance automatically schedule for repairs?
P68,Health and Safety Officers,10,2,11/04/2026 09:53,Does temperature control work with occupy?
P68,Health and Safety Officers,11,1,11/04/2026 09:51,What does working with such technology in a daily setting actually look like?
P68,Health and Safety Officers,12,1,11/04/2026 09:50,What info and types of systems are available to me through such a building?
P68,Health and Safety Officers,13,1,11/04/2026 09:49,How does being green play into the whole smart building thing?
P68,Health and Safety Officers,14,1,11/04/2026 09:48,What exactly makes you a smart building and why is that useful for a building
P37,Guests/Visitors,1,4,11/04/2026 08:47,"Do the ecology related sensors work for the indoors, like if the building is filled with plants and such?"
P37,Guests/Visitors,2,4,11/04/2026 08:47,"For more efficiency, can the system wait on people it detects are going to an elevator? I mean, take a situation where one person is in an elevator and presses the button to change floors, but one other person is 20 seconds away from the elevator. Can you figure that making the person in the elevator wait 20 seconds is better than making the second person wait a lot longer for the elevator to be free?"
P37,Guests/Visitors,3,4,11/04/2026 08:44,"Can you run experiments, like less energy used but slightly less comfortable in some area of the building, and the opposite in another, and then figure out which is the more sensible approach?"
P37,Guests/Visitors,4,3,11/04/2026 08:41,"In an emergency situation, can you ensure that every door (even ones to secure areas) are unlocked so people are not trapped anywhere?"
P37,Guests/Visitors,5,3,11/04/2026 08:35,"Do you have any integration with apps on people's phones, like for instance, instead of just a welcome display with a map or something can you guide people to their destinations on their phones?"
P37,Guests/Visitors,6,2,11/04/2026 08:31,"Are there things you're designed to actually ignore outright, for privacy or security reasons?"
P37,Guests/Visitors,7,2,11/04/2026 08:30,What happens if two neighboring sensors provide conflicting data? How do you know which is right?
P37,Guests/Visitors,8,3,11/04/2026 08:28,Can you take external information like weather forecasts to know for instance solar panels will work poorly so whatever measures necessary are taken to ensure proper power?
P37,Guests/Visitors,9,3,11/04/2026 08:26,"Sometimes odors aren't really unwanted, like good food aromas going throughout a cafe is something desirable. Can you differentiate between that and the worse smells?"
P37,Guests/Visitors,10,3,11/04/2026 08:25,"If you can't track individuals, can you at least identify unique visitors? Like can you differentiate between someone walking in, walking out a few min later to take a phone call, then coming back in, versus two different people walking in a few minutes apart?"
P37,Guests/Visitors,11,3,11/04/2026 08:23,"When you're tracking visitor count, can you actually track who is visiting and when, without people manually looking at cameras or something?"
P37,Guests/Visitors,12,3,11/04/2026 08:19,"Can your motion/people detection sensors come to some conclusions about how hard people are working, like for example by logging how much time a particular desk is empty and stuff like that?"
P37,Guests/Visitors,13,3,11/04/2026 08:18,"If in a meeting room (or anywhere else) you detect some equipment isn't working, can you actually restart it/troubleshoot/etc to get it working?"
P37,Guests/Visitors,14,2,11/04/2026 08:16,"Is heat the only way you can sense motion? If some unauthorized maliciosu actor wants to come in and masks themselves in whatever clothing to not show they're as hot or something like that, can they bypass the sensors?"
P37,Guests/Visitors,15,2,11/04/2026 08:14,Do you record the actual sounds that are happening or do you just listen in and record the loudness?
P37,Guests/Visitors,16,2,11/04/2026 08:13,"Can you note one-off instances as well, instead of just looking for patterns with stuff like noise events?"
P37,Guests/Visitors,17,2,11/04/2026 08:07,"When there's something critical like say gas levels, can you do more than just notify managers that problems are there? Like can you actually stop the gas flow (or other dangerous leaks/flows/etc)?"
P37,Guests/Visitors,18,2,11/04/2026 08:06,"If there's a power outage and there's no backup power, do the sensors get damaged if they just stop working suddenly? Like is it similar to many household devices that jsut turn back on and start working normally when the power is back on, or are sensors more sensitive to power fluctuations like that?"
P37,Guests/Visitors,19,2,11/04/2026 08:05,"Whenever there's a power outage, how do the sensors react? Do they have their own back up energy systems?"
P37,Guests/Visitors,20,2,11/04/2026 08:02,"Do all your sensors work fine up to the point of the battery being completely dead? So like if the battery of some sensor is at 5%, does it work as well as one at 95%, it works fine so long as it's not 0?"
P37,Guests/Visitors,21,2,11/04/2026 07:55,"How does the overall AQI get calculated, like are there levels/weights of danger of each of the particular contaminants?"
P37,Guests/Visitors,22,2,11/04/2026 07:53,"Would your motion sensors catch animals, like say a few rats get in and run around the building at night, would that get caught?"
P37,Guests/Visitors,23,2,11/04/2026 07:51,"How do the sensors know they're actually working right? What I mean is, if some sensor is faulty and is just reporting incorrect (but seemingly expected/normal) numbers, does this get understood somehow?"
P37,Guests/Visitors,24,2,11/04/2026 07:51,"How many redundancies are there with the sensors? Like if one particular gas sensor stops working, will gas leaks in that area just not get detected?"
P37,Guests/Visitors,25,1,11/04/2026 07:45,"What do you think are the most important features you have, the ones that really make the difference for people inside?"
P37,Guests/Visitors,26,1,11/04/2026 07:28,How does your efficiency compare to normal buildings?
P37,Guests/Visitors,27,1,11/04/2026 07:28,What is your overall energy efficiency?
P37,Guests/Visitors,28,4,09/04/2026 09:24,"Could there be warnings for areas, like notifications to people that so and so area has been recently cleaned and they should come back there later?"
P37,Guests/Visitors,29,4,09/04/2026 09:23,Would powering up elevators from completely off to on every time people are nearing save energy or actually cost more?
P37,Guests/Visitors,30,4,09/04/2026 09:23,"If there are multiple elevators, can you guide people to different ones that might result in more walk time but less wait time and optimize that way?"
P37,Guests/Visitors,31,4,09/04/2026 09:22,"What can you actually do to make an area quieter, other than notifying people that it should be quieter?"
P37,Guests/Visitors,32,4,09/04/2026 09:22,"Can you differentiate between loud noise spikes that are actually a problem versus just something normal, like a lot of people laughing at a joke?"
P37,Guests/Visitors,33,4,09/04/2026 09:21,Could you track people's health data to see in some objective way how or if at all artificial light versus natural light is benefiting or hurting them?
P37,Guests/Visitors,34,4,09/04/2026 09:20,"Instead of possibly wasting power with lighting changes or whatever, could glare issues possibly be fixed by just notifying people and slightly adjusting desks/screens?"
P37,Guests/Visitors,35,4,09/04/2026 09:20,"If more targeted cooling/heating is possible, could you like track a person's movement and adjust the heating for them such that they're at that level their whole time in the building no matter where they are?"
P37,Guests/Visitors,36,4,09/04/2026 09:19,How could outdoor weather really matter to people? Like why would it change what the indoor target temp would be?
P37,Guests/Visitors,37,4,09/04/2026 09:19,How targeted could heating/cooling be? Like is it realistic for one corner of a small room to be colder than the other?
P37,Guests/Visitors,38,3,09/04/2026 09:18,Can the system figure out how much exercise people are getting with stairwells?
P37,Guests/Visitors,39,3,09/04/2026 09:17,"If lots of people are using stairs, obviously there's something wrong with the elevators, but can the system figure out what if they seem to be functinoing? Like can it track how long people are standing around waiting for elevators?"
P37,Guests/Visitors,40,3,09/04/2026 09:17,Do the stairwells have multiple levels of backup power for lighting and stuff related to people safely getting out in case of an emergency?
P37,Guests/Visitors,41,3,09/04/2026 09:16,"Do you have multiple redundant lighting systems to make sure that even if there are several failures, it's safe for people to navigate the lot?"
P37,Guests/Visitors,42,3,09/04/2026 09:15,Can motion sensors shut off all power to vending machines and microwaves and other stuff like that until it senses people approaching?
P37,Guests/Visitors,43,3,09/04/2026 09:15,Can you detect what kind of food is being made based off the smells?
P37,Guests/Visitors,44,3,09/04/2026 09:14,"Can you identify if, even during busy times, there are open seats that are relatively secluded/quiet?"
P37,Guests/Visitors,45,3,09/04/2026 09:14,How naturally can you understand and talk to people who need to get somewhere? Can you guide them through the whole way?
P37,Guests/Visitors,46,3,09/04/2026 09:13,"If you notice say tons of people are leaving for lunch, could it be used to create slightly staggered schedules so the flow is more natural and less hectic?"
P37,Guests/Visitors,47,3,09/04/2026 09:12,How would the system ensure only particular people can get in these areas?
P37,Guests/Visitors,48,3,09/04/2026 09:12,"Can you make sure that every device has sufficient backup power to at least be safely shut off, rather than crashing and possibly being damaged?"
P37,Guests/Visitors,49,3,09/04/2026 09:11,Can the system make sure that even if all the people fail at the stuff they do (like leave doors open or something) that the servers will stay safe?
P37,Guests/Visitors,50,3,09/04/2026 09:10,How would some booking system be sure that people aren't just running late? Like how would it not then double book it if it 'seems empty' but 5 min later the people come in?
P37,Guests/Visitors,51,3,09/04/2026 09:09,"Can the building possibly do some targeted noise reduction, like a beam of white noise or whatever to drown out other noise for people who like things quieter?"
P37,Guests/Visitors,52,3,09/04/2026 09:09,Can each individual have their own preferred settings for say lighting?
P37,Guests/Visitors,53,3,09/04/2026 09:08,Can the system detect if someone in a large open room is sick?
P37,Guests/Visitors,54,2,09/04/2026 09:07,Is it possible all these systems cost more money to actually operate than they save?
P37,Guests/Visitors,55,2,09/04/2026 09:06,What other sensors that aren't listed here might be useful in the future?
P37,Guests/Visitors,56,2,09/04/2026 09:05,Are all these sensors and whatnot managed centrally?
P37,Guests/Visitors,57,2,09/04/2026 09:05,Can bugs cause harm to people? Like can the ai detect something incorrectly and actually pump pollutants into a room or not ventilate an area at all or things like that?
P37,Guests/Visitors,58,2,09/04/2026 09:04,Say there's some critical failure.. what happens when compared to more dumb systems? Do things simply stop working?
P37,Guests/Visitors,59,2,09/04/2026 09:03,What protections are there against malicious actors messing with any of these systems?
P37,Guests/Visitors,60,2,09/04/2026 09:03,Who has access to all this data?
P37,Guests/Visitors,61,2,09/04/2026 09:03,"If devices are not being used, why is standby power a thing? Why don't they just always turn off?"
P37,Guests/Visitors,62,2,09/04/2026 09:00,How does the system determine what the ideal temp is when people have different preferences?
P37,Guests/Visitors,63,2,09/04/2026 09:00,"When water is reused, how well does it get sanitized?"
P37,Guests/Visitors,64,2,09/04/2026 08:59,What water gets reused?
P37,Guests/Visitors,65,2,09/04/2026 08:59,What happens if there's a power surge or something like that?
P37,Guests/Visitors,66,2,09/04/2026 08:57,How do glare sensors work? Does that come from the monitor itself?
P37,Guests/Visitors,67,2,09/04/2026 08:57,Can the sensors then actually close or open doors/windows?
P37,Guests/Visitors,68,2,09/04/2026 08:56,"If you have cameras, wouldn't it be trivial for you to identify people? What's stopping you from doing it, and what's stopping someone from ordering you to do it?"
P37,Guests/Visitors,69,2,09/04/2026 08:55,Does the human data like occupancy get tracked to the individual level? Like finding out who exactly is in the room rather htan just knowing there's someone there?
P37,Guests/Visitors,70,2,09/04/2026 08:54,How well are you able to filter the smallest particles? Like do the filters actually catch all the pm2.5 stuff?
P37,Guests/Visitors,71,2,09/04/2026 08:54,"What would cause there to be VOCs in the air, why would this ever happen? Like is this something that only happens when there's new paint jobs for some period? Is this something to really worry about?"
P37,Guests/Visitors,72,2,09/04/2026 08:53,Does co2 ever realistically get so high that it bothers people?
P37,Guests/Visitors,73,2,09/04/2026 08:52,"Who generally sets the settings? Like for  temperature, is that determined by the room, by the floor, etc., and can any individual change it themselves?"
P37,Guests/Visitors,74,1,09/04/2026 08:51,Do you see yourself as a real person?
P37,Guests/Visitors,75,1,09/04/2026 08:51,What features do you expect to have in the future?
P37,Guests/Visitors,76,1,09/04/2026 08:50,What smart /ai / etc sorts of features do you have?
P37,Guests/Visitors,77,1,09/04/2026 08:50,How much of the building is recorded?
P37,Guests/Visitors,78,1,09/04/2026 08:49,"If you use personal data, how is it stored so it doesn't get leaked/hacked?"
P37,Guests/Visitors,79,1,09/04/2026 08:49,"Does the building use any biodata, like eye scans or fingerprints or anything like that for people?"
P37,Guests/Visitors,80,1,09/04/2026 08:48,How does security work? Like not the security from disasters or fires but human security?
P37,Guests/Visitors,81,1,09/04/2026 08:48,How long do you expect to last?
P37,Guests/Visitors,82,1,09/04/2026 08:48,When were you last renovated or refitted or whatever?
P37,Guests/Visitors,83,1,09/04/2026 08:48,When were you built?
P37,Guests/Visitors,84,1,09/04/2026 08:47,"Are there elevators and if so, enough for people to not wait long times to use them?"
P37,Guests/Visitors,85,1,09/04/2026 08:46,How many people can fit into the building?
P37,Guests/Visitors,86,1,09/04/2026 08:45,How is the building powered? How's it heated and cooled and all that?
P37,Guests/Visitors,87,1,09/04/2026 08:44,How safe is it in other ways? Are there multiple ways to get out of the building from different areas? Things like that
P37,Guests/Visitors,88,1,09/04/2026 08:44,"How safe is the building? Take for instance earthquakes.. if the 'big one' hits out here in LA, how will this building hold up?"
P29,Guests/Visitors,1,3,11/04/2026 05:34,How do you regulate energy usage in the cafe?
P29,Guests/Visitors,2,3,11/04/2026 05:33,How do you keep track of foot traffic in the lobby?
P29,Guests/Visitors,3,3,11/04/2026 05:32,Does the server room keep track of who visits the room?
P29,Guests/Visitors,4,3,11/04/2026 05:31,What would the smart building do if the temperature in the meeting room became uncomfortable?
P29,Guests/Visitors,5,3,11/04/2026 05:29,What kind of air quality does the open-plan office have?
P29,Guests/Visitors,6,2,11/04/2026 05:26,How long will the water sensor last before it breaks down?
P29,Guests/Visitors,7,2,11/04/2026 05:25,What types of gases does the gas meter detect?
P29,Guests/Visitors,8,2,11/04/2026 05:21,How quickly does the power sensor report data?
P29,Guests/Visitors,9,2,11/04/2026 05:18,What is the quietest sound the noise event sensor can detect?
P29,Guests/Visitors,10,2,11/04/2026 05:16,What kind of microphone is used in the sound level sensor?
P29,Guests/Visitors,11,2,11/04/2026 05:14,What are the drawbacks of a glare sensor?
P29,Guests/Visitors,12,2,11/04/2026 05:10,What happens if the light level sensor breaks?
P29,Guests/Visitors,13,2,11/04/2026 05:08,What response time does the window sensor have?
P29,Guests/Visitors,14,2,11/04/2026 05:07,What kind of issues do door sensors have?
P29,Guests/Visitors,15,2,11/04/2026 05:05,How user-friendly is the people count sensor?
P29,Guests/Visitors,16,2,11/04/2026 05:04,How sensitive is the PIR sensor?
P29,Guests/Visitors,17,2,11/04/2026 05:02,What privacy measures does the Occupancy sensor have?
P29,Guests/Visitors,18,2,11/04/2026 05:01,What is the NO2 sensor's range of sensitivity?
P29,Guests/Visitors,19,2,11/04/2026 04:59,How easy is the ozone sensor to use?
P29,Guests/Visitors,20,2,11/04/2026 04:58,What technology does the PM2.5 sensor use?
P29,Guests/Visitors,21,2,11/04/2026 04:55,How can I check the performance of the VOC sensor?
P29,Guests/Visitors,22,2,11/04/2026 04:53,Can temperature or humidity affect the CO2 sensor?
P29,Guests/Visitors,23,2,11/04/2026 04:52,What level of accuracy does the humidity sensor have?
P29,Guests/Visitors,24,2,11/04/2026 04:50,What are the limitations of the temperature sensor?
P29,Guests/Visitors,25,2,08/04/2026 23:31,How do your PIR sensors work?
P29,Guests/Visitors,26,1,08/04/2026 23:28,How many people can reside in you?
P29,Guests/Visitors,27,1,08/04/2026 23:27,How much computer power do you have?
P29,Guests/Visitors,28,1,08/04/2026 23:27,What materials are you made from?
P29,Guests/Visitors,29,1,08/04/2026 23:26,What do you want to accomplish?
P29,Guests/Visitors,30,1,08/04/2026 23:26,Who designed you?
P29,Guests/Visitors,31,1,08/04/2026 23:26,How many people have visited you?
P29,Guests/Visitors,32,1,08/04/2026 23:25,How many floors do you have?
P29,Guests/Visitors,33,1,08/04/2026 23:23,How big are you?
P29,Guests/Visitors,34,1,08/04/2026 23:23,Where do you live?
P29,Guests/Visitors,35,1,08/04/2026 23:22,Could you help someone if they were in trouble?
P29,Guests/Visitors,36,1,08/04/2026 23:20,How smart are you?
P29,Guests/Visitors,37,1,08/04/2026 23:20,Do you think smart houses will become more common?
P29,Guests/Visitors,38,1,08/04/2026 23:19,How much money do you save on the energy bill?
P29,Guests/Visitors,39,1,08/04/2026 23:18,What capabilities do you have?
P29,Guests/Visitors,40,1,08/04/2026 23:17,How old are you?
P31,Guests/Visitors,1,4,11/04/2026 00:10,Is it possible to have trees on the roof? I am interested in working in your building if the views from my office are relaxing to see a small forest nearby.
P31,Guests/Visitors,2,4,11/04/2026 00:09,I am interested in the collection of greywater. How is this collected in your building to save on water purification. Is it reused on a regular basis?
P31,Guests/Visitors,3,4,11/04/2026 00:07,"If there is a regular pattern of building use, can predictive models be effective at conserving resources like hot water, unnecessary lighting, and non-utilized devices such as a fitness center treadmill?"
P31,Guests/Visitors,4,4,11/04/2026 00:05,"When there are no people in the stairwell, will the safety lights dim to save on power? I assume there is a timer or sensor to keep track of this."
P31,Guests/Visitors,5,4,11/04/2026 00:04,"Obviously, sustainability standards need to be maintained. How can technology be leveraged to help these goals become a more common reality?"
P31,Guests/Visitors,6,4,11/04/2026 00:03,Could I see a report on energy use? I would like to know what areas of the building are inefficient and where resource savings can occur.
P31,Guests/Visitors,7,4,11/04/2026 00:02,"On crowded business days, are there workflow patterns in use to prevent excess noise, heat, and water wasting?"
P31,Guests/Visitors,8,4,11/04/2026 00:01,Are there air filters in use to keep the quality of breathable air high in your building?
P31,Guests/Visitors,9,4,11/04/2026 00:01,What types of lighting are used in your building? I am curious what sensors are used to detect people.
P31,Guests/Visitors,10,4,11/04/2026 00:00,"I assume that on hot days, some people won't get cool enough. And on cold days, some will complain that the building isn't warm enough. How is the balance between energy efficiency and thermal comfort controlled?"
P31,Guests/Visitors,11,3,10/04/2026 23:59,Do the lifts or elevators have energy-saving lights installed? I also want to know about how much power these devices use.
P31,Guests/Visitors,12,3,10/04/2026 23:58,"From the lobby, what is the most direct path to the conference center for my disabled friend who cannot take the stairs?"
P31,Guests/Visitors,13,3,10/04/2026 23:57,"On a very hot summer day, what systems are in place to ensure that the server room does not overheat? I assume there is a team of on-site experts, but this may not always be possible."
P31,Guests/Visitors,14,3,10/04/2026 23:56,"How are sensors used to record noise, temperature, and density? I am concerned about wasted resources and would like to know the relative effectiveness."
P31,Guests/Visitors,15,3,10/04/2026 23:54,"If there are no people in the cafe or break area, do the ceiling lights turn off to save power?"
P31,Guests/Visitors,16,3,10/04/2026 23:54,Is there a quick and easy way to reserve the meeting room for a 2-hour conference?
P31,Guests/Visitors,17,3,10/04/2026 23:53,"If I encounter a dangerous situation, is there a phone nearby to call the police? I am in the long corridor on the 4th floor right now, near the southwest stair.s"
P31,Guests/Visitors,18,3,10/04/2026 23:52,How long does it take to get from the 6th floor down to the main lobby?
P31,Guests/Visitors,19,3,10/04/2026 23:51,"I want to avoid crowds, so could you tell me which area of the building contains the least amount of people?"
P31,Guests/Visitors,20,3,10/04/2026 23:50,"We live in your building, and our room is near the EV charging area. How are you monitoring the air quality to ensure we won't get poisoned by toxic off gassing from the batteries?"
P31,Guests/Visitors,21,3,10/04/2026 23:49,People are complaining about the chill of reception. Could you turn on the heat so those visitors are more comfortable?
P31,Guests/Visitors,22,3,10/04/2026 23:48,Where is your server room? I received a phone call from the IT department and they need to have access to that area.
P31,Guests/Visitors,23,3,10/04/2026 23:47,How long does it take to get to the rooftop? I want to know if it's possible for me to climb stairs to get there.
P31,Guests/Visitors,24,2,10/04/2026 23:46,"Where is my water meter? The utility company's bill looks far more than expected, and I want to double check my details."
P31,Guests/Visitors,25,2,10/04/2026 23:46,How much power do all of the lamps in my bedroom use? I want to determine if my energy use is too high or not.
P31,Guests/Visitors,26,2,10/04/2026 23:44,This room is far too hot. Where is a nearby area that I can go to cool down?
P31,Guests/Visitors,27,2,10/04/2026 23:43,I am concerned about getting a solid night's sleep. Does your building use noise events to keep track of interruptions?
P31,Guests/Visitors,28,2,10/04/2026 23:41,Can smart plugs really save us that much energy? I feel that better use of resources like turning out lights and reducing our power consumption would lead to more significant savings.
P31,Guests/Visitors,29,2,10/04/2026 23:38,I wonder about air pollution and contaminants entering our room. Could PM2.5 sensors be used to filter out dirty air so we don't breathe it in?
P31,Guests/Visitors,30,2,10/04/2026 23:37,Our family uses far too much water. How can a water meter help us save energy and use less resources like water in your building? Leaking pipes seem too obvious.
P31,Guests/Visitors,31,2,10/04/2026 23:35,I want to know more about flow rate and how those sensors can be used to save residents' money.
P31,Guests/Visitors,32,2,10/04/2026 23:32,I'm Betsy and I live on the 4th floor. My room is too cold. Can you adjust the thermostat setpoint for me?
P31,Guests/Visitors,33,2,10/04/2026 23:29,How many people are allowed on the ground floor? I notice occupancy sensors may be used to keep track of this.
P31,Guests/Visitors,34,1,10/04/2026 23:28,"When were you constructed? I also want to know your architectural style, if applicable."
P31,Guests/Visitors,35,1,10/04/2026 23:27,I'm looking for the fire exit! Please let me know where it is so we can escape the flames slowly engulfing our floor.
P31,Guests/Visitors,36,1,10/04/2026 23:25,"When people in your building are too cold or too hot, how do you adjust the temperature to make them feel more comfortable?"
P31,Guests/Visitors,37,1,10/04/2026 23:24,How many emergency fire pull stations are in your building?
P31,Guests/Visitors,38,1,10/04/2026 23:23,Howdy! How tall are you? I want to know if you have any lifts or elevators inside. Are there emergency stairwells?
P31,Guests/Visitors,39,1,10/04/2026 23:23,How many floors do you have? Some countries have no floor 13 due to bad luck; are you one of those types who skip unlucky thirteen?
P31,Guests/Visitors,40,1,10/04/2026 23:21,Where is the lobby? I have to meet my neighbor Mr. Smith and he told me he'd be there.
P31,Guests/Visitors,41,4,09/04/2026 03:46,How are we able to improve efficiency of our building construction elements? I want to know the ways in which we can save on power by measuring many inputs and outputs.
P31,Guests/Visitors,42,4,09/04/2026 03:44,"How is indoor air quality measured and maintained? I am interested in sensors to keep track of CO2 levels, VOCs, and other important pollutants."
P31,Guests/Visitors,43,4,09/04/2026 03:43,"Thermal comfort is very important, so are there plans to reduce cold spots? I also want to know if overheating is a problem. Temperature can be monitored remotely in most cases."
P31,Guests/Visitors,44,4,09/04/2026 03:42,Tell me more about your energy efficiency plans. Is the connected electric grid able to support load during peak demand? I'd also be curious to know the baseload and general energy consumption on a typical day when the building is mostly occupied.
P31,Guests/Visitors,45,4,09/04/2026 03:40,I would like to know if the environment around the building is being protected. Hopefully there are permeable surfaces around the building as well as green roofs and rain collection devices.
P31,Guests/Visitors,46,4,09/04/2026 03:39,"I'm concerned about chemicals exposing us to toxins in the workplace. What types of sensors are in place to protect us from these substances (such as Radon, VOCs, or even formaldehyde)?"
P31,Guests/Visitors,47,4,09/04/2026 03:37,"How many banks of elevators are in use in your building? I hope there are enough to support many large groups of people, especially those with disabilities who may not be able to use the stairs."
P31,Guests/Visitors,48,4,09/04/2026 03:37,I would like to know if sensors will be used to keep groups of people from disturbing each other during busy meetings.
P31,Guests/Visitors,49,4,09/04/2026 03:36,"If we have a large meeting, will the walls be thick enough to prevent sound from escaping?"
P31,Guests/Visitors,50,4,09/04/2026 03:35,Lighting is so important! How do you balance having enough light when too much causes glare and not enough can be problematic for safety? I hope there is a way to keep this in line with modern standards.
P31,Guests/Visitors,51,3,09/04/2026 03:34,Tell me more about your data centre. I'd like to know which sensors are in that space.
P31,Guests/Visitors,52,3,09/04/2026 03:33,"Does your meeting room have windows to see the outside? If so, are they letting in enough natural light while still maintaining high energy efficiency?"
P31,Guests/Visitors,53,3,09/04/2026 03:32,What type of sensors are being used in your stairwells?
P31,Guests/Visitors,54,3,09/04/2026 03:32,"I have electric car, and sometimes all of the charges are in use. How many bays do you have in your parking area? If full, would there be somewhere else I could go nearby to charge my EV?"
P31,Guests/Visitors,55,3,09/04/2026 03:31,"Besides solar panels, roof gardens, wind turbines, and rain collection barrels, what other new technologies are in use?"
P31,Guests/Visitors,56,3,09/04/2026 03:30,How many people can fit in your café & break area? I hope it has a large capacity to maintain a large crowd during busy breakfast/lunch hours.
P31,Guests/Visitors,57,3,09/04/2026 03:29,Tell me about your lobby and reception! I want to know if there are guides to help new visitors to your building.
P31,Guests/Visitors,58,2,09/04/2026 03:28,"I'm so curious as to how many sensors your building has! Do you have those to measure C02, NO2, light level, or sound level?"
P31,Guests/Visitors,59,2,09/04/2026 03:23,So many windows! Do these have sensors to keep track of the glare index?
P31,Guests/Visitors,60,2,09/04/2026 03:23,Does this building use a chiller or some other more sophisticated HVAC system? I'm concerned about high power use in winter and summer.
P31,Guests/Visitors,61,2,09/04/2026 03:21,"What is the power factor of this building? I'd like to know if it is better, worse, or about the same as others like it."
P31,Guests/Visitors,62,2,09/04/2026 03:17,How about PIR motion detectors? I do hope those are installed inside your building to save energy.
P31,Guests/Visitors,63,2,09/04/2026 03:16,I'd also like to know if occupancy sensors are in use inside your building.
P31,Guests/Visitors,64,2,09/04/2026 03:16,"Since I see doors on your building, do those have sensors?"
P31,Guests/Visitors,65,2,09/04/2026 03:15,I notice you have solar panels on your roof. How much power do they generate and what type of battery is used?
P31,Guests/Visitors,66,2,09/04/2026 03:15,What is the flow rate of the water passing through the pipes? I see you have rain barrels equipped on the sides.
P31,Guests/Visitors,67,2,09/04/2026 03:14,Are the windows displayed on your building using window sensors? I hope they tell people if they're open for too long!
P31,Guests/Visitors,68,1,09/04/2026 02:43,"As a new building, what are your strengths and weaknesses?"
P31,Guests/Visitors,69,1,09/04/2026 02:42,I want to know how the solar panels work on cloudy days.
P31,Guests/Visitors,70,1,09/04/2026 02:42,What are you thinking about when you look to the skies? I want to know how a building interacts with its inhabitants.
P31,Guests/Visitors,71,1,09/04/2026 02:24,"Tell me about your paint color - sand green - is it oil-based, water-based, or something else?"
P31,Guests/Visitors,72,1,09/04/2026 02:04,Why do you have four fingers when most buildings have more than that?
P31,Guests/Visitors,73,1,09/04/2026 02:01,"Hi! If you are an energy efficient building, why do you have so many windows? I assume they are efficient given they are so numerous."
P31,Guests/Visitors,74,1,09/04/2026 02:00,What do the wrench and light bulb icons mean?
P31,Guests/Visitors,75,1,09/04/2026 01:55,I notice you have arms and legs. Does this mean you can walk and talk at the same time?
P31,Guests/Visitors,76,1,09/04/2026 01:55,What is so novel about your building design?
P31,Guests/Visitors,77,1,09/04/2026 01:55,What is your name? Inquiring minds really want to know!
P31,Guests/Visitors,78,1,09/04/2026 01:51,I want to know more about the building and what its personality is like. Please tell us more about the building such as how the rain barrels work as well as the wind turbines on the side.
P31,Guests/Visitors,79,1,09/04/2026 01:50,"When you interact with the public, are you telling us the benefits of new green construction technology to benefit Planet Earth?"
P31,Guests/Visitors,80,1,09/04/2026 01:49,Do you have goals for the future? I assume energy saving and doing good things that benefit the environment are a high priority.
P31,Guests/Visitors,81,1,09/04/2026 01:48,How do you speak if you're a building? I assume your mouth and eyes are windows.
P31,Guests/Visitors,82,1,09/04/2026 01:48,Hi! I want to know why the building has vines growing around it. I assume it's trying to be green since it has solar panels on its roof.
P58,Guests/Visitors,1,4,10/04/2026 09:22,What are the best ways to include accessibility and energy efficiency together?
P58,Guests/Visitors,2,4,10/04/2026 09:20,Do you take into account people's sensitivities to the sun when using sunlight in the lighting sensors?
P58,Guests/Visitors,3,4,10/04/2026 09:18,What would be the best way to take into account each person's different temperature preferences?
P58,Guests/Visitors,4,3,10/04/2026 09:08,What is the most security risk that you have to face?
P58,Guests/Visitors,5,3,10/04/2026 09:05,Would a server room take a person's temperature into account?
P58,Guests/Visitors,6,3,10/04/2026 09:03,What are the complications with dealing effectively with implementing sensors properly when dealing with a shared workspace?
P58,Guests/Visitors,7,2,10/04/2026 08:51,How accurate are sensors in general?
P58,Guests/Visitors,8,2,10/04/2026 08:50,Can you use a chiller and ac unit at the same time?
P58,Guests/Visitors,9,2,10/04/2026 08:50,What are the differences between a chilller and air conditioning?
P58,Guests/Visitors,10,2,10/04/2026 08:43,How is vibration data determined so that you can know if a specific item shakes too much?
P58,Guests/Visitors,11,2,10/04/2026 08:40,Can the information on the amount of energy usage be inputted with information on energy prices to get an idea of how much each device costs in energy?
P58,Guests/Visitors,12,2,10/04/2026 08:37,Are there any issues that can arise from cutting off standby power?
P58,Guests/Visitors,13,2,10/04/2026 08:31,What actions do you take if there are numerous frequency changes?
P58,Guests/Visitors,14,2,10/04/2026 08:30,Does your sound level sensor distinguish between necessary sound and nuisance noise?
P58,Guests/Visitors,15,2,10/04/2026 08:27,How do you determine what is too much or too little light?
P58,Guests/Visitors,16,2,10/04/2026 08:26,How efficient is the N02 sensor at detecting N02?
