qid,personas,stage,question,level,level_name,latent_level,latent_level_name,gap_score,n_new,difficulty,answer_basis,answerability,why,latent_why,architecture,pipeline_stages,data_sources,new_items_str
qdec1af21d53f,Guests/Visitors,3,"When you're tracking visitor count, can you actually track who is visiting and when, without people manually looking at cameras or something?",1,Factual Recall,5,Systemic Synthesis,4,3,14,building-data,requires_extension,Asks yes/no whether visitor count can include identities/timestamps without manual camera review.,Needs automated identity/event feeds from visitor/access systems and fusion with timestamps.,ontology/knowledge graph; RBAC; report/export; [NEW] visitor-management registration feed (new data source; add visitor classes to ontology); [NEW] access-control/badge/QR event logs (new data source); [NEW] privacy/consent policy KB (add to ontology+KB),dialogue -> RBAC/privacy check -> ontology query -> [NEW] visitor registry retrieval -> [NEW] access-event retrieval -> identity/time fusion -> audit/export/report -> response,building ontology; [NEW] visitor-management database; [NEW] access-control/badge/QR logs; [NEW] privacy/consent records,Access / security systems; Other / niche; Policy / document KB
qe70adbd322ce,Guests/Visitors,4,Could you track people's health data to see in some objective way how or if at all artificial light versus natural light is benefiting or hurting them?,1,Factual Recall,5,Systemic Synthesis,4,3,14,building-data,requires_extension,A yes/no capability check about measuring light-health effects; surface answer is single-fact and clear.,"Requires health, light-exposure and location fusion plus causal modelling/reporting; all key feeds are missing.",LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; visualisation/reporting; RBAC; [NEW] consented health/wearable or survey feed (new data source); [NEW] illuminance/daylight/lighting feed (new data source + add to ontology); [NEW] indoor location/occupancy feed (new data source),dialogue -> intent classification -> consent/capability check -> ontology query -> [NEW] health/light/location ingestion -> exposure modelling -> causal/statistical analysis -> report/visualisation -> response,building ontology; floor plans; [NEW] health/wearable/survey store (new data source); [NEW] illuminance/daylight/lighting time-series (new data source); [NEW] indoor positioning/occupancy time-series (new data source),Lighting sensing/control; Occupancy sensing; Occupant surveys / feedback
qfba1171c7e47,Guests/Visitors,3,"Do you have multiple redundant lighting systems to make sure that even if there are several failures, it's safe for people to navigate the lot?",1,Factual Recall,5,Systemic Synthesis,4,3,14,hybrid,requires_extension,Yes/no about installed redundant lot lighting; clear single safety feature check.,"Needs site lighting/power topology, failure-scenario modelling and photometric safety checks; exterior lighting data missing.","ontology/knowledge graph; floor-plan + spatial reasoning; Agentic RAG; analytics sandbox; visualisation; [NEW] parking-lot/site plan and photometric lighting design in inputs/; [NEW] exterior lighting inventory, circuits and backup-power assets added to ontology+KB; [NEW] lighting/power status or test feed (new data source)",dialogue -> intent classification -> [NEW] site/lighting data ingestion -> ontology query -> failure-scenario analytics -> photometric/safety check -> visualisation -> response,[NEW] parking-lot/site plan and photometric layout (inputs/ file); [NEW] exterior luminaire inventory/circuit topology/backup-power docs (add to ontology+KB); [NEW] lighting/power status or test records (new data source); general safety illuminance criteria,Energy metering; Lighting sensing/control; Parking / EV
q747719b2f1b7,Guests/Visitors,3,Can you detect what kind of food is being made based off the smells?,1,Factual Recall,5,Systemic Synthesis,4,2,13,building-data,requires_extension,Capability yes/no about food-smell detection; clear check of sensing ability.,Actual detection needs new odor/VOC sensors plus trained food-odor ML classifier and confidence handling.,ontology/knowledge graph; analytics sandbox; visualisation; [NEW] e-nose/VOC sensor array feed (new data source; add to ontology); [NEW] labelled food-odor training corpus/classifier (new data source/new method),dialogue -> capability check -> ontology query -> [NEW] VOC/e-nose ingestion -> feature extraction -> [NEW] food-odor classification -> confidence/report -> response,building ontology; [NEW] VOC/e-nose sensor time-series; [NEW] labelled food-odor dataset/model; [NEW] kitchen/cafe source-location metadata,Extended IAQ (PM/VOC/NO2 etc.); Other / niche
q36936a108b86,Guests/Visitors,3,"Can you identify if, even during busy times, there are open seats that are relatively secluded/quiet?",1,Factual Recall,5,Systemic Synthesis,4,3,14,building-data,requires_extension,"Capability yes/no about finding open, secluded, quiet seats during busy periods.","Requires fusing seating layout, live occupancy, noise data and spatial scoring; key streams absent.",ontology/knowledge graph; floor-plan + spatial reasoning; capability KB; analytics sandbox; recommendation/visualisation; [NEW] seating inventory annotations (add to ontology+KB or inputs file); [NEW] occupancy/seat-availability feed (new data source; add to ontology); [NEW] noise sensor feed (new data source; add to ontology),dialogue -> spatial/recommendation intent -> ontology/floor-plan query -> [NEW] seating lookup -> [NEW] occupancy/noise retrieval -> busy-period analytics -> secluded/quiet scoring -> ranked map/response,building ontology; floor plans PDF/DWG; capability KB; [NEW] seating inventory; [NEW] occupancy/seat-availability time-series; [NEW] noise dBA time-series,Noise / acoustic sensing; Occupancy sensing; Other / niche
q44fce81e9031,Guests/Visitors,3,Can the system detect if someone in a large open room is sick?,1,Factual Recall,5,Systemic Synthesis,4,3,14,building-data,requires_extension,Visitor asks a yes/no capability check about illness detection in an open room.,"Illness detection needs multi-modal health/occupancy sensing, privacy rules and classification beyond current sensors.","ontology/knowledge graph; analytics sandbox; alert/report intake; [NEW] health/anomaly sensing feed such as thermal, wearable or symptom reports (new data source + add classes to ontology); [NEW] occupancy/localisation feed (new data source); [NEW] privacy/consent policy KB (add to capability KB)",dialogue -> capability check -> ontology query -> [NEW] health/occupancy ingestion -> analytics/model inference -> privacy/consent filter -> alert/report -> response,building ontology; [NEW] health-related sensor/report feed; [NEW] occupancy/localisation time-series; [NEW] privacy/consent policy facts,Occupancy sensing; Other / niche; Policy / document KB
q85919c11a41b,Guests/Visitors,2,Can the information on the amount of energy usage be inputted with information on energy prices to get an idea of how much each device costs in energy?,1,Factual Recall,5,Systemic Synthesis,4,3,14,hybrid,requires_extension,Yes/no capability check about combining energy use with prices; no deep human reasoning required.,"Per-device costing needs energy time series, tariff data, device mapping and aggregation; energy/tariffs are missing.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; visualisation; report/export; [NEW] device-level energy submetering or energy-use import feed (new data source + add energy points to ontology); [NEW] energy-tariff API or tariff table (external data source / inputs file); [NEW] device-meter cost-allocation model (add to ontology+KB),dialogue -> intent classification -> ontology query/device mapping -> [NEW] energy-use ingestion -> [NEW] tariff retrieval -> analytics(cost allocation and aggregation) -> visualisation/report -> response,building ontology; [NEW] device-level energy meter time-series or imported energy-use file; [NEW] tariff API/table; [NEW] device-meter mapping/cost-allocation metadata,Energy metering; Other / niche; Tariff / cost data
q23beb7c40471,IT/Data Scientists,4,Could smart buildings analyze lift occupancy during peak times and then suggest alternative routes to reduce wait times?,1,Factual Recall,5,Systemic Synthesis,4,1,12,building-data,requires_extension,Yes/no capability check; surface answer is whether lift-occupancy analysis and routing can be supported.,"Needs lift occupancy/call data, peak analytics, spatial routing and recommendations; lift occupancy is absent.",ontology/knowledge graph; time-series store; analytics sandbox; forecasting; floor-plan spatial reasoning; recommendation; visualisation; [NEW] lift occupancy/call-log feed (new sensor/API + add points to ontology),dialogue -> intent classification -> ontology/floor-plan query -> [NEW] lift occupancy/call-log retrieval -> peak analytics/forecast -> route recommendation -> visualisation -> response,building ontology; floor plans; capability KB lift facts; [NEW] lift occupancy/call-log time-series feed,Occupancy sensing
q8098ea434519,IT/Data Scientists,3,Can an alert be sent to anyone in the underground car park if unhealthy air quality is found? Like real time text alerts?,1,Factual Recall,5,Systemic Synthesis,4,4,15,hybrid,requires_extension,Capability yes/no for conditional alerting; thresholds can be specified operationally.,"Needs AQ thresholds, new pollutant sensors, car-park presence detection, and SMS broadcast integration.",ontology/knowledge graph; time-series store; analytics sandbox; LangGraph alert intent; RBAC; [NEW] underground car park metadata/plan (add to ontology+KB or inputs/ file); [NEW] air-quality pollutant sensor feeds for CO/NO2/PM/VOC (new sensor feed; add points/classes to ontology); [NEW] air-quality threshold policy (add to capability KB); [NEW] occupant/device presence or geofence feed (new data source/API); [NEW] SMS/text alert service (new external API),dialogue -> intent classification -> ontology/spatial query -> [NEW] AQ sensor ingestion -> threshold/anomaly detection -> [NEW] presence/geofence lookup -> [NEW] SMS/text alert dispatch -> response,building ontology; [NEW] underground car park plan/metadata (inputs/ file and ontology+KB); [NEW] CO/NO2/PM/VOC sensor feeds (new sensor feed); [NEW] air-quality threshold policy (add to capability KB); [NEW] occupant/location feed (new data source/API); [NEW] SMS gateway (new external API),Extended IAQ (PM/VOC/NO2 etc.); Occupancy sensing; Other / niche; Policy / document KB
qca222e8873b6,IT/Data Scientists,3,Are there ways to instantly get notified when a room becomes available and is no longer in use?,1,Factual Recall,5,Systemic Synthesis,4,2,13,building-data,requires_extension,Clear yes/no capability question about instant availability notifications.,Instant availability needs occupancy+calendar fusion and alerting; those feeds are absent.,LangGraph; ontology/knowledge graph; time-series store; analytics/event rules; alert service; visualisation; [NEW] occupancy sensor feed (new data source + add Occupancy points to ontology); [NEW] room-booking/calendar API (external API + add to ontology+KB),dialogue -> availability/alert intent -> ontology room query -> [NEW] occupancy/calendar retrieval -> event detection -> subscription/notification rule -> alert -> response,building ontology and floor plans; [NEW] occupancy time-series; [NEW] room-booking/calendar feed; user notification preferences,Calendar / room-booking API; Occupancy sensing
q0838fbdd9804,IT/Data Scientists,1,is mr.X in his office?,1,Factual Recall,5,Systemic Synthesis,4,2,13,building-data,requires_extension,Surface asks for a single current presence fact once the person/office is identified.,Requires person-office mapping plus live presence/access/Wi-Fi fusion; none exists.,ontology/knowledge graph; time-series store; analytics sandbox; RBAC; [NEW] occupant directory and office assignment (add to ontology+KB); [NEW] presence feed from occupancy/access/Wi-Fi (new data source),dialogue -> RBAC/privacy check -> person resolution -> [NEW] directory/office lookup -> [NEW] presence/access retrieval -> presence inference -> response,building ontology; [NEW] occupant directory and office assignment (add to ontology+KB); [NEW] occupancy/access/Wi-Fi presence time-series (new data source),Occupancy sensing; Other / niche
q3ef9ab1e296b,Guests/Visitors,4,Can panels display the expected wait times for elevators so that People can choose the most efficient way to move throughout the building.,1,Factual Recall,5,Systemic Synthesis,4,2,13,building-data,requires_extension,"Visitor asks a yes/no capability; clear target, single capability fact.","Needs lift telemetry, people-flow prediction and signage integration; current bldg lacks these feeds.",LangGraph; ontology/knowledge graph; floor-plan/spatial reasoning; forecasting; visualisation; [NEW] elevator controller telemetry feed (new data source); [NEW] people-counting sensors (new data source); [NEW] digital-signage panel API/metadata (new data source + add to ontology),dialogue -> intent classification -> ontology/spatial query -> [NEW] lift/signage telemetry retrieval -> wait-time forecasting -> route/wait comparison -> panel visualisation update -> response,building ontology; floor plans; capability KB lift facts; [NEW] elevator controller time-series; [NEW] people-counting time-series; [NEW] digital-signage panel registry/API,Occupancy sensing; Other / niche
q41f2337a34d0,Occupants/Tenants/Employees; Student/Researchers/Academics,3,How many visitors are currently in the lobby?,1,Factual Recall,5,Systemic Synthesis,4,3,14,building-data,requires_extension,Asks for one current count in a named area; no comparison or diagnosis.,Exact visitor count needs fusing lobby people detection with visitor/access records; neither feed exists.,ontology/knowledge graph; time-series store; analytics sandbox; RBAC/privacy filtering; [NEW] lobby people-count/indoor-positioning feed (new data source + add to ontology); [NEW] visitor-management/access-control feed (new data source),dialogue -> intent classification -> ontology query(lobby) -> [NEW] location/people-count retrieval -> [NEW] visitor registry retrieval -> privacy-safe fusion -> count -> response,building ontology; [NEW] lobby people-count/location time-series; [NEW] visitor registry/access-control feed,Access / security systems; Occupancy sensing; Other / niche
qed1b706d71dd,Occupants/Tenants/Employees,1,how many peple are inside the building right now ?,1,Factual Recall,5,Systemic Synthesis,4,2,13,building-data,requires_extension,Asks for one current count; conceptually a single factual value with clear wording.,Needs building-wide people-count fusion from occupancy and access systems; current building has no occupancy streams.,LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; [NEW] people-count/occupancy sensors (new sensor feed added to ontology); [NEW] access-control/turnstile/visitor-log API (new data source),dialogue -> intent classification -> ontology query for building/floors -> [NEW] occupancy/access retrieval -> deduplicate and aggregate current count -> uncertainty check -> response,"building ontology; [NEW] building-wide occupancy/people-count time-series; [NEW] access-control, turnstile and visitor-log feeds",Access / security systems; Occupancy sensing
q5200c9f386c4,Guests/Visitors; Occupants/Tenants/Employees,2,How much natural light is currently hitting the building?,1,Factual Recall,5,Systemic Synthesis,4,3,14,building-data,requires_extension,"Requests a current measured quantity, though the system must define the light metric and scope.","Requires daylight/irradiance feeds, weather/solar data, geometry and modelling; light/weather are not integrated.",ontology/knowledge graph; floor-plan + spatial reasoning; analytics sandbox; visualisation; [NEW] exterior daylight/irradiance sensor feed via new data source; [NEW] weather/solar irradiance API; [NEW] façade/roof geometry and shading model added to ontology + inputs/ files,dialogue -> intent classification -> clarify metric/unit -> ontology/spatial geometry query -> [NEW] irradiance/weather retrieval -> daylight/solar exposure modelling -> aggregate current exposure -> visualisation -> response,building ontology; floor plans; [NEW] daylight/irradiance sensors; [NEW] weather/solar API; [NEW] façade/roof geometry and shading data in ontology/inputs,Lighting sensing/control; Other / niche; Weather feed
q81a65bf3f548,Student/Researchers/Academics,4,Can you provide sustainability reports?,1,Factual Recall,5,Systemic Synthesis,4,4,15,building-data,requires_extension,Capability check: asks whether sustainability reports can be provided.,Full ESG report needs energy/water/waste/carbon feeds and multi-section reporting; current sensors cover only temp/CO2/RH.,"ontology/knowledge graph; time-series store; analytics sandbox; LangGraph report generation; visualisation/export; [NEW] energy meter feed (new data source, add to ontology); [NEW] water meter feed (new data source, add to ontology); [NEW] waste/recycling records (new data source or inputs file); [NEW] carbon factors/utility data (external API/data source)",dialogue -> intent classification -> capability check -> ontology query -> [NEW] utility/waste/carbon ingestion -> analytics/aggregation -> report generation -> visualisation/export -> response,building ontology; existing indoor-environment time-series where relevant; [NEW] energy meter time-series; [NEW] water meter time-series; [NEW] waste/recycling records; [NEW] emissions factors/utility bills,Carbon / ESG data; Energy metering; Waste / recycling; Water metering
q03fecd6f41c6,Student/Researchers/Academics,4,Can you provide energy-saving suggestions?,1,Factual Recall,5,Systemic Synthesis,4,3,14,hybrid,requires_extension,Yes/no capability check for suggestions; clear single-fact ask.,"Tailored savings need energy meters, context feeds, analytics/forecasting and ranked recommendations.",LLM; LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; recommendation/report generation; visualisation; [NEW] energy submetering feed (new data source + add to ontology); [NEW] weather API; [NEW] occupancy/calendar feed,dialogue -> capability check/recommend intent -> ontology query -> [NEW] energy/weather/occupancy retrieval -> baseline and anomaly analysis -> forecasting/scenario ranking -> recommendation report/visualisation -> response,building ontology; HVAC topology; live Floor 5 temperature/CO2/humidity; [NEW] energy meter/submeter time-series; [NEW] weather feed; [NEW] occupancy or calendar feed,Energy metering; Occupancy sensing; Weather feed
qe343e6266da3,Occupants/Tenants/Employees,4,Are there any safety concerns detected?,1,Factual Recall,5,Systemic Synthesis,4,3,14,building-data,requires_extension,Current yes/no alert-status lookup; clear and determinate if safety feeds exist.,Broad safety status needs alert fusion across life-safety/security/IAQ; only limited IAQ/reports exist.,LangGraph alert intent; ontology/knowledge graph; time-series store; analytics sandbox/anomaly detection; report intake; RBAC; visualisation; [NEW] fire/life-safety panel feed (new data source + add to ontology); [NEW] security/lift/water-leak alarm feeds (new data source); [NEW] live IAQ streams floors 0-4 (new data source),dialogue -> alert intent -> RBAC -> ontology query -> active report/alert retrieval -> time-series threshold/anomaly check -> [NEW] safety-feed retrieval -> severity summary -> response,building ontology; report intake Postgres; floor 5 temperature/CO2/humidity time-series; capability KB fire-safety facts; [NEW] fire/smoke alarm events; [NEW] security/lift/water-leak alarms; [NEW] floors 0-4 IAQ streams,Live streams floors 0-4; Other / niche; Water metering
q651cfa1da035,IT/Data Scientists; Building Owners/Property Managers,3,Can the system help find a quiet spot?,1,Factual Recall,5,Systemic Synthesis,4,2,13,building-data,requires_extension,Capability check: whether the system can locate a quiet place.,Needs spatial search plus noise/occupancy fusion and ranking; required noise and occupancy feeds are absent.,ontology/knowledge graph; floor-plan/spatial reasoning; capability KB; analytics sandbox; recommendation; visualisation; [NEW] noise sensor feed (new data source); [NEW] occupancy or booking/calendar feed (new data source),dialogue -> clarify location/preferences -> spatial query for candidate spaces -> [NEW] noise/occupancy retrieval -> rank quiet available spots -> map/wayfinding visual -> response,building ontology; floor plans; capability KB; [NEW] noise time-series; [NEW] occupancy or booking/calendar data,Noise / acoustic sensing; Occupancy sensing
q728c6f7b5743,IT/Data Scientists; Building Owners/Property Managers,3,Does the building track movement to optimise cleaning?,1,Factual Recall,5,Systemic Synthesis,4,5,16,building-data,requires_extension,Capability check: whether movement tracking exists for cleaning optimisation.,"Cleaning optimisation needs movement analytics fused with zones, schedules and work orders; these feeds are missing.",ontology/knowledge graph; floor-plan/spatial reasoning; analytics sandbox; report generation; visualisation; [NEW] movement/occupancy tracking feed (new data source); [NEW] cleaning CMMS/work-order and schedule API (new data source); [NEW] cleaning policy thresholds added to capability KB,dialogue -> capability check -> ontology/spatial query -> [NEW] movement retrieval -> [NEW] cleaning schedule/work-order retrieval -> traffic analytics -> cleaning-priority ranking/report -> response,building ontology; floor plans; [NEW] movement/occupancy time-series; [NEW] cleaning CMMS/work-order data; [NEW] cleaning policy KB entries,Calendar / room-booking API; Maintenance / CMMS records; Occupancy sensing; Other / niche; Policy / document KB
q76fa089820dd,IT/Data Scientists; Building Owners/Property Managers,2,Does the sensor data identify energy waste area?,1,Factual Recall,5,Systemic Synthesis,4,3,14,building-data,requires_extension,Yes/no capability check; human recalls whether sensor data can identify energy-waste areas.,"Area waste needs energy submeters, occupancy/weather normalization, spatial fusion and anomaly analytics; feeds absent.","LangGraph; ontology/knowledge graph; time-series store; analytics sandbox/anomaly detection; floor-plan/spatial reasoning; visualisation/reporting; [NEW] energy submetering feed (new data source, add to ontology); [NEW] occupancy sensing feed (new data source, add to ontology); [NEW] weather API (external API)",dialogue -> intent classification -> ontology/spatial query -> [NEW] energy/occupancy/weather retrieval -> time-series alignment -> anomaly/waste analytics -> visualisation/report -> response,building ontology; floor plans; floor-5 temperature/CO2/humidity streams; [NEW] area energy submeter time-series; [NEW] occupancy time-series; [NEW] weather feed,Energy metering; Occupancy sensing; Weather feed
qab253fad03ce,Building Owners/Property Managers,4,CAN YOU NOTIFY ENERGY WASTE ?,1,Factual Recall,5,Systemic Synthesis,4,4,15,building-data,requires_extension,Capability/action request: can alerts be sent for energy waste; yes/no setup task.,Waste alerts need energy plus context (occupancy/schedule/equipment) and anomaly/rule logic; energy streams absent.,LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox/anomaly detection; alert service; [NEW] energy submetering feed (new data source); [NEW] occupancy/schedule feed (new data source/API); [NEW] equipment/lighting/HVAC status feed (new data source; add to ontology); [NEW] energy-waste policy rules (add to capability KB/inputs YAML),dialogue -> alert intent -> ontology asset query -> [NEW] energy/context retrieval -> waste/anomaly rules -> alert subscription/notification -> response,building ontology; capability KB hours; [NEW] energy meter/submeter time-series; [NEW] occupancy/schedule feed; [NEW] equipment/lighting/HVAC status feed; [NEW] waste policy thresholds,Energy metering; Lighting sensing/control; Occupancy sensing; Waste / recycling
qab85a61f9168,Building Owners/Property Managers,3,CAN YOU SEND REAL TIME ALARTS FOR SYSTEM FASILURE?,1,Factual Recall,5,Systemic Synthesis,4,2,13,building-data,requires_extension,Yes/no alerting capability check; expected answer is a single capability statement.,"Real-time failure alerts require cross-system monitoring, failure rules and notification delivery.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; anomaly/failure detection; alert intent; RBAC; [NEW] BMS fault/alarm feeds (new data source; add to ontology); [NEW] notification gateway API for email/SMS/Teams,dialogue -> capability check -> configure alert policy -> ontology query -> monitor live streams/alarm feeds -> detect failure -> send notification -> log alert -> response,building ontology; live available environmental streams; [NEW] BMS/equipment fault and alarm feeds; [NEW] notification recipient/channel registry via external notification API,BMS actuation / write-back; Other / niche
q80aab24968d2,Guests/Visitors,4,Are energy trends sorted to exclude unusual events? Certain months could have higher usage based on different and increased use of the location which could artificially change the data,1,Factual Recall,5,Systemic Synthesis,4,3,14,building-data,requires_extension,"Yes/no capability check about anomaly exclusion; clear, single-fact surface despite analytics behind it.","Needs energy trends plus event, occupancy and weather context to normalise or exclude abnormal months.",LangGraph; ontology/knowledge graph; time-series store; analytics sandbox/anomaly detection; visualisation; [NEW] energy meter feed (new data source); [NEW] occupancy/event calendar feed (new data source/API); [NEW] weather API (external API),dialogue -> intent classification -> ontology query -> [NEW] energy/event/weather retrieval -> anomaly and context detection -> trend normalisation/exclusion -> visualisation -> response,building ontology; [NEW] energy meter time-series (new sensor feed); [NEW] occupancy/event calendar data (new data source/API); [NEW] weather time-series (external API),Energy metering; Occupancy sensing; Weather feed
q6236c88e7761,Guests/Visitors,4,Is the system able to let me know which areas to focus on to find items to move to off-peak consumption to save money?,1,Factual Recall,5,Systemic Synthesis,4,4,15,building-data,requires_extension,Capability check on whether the system can rank off-peak savings targets; clear yes/no surface.,"Requires load profiles, tariffs, schedules and modelling to rank shiftable items and estimate savings.",LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; recommendation/report generation; visualisation; [NEW] energy submetering feed (new sensor feed); [NEW] tariff/TOU price API (external API); [NEW] controllable-load inventory and schedules (add to ontology+KB or inputs/ YAML); [NEW] occupancy/calendar feed (new data source/API),dialogue -> intent classification -> ontology query -> [NEW] energy/tariff/schedule retrieval -> load profiling and forecasting -> shiftability and savings analysis -> ranked recommendations/report -> response,building ontology; [NEW] area/equipment energy time-series (new sensor feed); [NEW] tariff/TOU data (external API); [NEW] controllable-load schedules/inventory (add to ontology+KB or inputs/ YAML); [NEW] occupancy/calendar data (new data source/API),Calendar / room-booking API; Energy metering; Occupancy sensing; Tariff / cost data
q9c7373c09b78,Guests/Visitors,4,Are the energy efficiency tools able to determine on its own which items are in use?,1,Factual Recall,5,Systemic Synthesis,4,3,14,building-data,requires_extension,"Yes/no capability check on automatic item-use detection; clear, single-fact surface.",Automatic item-use inference needs device power/status feeds and modelling; current building lacks those modalities.,LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; visualisation; [NEW] energy submeter/smart-plug feeds (new sensor feeds); [NEW] equipment status feeds (new sensor/BMS data source); [NEW] equipment inventory and use-state classes (add to ontology+KB); [NEW] device-use inference model/config (add to ontology+KB or inputs/ file),dialogue -> capability check -> ontology query -> [NEW] equipment/status/energy retrieval -> use-state inference/model scoring -> confidence summary -> response,building ontology; [NEW] smart-plug/submeter time-series (new sensor feed); [NEW] equipment status time-series (new sensor/BMS data source); [NEW] equipment inventory/use-state model (add to ontology+KB or inputs/ file),BMS actuation / write-back; Energy metering; Other / niche
q4cbd1e618e7b,Guests/Visitors,3,at night is the car park monitored closely for safety? are alerts sent to employees to inform them of anything that may seem suspicious?,1,Factual Recall,5,Systemic Synthesis,4,3,14,building-data,requires_extension,Clear capability check about night monitoring and suspicious-activity alerts.,"Needs new car-park/security sensing, night event analytics and employee alert workflow.","LangGraph orchestrator; ontology/knowledge graph; capability KB; analytics sandbox; alerting; [NEW] car-park zone metadata (add to ontology + capability KB); [NEW] CCTV/security monitoring feed (new data source); [NEW] access-control, patrol and incident logs (new data source); [NEW] suspicious-activity event feed/analytics API (new data source/API); [NEW] employee notification API (new API)",dialogue -> capability/alert intent -> ontology and capability KB query -> [NEW] car-park/security feed retrieval -> night suspicious-event analytics -> alert policy check -> employee notification workflow -> response,building ontology; capability KB; [NEW] car-park metadata; [NEW] CCTV/security event feed; [NEW] access-control logs; [NEW] patrol/incident logs; [NEW] employee notification API,Access / security systems; Calendar / room-booking API; Other / niche
q55ec5bffc036,Guests/Visitors,3,Can the break area keep track of what is being sold or not sold by the vending machines? can it help determine what might be better options based on what is selling?,1,Factual Recall,5,Systemic Synthesis,4,1,12,building-data,requires_extension,Capability check for vending tracking/recommendation; no specific product decision requested.,Requires new vending POS/inventory feeds plus product catalog and recommendation/forecast analytics.,LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; visualisation/reporting; [NEW] vending POS/sales API (new data source); [NEW] vending inventory/stock API (new data source); [NEW] product catalog/options metadata (add to ontology+KB),dialogue -> intent classification -> ontology lookup(vending machines) -> [NEW] POS/inventory retrieval -> sales aggregation -> slow/fast-mover analytics -> recommendation/forecast -> visualisation/report -> response,building ontology; capability KB; [NEW] vending POS sales time-series (new data source); [NEW] vending inventory/stock feed (new data source); [NEW] product catalog/options metadata (add to ontology+KB),Other / niche
q228937cf6b15,Guests/Visitors,3,Can the lobby detect when people should not be in the building are present? Can the lobby send alerts to help keep management on top of this?,1,Factual Recall,5,Systemic Synthesis,4,2,13,building-data,requires_extension,Yes/no capability check for unauthorized-presence alerts; target and action are clear.,Needs identity/access/security feeds fused with lobby presence detection and authorization rules for alerts.,LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; RBAC; alert service; [NEW] access-control/badge logs (new data source); [NEW] CCTV or people-detection security sensor feed (new data source); [NEW] visitor/authorization policy data (add to ontology+KB),dialogue -> intent classification -> ontology/spatial lookup(Lobby) -> [NEW] security/access feed retrieval -> presence/identity match -> authorization rule check -> alert -> response,building ontology; floor plans; capability KB; [NEW] access-control/badge log feed (new data source); [NEW] CCTV/people-detection feed (new data source); [NEW] visitor/authorization policy data (add to ontology+KB),Access / security systems; Policy / document KB
q53ec6f40a5e4,Guests/Visitors,3,Can the lobby building detect when there is an abnormally low or high amount of foot traffic? can it help determine why this might be?,1,Factual Recall,5,Systemic Synthesis,4,3,14,building-data,requires_extension,"Framed as a capability check for anomaly detection/explanation, not a specific traffic event.","Needs new footfall time-series, anomaly analytics, and context feeds to explain likely causes.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; anomaly detection; correlation analytics; visualisation/reporting; [NEW] lobby footfall/people-count sensor feed (new data source + add Points to ontology); [NEW] room/calendar/event API (external API); [NEW] weather API (external API),dialogue -> intent classification -> ontology lookup(Lobby) -> [NEW] footfall retrieval -> baseline/anomaly detection -> [NEW] event/weather retrieval -> correlation/causal hypothesis ranking -> visualisation/report -> response,building ontology; floor plans; capability KB; [NEW] lobby footfall time-series (new sensor feed); [NEW] calendar/event feed (external API); [NEW] weather feed (external API),Calendar / room-booking API; Occupancy sensing; Weather feed
q148a79cfd689,Guests/Visitors,3,In the server room can I have specific pieces of equipment logged to see who has been accessing them and what they have been doing?,1,Factual Recall,5,Systemic Synthesis,4,2,13,building-data,requires_extension,"Capability check for equipment-level access/activity logging; yes/no style, single-fact answer.","Needs asset inventory, identity/access logs and activity telemetry fused into equipment audit reports.",ontology/knowledge graph; LangGraph orchestrator; RBAC; analytics sandbox; report generation; [NEW] server-equipment asset inventory added to ontology+KB; [NEW] access-control/RFID/CCTV log feed; [NEW] equipment activity audit feed,dialogue -> intent classification -> RBAC -> ontology query(Server Room assets) -> [NEW] ingest access/activity logs -> identity-asset correlation -> audit analytics -> report/visualisation -> response,building ontology; [NEW] server-equipment asset inventory added to ontology+KB; [NEW] access-control identity logs; [NEW] equipment audit/activity logs; [NEW] CCTV/RFID feed if needed,Access / security systems; Other / niche
q321aee1d263b,Guests/Visitors,4,Can detectors for pollen and pollutants be combined with weather data to find sources of pollution?,1,Factual Recall,5,Systemic Synthesis,4,3,14,hybrid,requires_extension,Yes/no feasibility/capability check; single-fact wording despite complex implementation.,"Source attribution needs air-quality/pollen sensors, weather/wind and GIS fusion; missing feeds.",LLM; ontology/knowledge graph; time-series store; analytics sandbox; visualisation; [NEW] pollen and pollutant sensor feeds (new data source + add classes to ontology); [NEW] weather API; [NEW] GIS/source-inventory files (inputs/),"dialogue -> capability check -> ontology query -> [NEW] pollen/pollutant and weather retrieval -> analytics(correlation, wind-rose/source attribution) -> map/visuals -> response",general pollution-source attribution knowledge; building ontology; [NEW] pollen and PM/NO2/VOC sensor time-series; [NEW] weather/wind feed; [NEW] GIS/source inventory,Extended IAQ (PM/VOC/NO2 etc.); Other / niche; Weather feed
