PID,Roles,Stage,Timestamp,Question,domain_l1,query_type_l2,intent,temporal,spatial,complexity
P29,Guests/Visitors,3,10/04/2026 23:48,Where is your server room? I received a phone call from the IT department and they need to have access to that area.,WAYFINDING,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P29,Guests/Visitors,3,10/04/2026 23:47,How long does it take to get to the rooftop? I want to know if it's possible for me to climb stairs to get there.,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,2,10/04/2026 23:46,"Where is my water meter? The utility company's bill looks far more than expected, and I want to double check my details.",ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,2,10/04/2026 23:46,How much power do all of the lamps in my bedroom use? I want to determine if my energy use is too high or not.,ENERGY,ANOMALY,DIAGNOSTIC,STATIC,UNSPECIFIED,AGGREGATION
P29,Guests/Visitors,2,10/04/2026 23:44,This room is far too hot. Where is a nearby area that I can go to cool down?,THERMAL,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P29,Guests/Visitors,2,10/04/2026 23:43,I am concerned about getting a solid night's sleep. Does your building use noise events to keep track of interruptions?,WELLBEING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,2,10/04/2026 23:41,Can smart plugs really save us that much energy? I feel that better use of resources like turning out lights and reducing our power consumption would lead to more significant savings.,ENERGY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,2,10/04/2026 23:38,I wonder about air pollution and contaminants entering our room. Could PM2.5 sensors be used to filter out dirty air so we don't breathe it in?,AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P29,Guests/Visitors,2,10/04/2026 23:37,Our family uses far too much water. How can a water meter help us save energy and use less resources like water in your building? Leaking pipes seem too obvious.,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,2,10/04/2026 23:35,I want to know more about flow rate and how those sensors can be used to save residents' money.,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,2,10/04/2026 23:32,I'm Betsy and I live on the 4th floor. My room is too cold. Can you adjust the thermostat setpoint for me?,THERMAL,STATUS,INFORMATIONAL,REALTIME,FLOOR,LOOKUP
P29,Guests/Visitors,2,10/04/2026 23:29,How many people are allowed on the ground floor? I notice occupancy sensors may be used to keep track of this.,OCCUPANCY,STATUS,INFORMATIONAL,STATIC,FLOOR,AGGREGATION
P29,Guests/Visitors,1,10/04/2026 23:28,"When were you constructed? I also want to know your architectural style, if applicable.",INFO_REQUEST,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,1,10/04/2026 23:27,I'm looking for the fire exit! Please let me know where it is so we can escape the flames slowly engulfing our floor.,SAFETY,STATUS,INFORMATIONAL,STATIC,FLOOR,LOOKUP
P29,Guests/Visitors,1,10/04/2026 23:25,"When people in your building are too cold or too hot, how do you adjust the temperature to make them feel more comfortable?",THERMAL,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,1,10/04/2026 23:24,How many emergency fire pull stations are in your building?,SAFETY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P29,Guests/Visitors,1,10/04/2026 23:23,Howdy! How tall are you? I want to know if you have any lifts or elevators inside. Are there emergency stairwells?,SAFETY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,1,10/04/2026 23:23,How many floors do you have? Some countries have no floor 13 due to bad luck; are you one of those types who skip unlucky thirteen?,OTHER,STATUS,INFORMATIONAL,STATIC,FLOOR,AGGREGATION
P29,Guests/Visitors,1,10/04/2026 23:21,Where is the lobby? I have to meet my neighbor Mr. Smith and he told me he'd be there.,WAYFINDING,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P29,Guests/Visitors,4,09/04/2026 03:46,How are we able to improve efficiency of our building construction elements? I want to know the ways in which we can save on power by measuring many inputs and outputs.,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,4,09/04/2026 03:44,"How is indoor air quality measured and maintained? I am interested in sensors to keep track of CO2 levels, VOCs, and other important pollutants.",SECURITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,4,09/04/2026 03:43,"Thermal comfort is very important, so are there plans to reduce cold spots? I also want to know if overheating is a problem. Temperature can be monitored remotely in most cases.",THERMAL,COMPARISON,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P29,Guests/Visitors,4,09/04/2026 03:42,Tell me more about your energy efficiency plans. Is the connected electric grid able to support load during peak demand? I'd also be curious to know the baseload and general energy consumption on a typical day when the building is mostly occupied.,ENERGY,STATUS,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P29,Guests/Visitors,4,09/04/2026 03:40,I would like to know if the environment around the building is being protected. Hopefully there are permeable surfaces around the building as well as green roofs and rain collection devices.,SUSTAINABILITY,STATUS,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P29,Guests/Visitors,4,09/04/2026 03:39,"I'm concerned about chemicals exposing us to toxins in the workplace. What types of sensors are in place to protect us from these substances (such as Radon, VOCs, or even formaldehyde)?",AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,4,09/04/2026 03:37,"How many banks of elevators are in use in your building? I hope there are enough to support many large groups of people, especially those with disabilities who may not be able to use the stairs.",ACCESSIBILITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P29,Guests/Visitors,4,09/04/2026 03:37,I would like to know if sensors will be used to keep groups of people from disturbing each other during busy meetings.,WASTE,STATUS,PREDICTIVE,PREDICTIVE,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,4,09/04/2026 03:36,"If we have a large meeting, will the walls be thick enough to prevent sound from escaping?",WELLBEING,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P29,Guests/Visitors,4,09/04/2026 03:35,Lighting is so important! How do you balance having enough light when too much causes glare and not enough can be problematic for safety? I hope there is a way to keep this in line with modern standards.,SAFETY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,3,09/04/2026 03:34,Tell me more about your data centre. I'd like to know which sensors are in that space.,PRIVACY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,3,09/04/2026 03:33,"Does your meeting room have windows to see the outside? If so, are they letting in enough natural light while still maintaining high energy efficiency?",ENERGY,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P29,Guests/Visitors,3,09/04/2026 03:32,What type of sensors are being used in your stairwells?,SAFETY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,3,09/04/2026 03:32,"I have electric car, and sometimes all of the charges are in use. How many bays do you have in your parking area? If full, would there be somewhere else I could go nearby to charge my EV?",ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P29,Guests/Visitors,3,09/04/2026 03:31,"Besides solar panels, roof gardens, wind turbines, and rain collection barrels, what other new technologies are in use?",ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,3,09/04/2026 03:30,How many people can fit in your café & break area? I hope it has a large capacity to maintain a large crowd during busy breakfast/lunch hours.,OCCUPANCY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P29,Guests/Visitors,3,09/04/2026 03:29,Tell me about your lobby and reception! I want to know if there are guides to help new visitors to your building.,WAYFINDING,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P29,Guests/Visitors,2,09/04/2026 03:28,"I'm so curious as to how many sensors your building has! Do you have those to measure C02, NO2, light level, or sound level?",AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P29,Guests/Visitors,2,09/04/2026 03:23,So many windows! Do these have sensors to keep track of the glare index?,AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,2,09/04/2026 03:23,Does this building use a chiller or some other more sophisticated HVAC system? I'm concerned about high power use in winter and summer.,ENERGY,STATUS,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P29,Guests/Visitors,2,09/04/2026 03:21,"What is the power factor of this building? I'd like to know if it is better, worse, or about the same as others like it.",ENERGY,STATUS,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P29,Guests/Visitors,2,09/04/2026 03:17,How about PIR motion detectors? I do hope those are installed inside your building to save energy.,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,2,09/04/2026 03:16,I'd also like to know if occupancy sensors are in use inside your building.,OCCUPANCY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,2,09/04/2026 03:16,"Since I see doors on your building, do those have sensors?",SECURITY,HISTORICAL,INFORMATIONAL,HISTORICAL,UNSPECIFIED,AGGREGATION
P29,Guests/Visitors,2,09/04/2026 03:15,I notice you have solar panels on your roof. How much power do they generate and what type of battery is used?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P29,Guests/Visitors,2,09/04/2026 03:15,What is the flow rate of the water passing through the pipes? I see you have rain barrels equipped on the sides.,WATER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,2,09/04/2026 03:14,Are the windows displayed on your building using window sensors? I hope they tell people if they're open for too long!,AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,1,09/04/2026 02:43,"As a new building, what are your strengths and weaknesses?",OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,1,09/04/2026 02:42,I want to know how the solar panels work on cloudy days.,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,1,09/04/2026 02:42,What are you thinking about when you look to the skies? I want to know how a building interacts with its inhabitants.,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,1,09/04/2026 02:24,"Tell me about your paint color - sand green - is it oil-based, water-based, or something else?",WATER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,1,09/04/2026 02:04,Why do you have four fingers when most buildings have more than that?,OTHER,DIAGNOSTIC,DIAGNOSTIC,STATIC,UNSPECIFIED,AGGREGATION
P29,Guests/Visitors,1,09/04/2026 02:01,"Hi! If you are an energy efficient building, why do you have so many windows? I assume they are efficient given they are so numerous.",ENERGY,DIAGNOSTIC,DIAGNOSTIC,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,1,09/04/2026 02:00,What do the wrench and light bulb icons mean?,LIGHTING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P29,Guests/Visitors,1,09/04/2026 01:55,I notice you have arms and legs. Does this mean you can walk and talk at the same time?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P29,Guests/Visitors,1,09/04/2026 01:55,What is so novel about your building design?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,1,09/04/2026 01:55,What is your name? Inquiring minds really want to know!,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,1,09/04/2026 01:51,I want to know more about the building and what its personality is like. Please tell us more about the building such as how the rain barrels work as well as the wind turbines on the side.,WASTE,STATUS,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P29,Guests/Visitors,1,09/04/2026 01:50,"When you interact with the public, are you telling us the benefits of new green construction technology to benefit Planet Earth?",SUSTAINABILITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,1,09/04/2026 01:49,Do you have goals for the future? I assume energy saving and doing good things that benefit the environment are a high priority.,ENERGY,CAPABILITY,PREDICTIVE,PREDICTIVE,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,1,09/04/2026 01:48,How do you speak if you're a building? I assume your mouth and eyes are windows.,AIR_QUALITY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P29,Guests/Visitors,1,09/04/2026 01:48,Hi! I want to know why the building has vines growing around it. I assume it's trying to be green since it has solar panels on its roof.,ENERGY,DIAGNOSTIC,DIAGNOSTIC,HISTORICAL,BUILDING,LOOKUP
P56,Guests/Visitors,4,10/04/2026 09:22,What are the best ways to include accessibility and energy efficiency together?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P56,Guests/Visitors,4,10/04/2026 09:20,Do you take into account people's sensitivities to the sun when using sunlight in the lighting sensors?,LIGHTING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P56,Guests/Visitors,4,10/04/2026 09:18,What would be the best way to take into account each person's different temperature preferences?,THERMAL,RECOMMENDATION,PRESCRIPTIVE,STATIC,UNSPECIFIED,LOOKUP
P56,Guests/Visitors,3,10/04/2026 09:08,What is the most security risk that you have to face?,SAFETY,COMPARISON,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P56,Guests/Visitors,3,10/04/2026 09:05,Would a server room take a person's temperature into account?,THERMAL,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P56,Guests/Visitors,3,10/04/2026 09:03,What are the complications with dealing effectively with implementing sensors properly when dealing with a shared workspace?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P56,Guests/Visitors,2,10/04/2026 08:51,How accurate are sensors in general?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P56,Guests/Visitors,2,10/04/2026 08:50,Can you use a chiller and ac unit at the same time?,THERMAL,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P56,Guests/Visitors,2,10/04/2026 08:50,What are the differences between a chilller and air conditioning?,THERMAL,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P56,Guests/Visitors,2,10/04/2026 08:43,How is vibration data determined so that you can know if a specific item shakes too much?,MAINTENANCE,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P56,Guests/Visitors,2,10/04/2026 08:40,Can the information on the amount of energy usage be inputted with information on energy prices to get an idea of how much each device costs in energy?,ENERGY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P56,Guests/Visitors,2,10/04/2026 08:37,Are there any issues that can arise from cutting off standby power?,ENERGY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P56,Guests/Visitors,2,10/04/2026 08:31,What actions do you take if there are numerous frequency changes?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P56,Guests/Visitors,2,10/04/2026 08:30,Does your sound level sensor distinguish between necessary sound and nuisance noise?,WELLBEING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P56,Guests/Visitors,2,10/04/2026 08:27,How do you determine what is too much or too little light?,LIGHTING,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P56,Guests/Visitors,2,10/04/2026 08:26,How efficient is the N02 sensor at detecting N02?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P56,Guests/Visitors,1,10/04/2026 08:21,Are there other buildings you admire for their beauty?,OTHER,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P56,Guests/Visitors,1,10/04/2026 08:20,Who is your favorite type of visitor?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P56,Guests/Visitors,1,10/04/2026 08:19,Do you do better in cold weather or hot weather?,THERMAL,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P56,Guests/Visitors,1,10/04/2026 08:18,What kind of things can damage the interior paint?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P56,Guests/Visitors,1,10/04/2026 08:10,What would be the best way to improve your design?,WAYFINDING,RECOMMENDATION,PRESCRIPTIVE,STATIC,UNSPECIFIED,LOOKUP
P56,Guests/Visitors,1,10/04/2026 08:08,How long did it take to build you?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P56,Guests/Visitors,1,10/04/2026 08:07,What does it feel like under the foundation?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P56,Guests/Visitors,1,10/04/2026 08:05,What are some issues you have that can't be seen?,MAINTENANCE,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,1,10/04/2026 01:29,Can smart buildings dim lights at night to reduce possible light pollution?,AIR_QUALITY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,1,10/04/2026 01:28,Are all systems within a smart building encrypted?,INFO_REQUEST,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,1,10/04/2026 01:28,Do maintenance costs lower over time?,MAINTENANCE,HISTORICAL,INFORMATIONAL,HISTORICAL,UNSPECIFIED,AGGREGATION
P01,IT/Data Scientists,1,10/04/2026 01:28,What are the biggest installation costs at the start?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,1,10/04/2026 01:27,"Is ambient light monitored and adjusted automatically in smart buildings during working hours? If not, can that be programmed and automated?",LIGHTING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,1,10/04/2026 01:26,Can individual users program smart lighting in their own work area for maximum productivity?,LIGHTING,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,1,10/04/2026 01:25,What is the main market of field that benefits most from a smart building setup?,INFO_REQUEST,COMPARISON,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P01,IT/Data Scientists,1,10/04/2026 00:44,Do smart buildings need an onsite IT team in order to operate on a day to day basis?,INFO_REQUEST,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,1,10/04/2026 00:41,Can older industrial buildings be converted into smart facilities?,AIR_QUALITY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,1,10/04/2026 00:41,How can smart buildings owners protect against hackers,SECURITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,1,10/04/2026 00:40,Are smart buildings vulnerable to being hacked?,SECURITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,1,10/04/2026 00:40,How do employees benefit from smart buildings on a practical level? Like what are the benefits that they would notice in every day workplace scenarios?,INFO_REQUEST,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,1,10/04/2026 00:38,Do employers benefit more from smart buildings?,INFO_REQUEST,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,1,10/04/2026 00:38,Does saving energy offset higher operational costs?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,1,10/04/2026 00:22,If sensors are consistently mis-calibrated will that effect maintenance costs and overall system reliability?,MAINTENANCE,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,1,10/04/2026 00:20,Can older buildings with with older equipment be converted into smart buildings?,MAINTENANCE,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,1,10/04/2026 00:17,What are the main benefits not linked to saving energy?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,4,09/04/2026 23:55,Could smart buildings analyze lift occupancy during peak times and then suggest alternative routes to reduce wait times?,OCCUPANCY,RECOMMENDATION,PRESCRIPTIVE,STATIC,UNSPECIFIED,MULTI_STEP
P01,IT/Data Scientists,4,09/04/2026 23:53,Could switching escalators to standby when not in use save electricity?,ENERGY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,4,09/04/2026 23:52,Can people in the building receive real time alerts when a workspace is noiser than usual?,OCCUPANCY,CAPABILITY,INFORMATIONAL,REALTIME,BUILDING,LOOKUP
P01,IT/Data Scientists,3,09/04/2026 23:44,Can we analyze stairway vs lift traffic during peak hours to minimize crowded areas?,OCCUPANCY,COMPARISON,INFORMATIONAL,STATIC,UNSPECIFIED,MULTI_STEP
P01,IT/Data Scientists,3,09/04/2026 23:43,Can lights come on automatically at night in stairways when someone is using them?,LIGHTING,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,3,09/04/2026 23:42,Can electric vehicle drivers receive real time data pertaining to the availability of spaces with chargers?,ENERGY,CAPABILITY,INFORMATIONAL,REALTIME,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,3,09/04/2026 23:42,Can ev drivers have charging levels be sent to their phones?,OTHER,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,3,09/04/2026 23:41,Can lighting at night be monitored in real time? And backup lighting be turned on for emergency exits?,SAFETY,CAPABILITY,INFORMATIONAL,REALTIME,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,3,09/04/2026 23:40,Can an alert be sent to anyone in the underground car park if unhealthy air quality is found? Like real time text alerts?,AIR_QUALITY,ANOMALY,DIAGNOSTIC,REALTIME,UNSPECIFIED,MULTI_STEP
P01,IT/Data Scientists,3,09/04/2026 23:39,Can we monitor exhaust and CO levels in the underground car park?,MAINTENANCE,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,2,09/04/2026 23:31,Can smart buildings analyze which equipment vibrates the most over time? And isolate the equipment?,MAINTENANCE,COMPARISON,INFORMATIONAL,HISTORICAL,UNSPECIFIED,AGGREGATION
P01,IT/Data Scientists,2,09/04/2026 23:30,What type of equipment vibrates the most?,MAINTENANCE,COMPARISON,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P01,IT/Data Scientists,2,09/04/2026 23:29,Is a buildings overall health tied to wireless sensors?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,2,09/04/2026 23:26,Can wireless sensors be manually controlled and replaced earlier than necessary?,MAINTENANCE,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,2,09/04/2026 23:25,How soon can I be alerted if a sensor replacement is necessary?,MAINTENANCE,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,2,09/04/2026 23:24,Who controls a smart plug when it is done remotely?,CONTROL,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,2,09/04/2026 23:23,How does the cost of hidden energy waste compare vs traditional buildings?,ENERGY,COMPARISON,INFORMATIONAL,STATIC,UNSPECIFIED,MULTI_STEP
P01,IT/Data Scientists,2,09/04/2026 23:23,Is a smart building better about reducing vampire power?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,1,09/04/2026 23:21,Are smart buildings found primarily in cities?,INFO_REQUEST,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,1,09/04/2026 23:20,Does the building use predictive software to look out for maintenance issues?,MAINTENANCE,CAPABILITY,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P01,IT/Data Scientists,1,09/04/2026 23:19,How does a smart building reduce its carbon footprint?,SUSTAINABILITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,1,09/04/2026 23:18,How secure is the Wi-Fi connection in the building?,SECURITY,STATUS,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P01,IT/Data Scientists,1,09/04/2026 23:18,Does the building make use of cloud storage?,WELLBEING,CAPABILITY,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P01,IT/Data Scientists,4,08/04/2026 16:14,Can levels be set to help with seasonal air quality issues? Such as more people in the building during winter.,AIR_QUALITY,CAPABILITY,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P01,IT/Data Scientists,4,08/04/2026 16:13,Can alerts be sent when air quality is too low?,AIR_QUALITY,ANOMALY,DIAGNOSTIC,STATIC,UNSPECIFIED,MULTI_STEP
P01,IT/Data Scientists,4,08/04/2026 16:13,What would be the best way to display air quality in real time?,AIR_QUALITY,RECOMMENDATION,PRESCRIPTIVE,REALTIME,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,4,08/04/2026 16:12,Do plants help with CO2 levels in a workspace?,AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,4,08/04/2026 16:12,How much user data is needed to figure out a balanced noise level workspace?,WELLBEING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P01,IT/Data Scientists,4,08/04/2026 16:11,Is there a way to reduce the noise if a machine or computer is too loud?,WELLBEING,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,4,08/04/2026 16:11,Can the building alert those inside when CO2 levels are too high?,AIR_QUALITY,ANOMALY,DIAGNOSTIC,STATIC,BUILDING,MULTI_STEP
P01,IT/Data Scientists,4,08/04/2026 16:10,How long would it take to implement lighting based on real usage patterns? How much data is needed?,LIGHTING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P01,IT/Data Scientists,4,08/04/2026 16:09,Is it possible to have different temperatures in the same room?,THERMAL,CAPABILITY,INFORMATIONAL,STATIC,ROOM,LOOKUP
P01,IT/Data Scientists,4,08/04/2026 16:08,How can a building shift to greener hours and still be productive?,SUSTAINABILITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,3,08/04/2026 16:07,Can we be notified when the cafe is the slowest and least crowded?,OCCUPANCY,COMPARISON,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P01,IT/Data Scientists,3,08/04/2026 16:06,Can we set a greeting for each person who enters the lobby?,WAYFINDING,CAPABILITY,INFORMATIONAL,STATIC,ROOM,LOOKUP
P01,IT/Data Scientists,3,08/04/2026 16:05,How can we ensure that only authorized personell have access to the server room?,OTHER,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P01,IT/Data Scientists,3,08/04/2026 16:04,Are there ways to instantly get notified when a room becomes available and is no longer in use?,SUSTAINABILITY,CAPABILITY,INFORMATIONAL,STATIC,ROOM,LOOKUP
P01,IT/Data Scientists,3,08/04/2026 16:02,What is the best way to analyze air quality in real time?,AIR_QUALITY,RECOMMENDATION,PRESCRIPTIVE,REALTIME,UNSPECIFIED,LOOKUP
P01,IT/Data Scientists,3,08/04/2026 16:02,It would be great to have real time noise level monitoring. Would help me find an area where I could easily concentrate.,MAINTENANCE,STATUS,INFORMATIONAL,REALTIME,UNSPECIFIED,LOOKUP
