qid,role,question,before,after,intent,answer
AR-046,"People with mobility, sensory, or other accessibility requirements","I process directions better one step at a time. Can you give one instruction, wait for my confirmation, and then continue?",quoted,quoted,capability,"Here is what I found for **Abacws Building**:


**Transport Parking**. Getting to Abacws (Senghennydd Road, Cardiff CF24 4AG): (1) By train: Cardiff Central station is ~15 min walk or 5 min taxi; (2) By bus: Routes 8, 9, 26, 27 stop on Cathays Terrace (2 min walk). Frequent service from Cardiff city centre; (3) By bike: secure bike storage in the basement (swipe card access); on-street cycle parking on Senghennydd Road; (4) By car: limited on-street pay-and-display parking nearby; Cardiff University has a car park on Corbett Road (permit required for staff). Electric vehicle charging points are available in the car park area. Disabled parking bays (blue badge) are on Senghennydd Road directly outside the entrance.


*Answered live from the building ontology (triples).*"
AR-047,"People with mobility, sensory, or other accessibility requirements","I communicate mainly by text. Which official text channel can I use to contact reception, the organiser or security?",quoted,quoted,capability,"Here is what I found for **Abacws Building**:


**Security services**. Cardiff University Security Services operate 24/7 for the building. Report to: Security Services (24/7) · Email: security@cardiff.ac.uk · Phone: 029 2087 4444

**Emergency Contacts**. Emergency contacts for Abacws: (1) Emergency services: 999; (2) Cardiff University Security (24/7): 029 2087 4444 or internal x74444; (3) First aid: trained first aiders are on each floor (names posted on floor notice boards), or call Security; (4) Estates emergency helpdesk (out-of-hours building issues): 029 2087 5555; (5) Health & Safety: safety@cardiff.ac.uk. First aid kits are located at each floor reception point and in labs. AED (defibrillator) units are on the Ground Floor and Floor 3.

**Building Management Contact**. Abacws Building is managed by Cardiff University Estates and Facilities Management. Key contacts: (1) Facilities helpdesk (general building issues, cleaning, maintenance): estates@cardiff.ac.uk or 029 2087 6026; (2) IT Service Desk: itservicedesk.cardiff.ac.uk or 029 2251 1111; (3) Security Services (24/7): security@cardiff.ac.uk or 029 2087 4444; (4) Room bookings: Staff Intranet room booking system; (5) Health & Safety: safety@cardiff.ac.uk. The School of Computer Science and Informatics administration is on Floor 2. For research lab access, contact your academic supervisor or the school administrator.


From the full policy document (**fire_safety.md**):

# Fire Safety Procedures — Abacws Building, Cardiff University ## Emergency Contacts - **University Security (24/7)**: 029 2087 4444 - **Emergency Services**: 999 - **Fire Safety Officer**: fire.safety@cardiff.ac.uk ## Evacuation Procedure 1. On hearing the fire alarm (continuous bell), **leave the building immediately** via the nearest fire exit. 2. Do NOT use the lift/elevator during a fire evacuation — use the stairs only. 3. Assembly point: **Maindy Road car park** (north side of Abacws building, 50 metres from main entrance). 4. Report to your floor warden at the assembly point. 5. Do NOT re-enter the building until the fire brigade or building manager gives the all-clear. ## Fire Exit Locations (Abacws) - **Ground floor**: Front main entrance (south), rear service exit (north), stairwell A (east wing) - **Floors 1–4**: Stairwell A (east wing), Stairwell B (west wing) — fire doors propped open only via approved hold-open devices - **Floor 5 (Computer Science)**: Stairwell A (east), emergency door to external walkway (south elevation) - **Roof terrace**: Do NOT use as an assembly point; evacuate to ground level ## Personal Emergency Evacuation Plans (PEEPs) Occupants with mobility impairments must register a PEEP with the Estates team. Designated refuge areas are located at each stairwell landing. Contact estates@cardiff.ac.uk to arrange. ## Fire Detection System - Abacws has an **addressable fire detection system** covering all floors - Detectors: optical smoke detectors, heat detectors, manual call points (red boxes near exits) - The detection system is monitored 24/7 by University Security - **OntoSage does not interface with the fire detection system** — fire alarms activate building hardware independently of the digital building intelligence platform ## Fire Warden Contacts Each floor has designated fire wardens (updated termly): - **Floor 5**: Contact the School of Computer Science and Informatics reception - **Floors 1–4**: Contact School administration offices on each floor - **Ground floor**: Security desk at main entrance ## Annual Fire Drills Full building evacuations are conducted once per academic year (typically October). Partial tests are conducted in alternate semesters. Results and evacuation times are reviewed by the Fire Safety Officer. ## Prohibited Actions - Propping fire doors open with non-approved devices - Storing combustible materials in corridors or stairwells - Disabling or covering smoke detectors - Blocking fire exit routes with equipment or furniture


*Answered liv"
AR-048,"People with mobility, sensory, or other accessibility requirements","If there is a public announcement, which verified text, caption or visual alternative will be available?",computed,computed,sensor_data,"**Answer**

The ontology data you provided does **not** contain any property or sensor that represents a *public announcement* (or its verified text, caption, or visual alternative).  
Therefore, the building does not have a dedicated “public announcement” sensor or data source.

**What you can use instead**

- The **`<http://ontosage.org/capabilities#PublicEvent>`** class holds visitor‑facing information about events.  
  - **`visitorEntrance`** – the entrance a visitor should use.  
  - **`doorsOpenAt`** – the time visitors may enter.  
  - These properties are expressed as **verified text** (strings) that can be displayed or spoken to visitors.

If you need a visual or captioned alternative for an announcement, you could:

- Use the textual data from the `PublicEvent` properties and generate captions or visual overlays yourself.
- If the building has a display system (not shown in the ontology), feed the `visitorEntrance` and `doorsOpenAt` strings into that system.

**Bottom line**

- **No public announcement sensor exists in the provided ontology.**  
- **Use the `PublicEvent` class’s textual properties (`visitorEntrance`, `doorsOpenAt`) as the available verified text.**

---
*⚠️ I summarised the data above but couldn't render the chart this time. Please try again, or rephrase the request as e.g. ""plot sensor 5.27 temperature for the last 24 hours as a line chart"".*

---
*Sources: `Building Ontology`*"
AR-049,"People with mobility, sensory, or other accessibility requirements","If my room or route changes, can the official update reach me in my chosen format and include a newly verified route?",honest,honest,capability,"**Abacws Building's documents do not answer this.** I searched Accessible Route Register, Public Event Register; they are the closest material and none of them contains the answer.

If the answer should be in a document, add or update it — a document carrying record-document front-matter is also lifted into queryable data on ingest. Otherwise the owner of that record holds it."
AR-050,"People with mobility, sensory, or other accessibility requirements","Can you give me an authorised route with fewer decision points and clear places to reorient, even if it is slightly longer?",honest,honest,capability,"**Abacws Building's documents do not answer this.** I searched Accessible Route Register, Public Event Register; they are the closest material and none of them contains the answer.

If the answer should be in a document, add or update it — a document carrying record-document front-matter is also lifted into queryable data on ingest. Otherwise the owner of that record holds it."
AR-051,"People with mobility, sensory, or other accessibility requirements","Where is the nearest verified accessible toilet on my route, and is it officially reported open or out of service?",failed,failed,spatial_query,**No toilet is reachable from Reception** in the floor-plan adjacency data — either none is mapped or the adjacency is incomplete.
AR-052,"People with mobility, sensory, or other accessibility requirements","Is a Changing Places toilet available in or near Abacws, and what are the current verified access arrangements?",honest,computed,metadata,"**Answer**

There is no record of a Changing Places toilet in the current access‑permission register for the Abacws building.  
All 20 permission groups refer to building entrances, laboratory doors, mechanical rooms, and service areas – none mention a toilet or restroom.

**Quick recap of the register**

- 20 access‑permission groups (APG‑001 – APG‑020)  
- All are active or in a non‑withdrawn state  
- They cover: main entrance, floor entrances, labs, mechanical plant room, roof hatch, waste compound, etc.  
- No entry lists a restroom or Changing Places facility.

If you need confirmation that a Changing Places toilet exists elsewhere on campus, or if you’d like to request access to a specific facility, let me know and I can help you contact the appropriate department.

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
AR-053,"People with mobility, sensory, or other accessibility requirements","Where are the confirmed rest points on my route, and how far apart are they?",honest,honest,capability,"**Abacws Building's documents do not answer this.** I searched Accessible Route Register; they are the closest material and none of them contains the answer.

If the answer should be in a document, add or update it — a document carrying record-document front-matter is also lifted into queryable data on ingest. Otherwise the owner of that record holds it."
AR-054,"People with mobility, sensory, or other accessibility requirements","Is there an authorised quiet or lower-stimulation space I can use, and when is it officially available?",computed,failed,deliberate,"I couldn't rank any spaces for this request.
1 spaces were excluded — see the evidence dossier.

<details>
<summary>How I worked this out (evidence dossier)</summary>

*Decision: list_matching over 0 ranked candidates; plan fingerprint in the evidence payload.*

| space | modality | value | basis | points | source table | simulated |
|---|---|---|---|---|---|---|

**Excluded:** all in scope (question spans 234 spaces, above the 120-space fetch budget)

</details>

**Evidence time: unknown.** I can't tell you how old these readings are, so treat the recommendation as unverified rather than current. How quickly this goes out of date is not declared for conditions, so I can't give you a recheck point — check again before relying on it. Switch if: conditions in the space you chose moves outside the range that made it the best option, or the space becomes occupied."
AR-055,"People with mobility, sensory, or other accessibility requirements",Where can I wait with my support person without blocking circulation or entering a restricted area?,computed,computed,metadata,"You can wait in the **Common Area / Atrium (Room 1.04)** for the following scheduled public events.  
These venues are open to visitors, do not block circulation, and allow a support person to stay with you without needing a separate registration.

| Event | Date | Time | Companion Policy |
|-------|------|------|------------------|
| **Public seminar – Sensing the Built Environment** | 2026‑09‑04 | 18:00 – 19:30 | Companion may attend without separate registration |
| **Postgraduate welcome** | 2026‑09‑25 | 16:00 – 18:00 | Companions welcome |
| **Alumni evening reception** | 2026‑10‑02 | 18:30 – 21:00 | One companion per registered guest |
| **Public lecture – Energy and the Campus** | 2026‑10‑16 | 18:00 – 19:30 | Companion may attend without separate registration |
| **Careers fair** | 2026‑10‑30 | 11:00 – 15:00 | Companions welcome |
| **Accessibility user panel** | 2026‑09‑16 | 14:00 – 16:00 | Support persons attend without separate registration |

**Total:** 6 events

**Why these are suitable:**
- All take place in the open atrium, which is a public, non‑restricted space.
- The companion policies explicitly allow a support person to stay with you.
- No event is cancelled or moved to a restricted laboratory or office.

If you need to attend a different event, let me know and I can check whether a suitable waiting area is available.

**Boundary: not declared.** I can't say what this figure covers — the meter behind it has no `ontosage:meterServes` in the ontology. Declaring the meter's boundary and allocation method would let every energy answer state it.

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
AR-056,"People with mobility, sensory, or other accessibility requirements","Where is the nearest verified drinking-water point on my accessible route, and is it officially in service?",quoted,computed,metadata,"**Nearest verified drinking‑water point on your accessible route**

- **Location:** **Main Reception (Room 0.01)** – the water bowl is available on request at the reception desk.  
- **Route ID:** **RTE‑012 – “Companion or assistance‑dog route”** (Accessible drop‑off → Reception → Common Area).  
- **Service status:** **Officially in service** – the record status is *open* and the lift (Lift A) serving the route is *in‑service*.

**Why this is the closest point**

- Out of the 16 accessible routes recorded for the building, only **RTE‑012** lists a drinking‑water provision.  
- All other routes either do not mention a water point or refer to washrooms, which are not considered drinking‑water sources.  
- Since the water bowl is situated right at the reception, it is the nearest available point for anyone traveling any of the accessible routes that pass through the main entrance.

**Quick recap**

- **Total accessible routes:** 16  
- **Water points recorded:** 1 (RTE‑012)  
- **Status:** In service, ready for use

If you need directions to the reception from your current location or any other assistance, just let me know!

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
AR-057,"People with mobility, sensory, or other accessibility requirements",Does the authorised break area have verified seating and turning space that fit the measurements I provide?,computed,computed,spatial_query,"## All spaces

**354** space(s) found:

| Floor | Zone | Label | Type | Area (m²) |
|-------|------|-------|------|-----------|
| 0 | `0.01` | 0.01 | zone | 184.5 |
| 0 | `0.04` | 0.04 | zone | 69.3 |
| 0 | `0.05` | 0.05 | zone | 10.2 |
| 0 | `0.06` | 0.06 | zone | 6.2 |
| 0 | `0.07` | 0.07 | zone | 17.2 |
| 0 | `0.08` | 0.08 | zone | 21.1 |
| 0 | `0.10` | 0.10 | zone | 68.0 |
| 0 | `0.17` | 0.17 | zone | 8.9 |
| 0 | `0.18` | 0.18 | zone | 52.6 |
| 0 | `0.19` | 0.19 | zone | 35.7 |
| 0 | `0.20` | 0.20 | zone | 16.4 |
| 0 | `0.29` | 0.29 | zone | 19.9 |
| 0 | `0.31` | 0.31 | zone | 8.1 |
| 0 | `0.32` | 0.32 | zone | 24.7 |
| 0 | `0.33` | 0.33 | zone | 17.1 |
| 0 | `0.34` | 0.34 | zone | 195.0 |
| 0 | `0Z001` | Vending | zone | 7.0 |
| 0 | `0Z008` | Zone 0Z008 | zone | 25.8 |
| 0 | `0Z013` | 41P Collab S | lab | 102.2 |
| 0 | `0Z015` | Zone 0Z015 | zone | 22.0 |
| 0 | `1622.88` | \A1;1622.88 m{\H0.7x;\S2^ ;} | zone | — |
| 1 | `1.04` | 1.04 | meeting_room | 74.0 |
| 1 | `1.06` | 1.06 | office | 11.9 |
| 1 | `1.07` | 1.07 | zone | 10.9 |
| 1 | `1.08` | 1.08 | zone | 10.9 |
| 1 | `1.09` | 1.09 | zone | 10.9 |
| 1 | `1.25` | 1.25 | zone | 56.8 |
| 1 | `1.26` | 1.26 | office | 33.9 |
| 1 | `1.34` | 1.34 | zone | 165.9 |
| 1 | `1.37` | 1.37 | zone | 15.4 |
| 1 | `1.38` | 1.38 | zone | 14.6 |
| 1 | `1.39` | 1.39 | zone | 115.5 |
| 1 | `1.40` | 1.40 | zone | 22.4 |
| 1 | `1.41` | 1.41 | office | 29.7 |
| 1 | `1233.56` | \A1;1233.56 m{\H0.7x;\S2^ ;} | zone | — |
| 1 | `1Z01` | 1Z01 16P Collab Sp 1Z01 | lab | — |
| 1 | `1Z010` | 1Z03 | zone | 11.4 |
| 1 | `1Z011` | 4P Collab Space | lab | 10.4 |
| 1 | `1Z013` | 16P Collab Sp | lab | 37.6 |
| 1 | `1Z02` | 1Z02 4P Collab Space 1Z02 | lab | — |
| 1 | `1Z03` | 1Z03 3P Collab Space 1Z03 | lab | — |
| 1 | `fp.abacws.1.16p_collab_sp_1z01` | 16P Collab Sp 1Z01 | meeting_room | — |
| 1 | `fp.abacws.1.1_38_db_room` | 1.38 DB Room | server_room | — |
| 1 | `fp.abacws.1.30p_seminar_room` | 30P Seminar Room | lecture | — |
| 1 | `fp.abacws.1.3p_collab_space_1z03` | 3P Collab Space 1Z03 | meeting_room | — |
| 1 | `fp.abacws.1.42p_computer_room_14` | 42P Computer Room 14SD cap. | server_room | — |
| 1 | `fp.abacws.1.4p_collab_space_1z02` | 4P Collab Space 1Z02 | meeting_room | — |
| 1 | `fp.abacws.1.5p_research_office_r` | 5P Research Office (root 2) 1.41 | office | — |
| 1 | `fp.abacws.1.60p_computer_room_16` | 60P Computer Room 16 SD Cap. | server_room | — |
| 1 | `fp.abacws.1.6p_research_office_1` | 6P Research Office 1.26 | office | — |
| 1 | `fp.abacws.1.8_12p_meet_rm_1_40` | 8-12P Meet Rm 1.40 | meeting_room | — |
| 1 | `fp.abacws.1.8p_research_office_1` | 8P Research Office 1.25 | office | — |
| 1 | `fp.abacws.1.it_hub` | IT Hub | server_room | — |
| 1 | `fp.abacws.1.office` | Office | office | — |
| 2 | `1842.76` | \A1;1842.76 m{\H0.7x;\S2^ ;} | zone | — |
| 2 | `2.01` | 2.01 | zone | 35.4 |
| 2 | `2.02` | 2.02 | zone | 22.7 |
| 2 | `2.03` | 2.03 | zone | 10.5 |
| 2 | `2.04` | 2.04 | office | 11.0 |
| 2 | `2.05` | 2.05 | office | 10.5 |

_… and 294 more._"
AR-058,"People with mobility, sensory, or other accessibility requirements",I may need privacy to manage medication or another personal need. Which official private-space or support option can staff confirm?,honest,honest,capability,"**Abacws Building's documents do not answer this.** I searched Access Permission Register, Accessible Route Register, Evacuation And Peeps; they are the closest material and none of them contains the answer.

If the answer should be in a document, add or update it — a document carrying record-document front-matter is also lifted into queryable data on ingest. Otherwise the owner of that record holds it."
AR-059,"People with mobility, sensory, or other accessibility requirements","Can I bring an assistance dog, and which current routes and areas are authorised?",computed,honest,planner,"## What metadata is available regarding assistance dog policies

Unknown agent: metadata

---

## Building Information

Here is what I found for **Abacws Building**:


**Visitor Guest Policy**. Visitor policy for Abacws: (1) All external visitors must sign in at the main reception (Ground Floor) and will be issued a visitor badge; (2) Visitors must be escorted by a Cardiff University member of staff or student at all times; (3) Visitor wifi: use 'CU_Guest' network (self-registration at the portal); (4) For large groups or events, notify Building Management in advance; (5) Contractors and suppliers must check in with Security and complete a building induction. Visitors are not permitted in server rooms, labs, or other restricted areas unless specifically authorised by the area owner.


*Answered live from the building ontology (triples).*

---

## Building Information

Here is what I found for **Abacws Building**:


**Visitor Guest Policy**. Visitor policy for Abacws: (1) All external visitors must sign in at the main reception (Ground Floor) and will be issued a visitor badge; (2) Visitors must be escorted by a Cardiff University member of staff or student at all times; (3) Visitor wifi: use 'CU_Guest' network (self-registration at the portal); (4) For large groups or events, notify Building Management in advance; (5) Contractors and suppliers must check in with Security and complete a building induction. Visitors are not permitted in server rooms, labs, or other restricted areas unless specifically authorised by the area owner.


*Answered live from the building ontology (triples).*"
AR-060,"People with mobility, sensory, or other accessibility requirements","If I need help during a break, what is the official contact method and nearest verified help point?",quoted,quoted,capability,"Here is what I found for **Abacws Building**:


**Emergency Contacts**. Emergency contacts for Abacws: (1) Emergency services: 999; (2) Cardiff University Security (24/7): 029 2087 4444 or internal x74444; (3) First aid: trained first aiders are on each floor (names posted on floor notice boards), or call Security; (4) Estates emergency helpdesk (out-of-hours building issues): 029 2087 5555; (5) Health & Safety: safety@cardiff.ac.uk. First aid kits are located at each floor reception point and in labs. AED (defibrillator) units are on the Ground Floor and Floor 3.

**Building Management Contact**. Abacws Building is managed by Cardiff University Estates and Facilities Management. Key contacts: (1) Facilities helpdesk (general building issues, cleaning, maintenance): estates@cardiff.ac.uk or 029 2087 6026; (2) IT Service Desk: itservicedesk.cardiff.ac.uk or 029 2251 1111; (3) Security Services (24/7): security@cardiff.ac.uk or 029 2087 4444; (4) Room bookings: Staff Intranet room booking system; (5) Health & Safety: safety@cardiff.ac.uk. The School of Computer Science and Informatics administration is on Floor 2. For research lab access, contact your academic supervisor or the school administrator.

**Complaints Feedback**. To report a building issue, fault, or complaint: (1) Facilities/maintenance issues (broken fixtures, heating, cleaning): report via Cardiff University's FM helpdesk at estates@cardiff.ac.uk or phone the estates helpdesk (029 2087 6026); (2) IT issues (wifi, printers, computers): IT Service Desk (itservicedesk.cardiff.ac.uk); (3) Security concerns: Security Services (security@cardiff.ac.uk, 029 2087 4444); (4) Complaints about the building or services: contact the Building Manager via estates@cardiff.ac.uk. All issues can also be reported via the Cardiff University MyUniHub app.


*Answered live from the building ontology (triples).*"
AR-061,"People with mobility, sensory, or other accessibility requirements","Is any lift, automatic door or accessible route segment on my planned route currently reported out of service?",failed,computed,metadata,"**Short answer:**  
Yes – the **Lift B route to Level 3 (RTE‑016)** is currently out of service until 2026‑09‑12. All other lifts, automatic doors, and accessible route segments are listed as in‑service or open.

---

### What’s out of service

| Route | Description | Status | Notes |
|-------|-------------|--------|-------|
| **RTE‑016 – Lift B route to Level 3** | Lift B is out of service to 2026‑09‑12 | **out_of_service** | Use RTE‑007 (Lift A) and the north corridor instead. |

### All other routes

- **Lift status** – every other lift (Lift A, Lift B‑alternative routes) is **in_service**.  
- **Automatic doors** – all automatic doors on the routes are listed as **automatic** and are not flagged as out of service.  
- **Accessible route segments** – 15 of the 16 routes are **open**; one route (RTE‑015) is **restricted** but still available for non‑accessible use.

---

**Summary**

- **Total routes:** 16  
- **Out of service:** 1 (Lift B route to Level 3)  
- **Automatic doors:** none out of service  
- **Accessible routes:** 15 open, 1 restricted, 1 closed (the Lift B route)

If you need alternative routes or further details about any specific segment, just let me know!

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
AR-062,"People with mobility, sensory, or other accessibility requirements","If the main lift becomes unavailable while I am inside, what official alternative or staff-assistance procedure is in force?",quoted,computed,metadata,"**If the main lift (Lift B) becomes unavailable while you’re inside the building, the official alternative is:**

- **Use the “Reception → Level 3 laboratories” route (RTE‑007).**  
  • This route is step‑free, takes about 14 minutes, and is served by **Lift A** (which is in service).  
  • It also includes a short walk through the north corridor, which is the recommended detour when Lift B is out of service.

- **Staff‑assistance contact:**  
  • **In‑person, Main Reception** – staff are on hand to guide you along the alternative route and help with any mobility aids.

---

### Quick reference

| Route ID | Label | Lift used | Status | Staff contact |
|----------|-------|-----------|--------|---------------|
| RTE‑007 | Reception → Level 3 laboratories | Lift A | in‑service | In‑person, Main Reception |
| RTE‑016 | Lift B route to Level 3 | Lift B | **out_of_service** | In‑person, Main Reception |

---

### Context

- The building holds **16 accessible route records**.  
- **One route (RTE‑016)** is currently closed because Lift B is out of service until 12 Sep 2026.  
- The closed route explicitly states the alternative: “use RTE‑007 and the north corridor instead.”

So, if you find yourself inside and Lift B is unavailable, simply head to the reception, ask for the “Reception → Level 3 laboratories” route, and follow the north corridor to reach Level 3. Staff at reception will be ready to assist you.

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
AR-063,"People with mobility, sensory, or other accessibility requirements","How will I receive a room, entrance or route-closure notice in a format I can use?",failed,failed,automation_capability,"I don't have a dedicated sensor for the condition you mentioned wired up in this building yet, but the monitoring framework is in place.

**What's possible:**
- Once a sensor point is registered for that metric, the rules engine can watch it and send you alerts automatically
- Notify-only automation is available today; physical actuation (valves, setpoints) needs a BMS driver not yet configured here

If you can confirm the sensor exists or share the data source, I can register it and set up the alert rule."
AR-064,"People with mobility, sensory, or other accessibility requirements","If an alarm activates, which official information should I follow for my current location?",failed,failed,capability,"Evacuation Procedure and Personal Emergency Evacuation Plans

---
*From Abacws Building's documents: Condition Survey, Evacuation And Peeps. For the current version, contact facility management.*"
AR-065,"People with mobility, sensory, or other accessibility requirements","I cannot use stairs. Which general evacuation-assistance arrangements apply, and who should I contact before arrival?",failed,computed,metadata,"**Evacuation‑assistance options for a stair‑free user**

| Route | Where it starts | Where it ends | Status | Step‑free? | Contact before arrival |
|-------|-----------------|---------------|--------|------------|------------------------|
| **RTE‑013 – Evacuation route to Level 1 refuge** | Room 1.04 (Common Area / Atrium) | Fire Exit – Floor 1 North | **Open** | ✔ | Intercom at the refuge point (PEEP required for independent use) |
| **RTE‑001 – Accessible drop‑off to Reception** | Accessible drop‑off (Senghennydd Road north) | Room 0.01 – Main Reception | **Open** | ✔ | 07700 900142 |
| **RTE‑002 – Cathays station to Reception** | Cathays railway station | Room 0.01 – Main Reception | **Open** | ✔ | 07700 900142 |
| **RTE‑003 – Bus stop to Reception** | Bus stop (Senghennydd Road) | Room 0.01 – Main Reception | **Open** | ✔ | 07700 900142 |
| **RTE‑004 – Reception to Level 1 Atrium** | Room 0.01 – Main Reception | Room 1.04 – Common Area / Atrium | **Open** | ✔ | In‑person at Main Reception |
| **RTE‑005 – Reception to Level 1 Computer Laboratory** | Room 0.01 – Main Reception | Room 1.06 – Computer Laboratory | **Open** | ✔ | In‑person at Main Reception |
| **RTE‑007 – Reception to Level 3 laboratories** | Room 0.01 – Main Reception | Room 3.01 – Research Laboratory | **Open** | ✔ | In‑person at Main Reception |
| **RTE‑008 – Reception to Level 4 laboratories** | Room 0.01 – Main Reception | Room 4.01 – Research Laboratory | **Open** | ✔ | In‑person at Main Reception |
| **RTE‑009 – Reception to Level 5 offices** | Room 0.01 – Main Reception | Room 5.04 – Academic Office | **Open** | ✔ | In‑person at Main Reception |
| **RTE‑010 – Quiet arrival route** | Accessible drop‑off (Senghennydd Road north) | Room 1.09 – Quiet Room | **Open** | ✔ | 07700 900142 |
| **RTE‑011 – Low‑vision route to Reception** | Cathays railway station | Room 0.01 – Main Reception | **Open** | ✔ | 07700 900142 |
| **RTE‑012 – Companion or assistance‑dog route** | Accessible drop‑off (Senghennydd Road north) | Room 1.04 – Common Area / Atrium | **Open** | ✔ | 07700 900142 |
| **RTE‑014 – Reception to accessible washroom** | Room 0.01 – Main Reception | Level 1 accessible washroom | **Open** | ✔ | In‑person at Main Reception |

### Key points

- **Total step‑free routes available**: 13 (including the evacuation route).  
- **Restricted or closed routes**:  
  - RTE‑006 (restricted – use Lift A and north corridor instead).  
  - RTE‑015 (restricted – not offered as an accessible option).  
  - RTE‑016 (closed – Lift B out of service until 12 Sep 2026).  
- **Primary contact before arrival**:  
  - For most routes, call **07700 900142** (Accessibility and Inclusion Team).  
  - For routes that require in‑person assistance at the building, you can ask at **Main Reception**.  
  - For the evacuation route (RTE‑013), use the **intercom at the Level 1 refuge point**.

Feel free to let me know which specific route you plan to use, and I can give you any additional details you might need!

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
AR-066,"People with mobility, sensory, or other accessibility requirements","I may not hear an audible alarm. Which verified visual, vibrating or staff-assisted notification provision is available?",honest,honest,sensor_data,"The line chart plots the numeric “value” against time, with timestamps on the horizontal axis and the measured value on the vertical axis. It shows a brief spike, rising from 10.0 at 04:53:35 to a higher point at 04:54:34, indicating a short‑term increase in the monitored parameter.

![Visualization](http://localhost:8080/static/viz_20260904_045507_010392.png)

---
*Sources: `Building Ontology` `Occupancy Sensing System · simulated`*"
AR-067,"People with mobility, sensory, or other accessibility requirements",I may not see visual alerts. Which verified audible or staff-assisted notification provision is available?,failed,honest,sensor_data,"This pie chart is intended to display the proportional distribution of a particular metric, but currently contains no data, so no slices are rendered. As a result, no insights or patterns can be derived from the visualization.

![Visualization](http://localhost:8080/static/viz_20260904_045546_862403.png)

---
*Sources: `Building Ontology`*"
AR-068,"People with mobility, sensory, or other accessibility requirements","Crowded evacuation is difficult for me. Which official instructions apply, and what will the talking-building service not improvise?",computed,computed,sensor_data,"That question reaches **252 sensors** — more than I can read and summarise in one request without either timing out or quietly answering from a fraction of them.

Narrow it and I can answer directly:
- one floor, or one room
- one measurement at a time (temperature, or CO₂ — not both)
- a shorter period

I would rather say this than report a figure without telling you which part of the building it came from.

---
*Sources: `Building Ontology`*"
AR-069,"People with mobility, sensory, or other accessibility requirements","If severe weather or transport disruption affects my accessible route, which verified arrival or departure alternatives are available?",failed,computed,metadata,"**Verified accessible routes you can use if severe weather or transport disruption affects your usual path**

---

### Arrival alternatives (from transport or drop‑off to the building)

| # | Route | From | To | Distance (m) | Time (min) | Sensory level | Benches | Lift |
|---|-------|------|----|--------------|------------|---------------|---------|------|
| 1 | **Accessible drop‑off to Reception** | Accessible drop‑off – Senghennydd Road north | Main Reception (Room 0.01) | 40 | 10 | moderate | 2 | – |
| 2 | **Cathays station to Reception** | Cathays railway station | Main Reception | 640 | 20 | busy | 3 | – |
| 3 | **Bus stop to Reception** | Bus stop – Senghennydd Road | Main Reception | 120 | 12 | moderate | 1 | – |
| 4 | **Quiet arrival route** | Accessible drop‑off – Senghennydd Road north | Quiet Room (Room 1.09) | 75 | 12 | quiet | 2 | Lift B |
| 5 | **Low‑vision route to Reception** | Cathays railway station | Main Reception | 640 | 22 | busy | 3 | – |
| 6 | **Companion or assistance‑dog route** | Accessible drop‑off – Senghennydd Road north | Common Area / Atrium (Room 1.04) | 80 | 12 | moderate | 2 | Lift A |

> **Total arrival alternatives:** **6**  
> All are *recordStatus = open* and fully verified.

---

### Departure alternatives (from the building to other destinations)

| # | Route | From | To | Distance (m) | Time (min) | Sensory level | Benches | Lift |
|---|-------|------|----|--------------|------------|---------------|---------|------|
| 1 | **Reception to Level 1 Atrium** | Main Reception | Common Area / Atrium (Room 1.04) | 55 | 8 | busy | 1 | Lift A |
| 2 | **Reception to Level 1 Computer Laboratory** | Main Reception | Computer Laboratory (Room 1.06) | 70 | 10 | moderate | 1 | Lift A |
| 3 | **Reception to Level 3 laboratories** | Main Reception | Research Laboratory (Room 3.01) | 90 | 14 | moderate | 1 | Lift A |
| 4 | **Reception to Level 4 laboratories** | Main Reception | Research Laboratory (Room 4.01) | 95 | 15 | moderate | 1 | Lift A |
| 5 | **Reception to Level 5 offices** | Main Reception | Academic Office (Room 5.04) | 100 | 16 | quiet | 1 | Lift A |
| 6 | **Evacuation route — Level 1 refuge** | Common Area / Atrium | Fire Exit – Floor 1 North | 30 | 3 | moderate | 0 | – |
| 7 | **Reception to accessible washroom** | Main Reception | Level 1 accessible washroom | 60 | 9 | moderate | 1 | Lift A |

> **Total departure alternatives:** **7**  
> All are *recordStatus = open* and ready for use.

---

### Quick take‑away

- **If your usual drop‑off or transport link is blocked,** you can still arrive via any of the six verified routes above.  
- **If you need to leave the building,** choose from the seven departure routes, all of which are step‑free and use lifts where required.  
- **All routes are marked “open”** in the building’s accessibility register, meaning they are current and verified.

Let me know if you’d like details on a specific route or help planning a full journey!

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
AR-070,"People with mobility, sensory, or other accessibility requirements","If live data fails during a disruption, what can the service still tell me safely from authoritative sources?",honest,honest,capability,"It can still tell you the warranty state of assets.

---
*From Abacws Building's documents: Condition Survey, Incident And Near Miss Log, Warranty Register. For the current version, contact facility management.*"
