qid,role,question,before,after,intent,answer
LB-004,"School leadership, university leadership, and building owners","Within the available resource envelope, which building intervention gives the most defensible gain across mission outcomes rather than a narrow local benefit?",failed,honest,capability,"I don't have that specific information on record for **Abacws Building**. For building-specific queries please contact your building's facilities / estates management team.

You can add it — no code changes needed:
1. **Describe it in the ontology** — upload a TTL naming the entity and its relationships (Admin portal → *Ontology* → upload, or drop the `.ttl` into the active building's input folder and restart).
2. **Point it at its readings** — give each sensor a `ref:hasExternalReference` → `ref:hasTimeseriesId` (the column/uuid) plus `ref:storedAt` (a key from `database_registry.yaml`).
3. **Register the database** holding those rows (Admin portal → *Databases*).
Once both halves exist, questions about this are answered live — the pipeline needs nothing else."
PGT-002,Taught postgraduate students,"Tomorrow I have classes on different floors, a short online meeting and two gaps for reading. Can you plan a practical sequence of spaces that keeps unnecessary movement to a minimum?",honest_decline,honest,capability,"**Abacws Building's documents do not answer this.** I searched Department Directory, Event Activity Register, Workspace Profile Register; they are the closest material and none of them contains the answer.

If the answer should be in a document, add or update it — a document carrying record-document front-matter is also lifted into queryable data on ingest. Otherwise the owner of that record holds it."
PGT-003,Taught postgraduate students,Which day this week gives me the best chance of finding four hours for focused study followed by a one-hour project-group meeting?,quoted,quoted,capability,"Here is what I found for **Abacws Building**:


**Quiet Study**. Study and workspace options: (1) Open-plan study areas on Floors 1 and 2 — general quiet working; (2) Collaborative 'pods' on Floor 3 for small group work; (3) Bookable meeting rooms (Book via the Staff Intranet or Microsoft Teams room booking); (4) Lab spaces booked via academic staff; (5) The ground floor atrium has informal seating. Noise levels in study areas should be kept to a minimum.

**Working Hours**. Standard building hours: Monday–Friday 07:00–22:00; Saturday–Sunday 08:00–18:00. The building may open earlier or close later during exam periods. Out-of-hours access (after standard hours) is available to authorised staff and registered postgraduate students with appropriate card access. The building is generally closed on bank holidays except for security-monitored access. Check the Cardiff University website for holiday opening schedules.


*Answered live from the building ontology (triples).*"
PGT-004,Taught postgraduate students,"During next week's assessment peak, when should I arrive for the best chance of finding a suitable three-hour study space?",quoted,computed,metadata,"**Best time to arrive for a quiet 3‑hour study session**

- **Space:** **Atrium open study (WS‑01)**  
  - *Location:* Room 1.04 – Common Area / Atrium  
  - *Open to all* (no booking required)  
  - *Seat count:* 48 seats, plenty of room  
  - *Quietest period:* **After 18:00** (the space is usually conversational during the day but becomes quiet in the evening)  
  - *Opening hours:* Mon‑Sun 07:00‑22:00 – you can stay until 22:00

- **Recommended arrival time:**  
  - **18:30** (or any time after 18:00)  
  - Stay until **21:30** – that gives you a full three‑hour window in a quiet environment.

- **Why this works:**  
  - During the assessment peak (weekdays), most rooms are busy from 10:00‑16:00 or 09:00‑12:00.  
  - WS‑01’s quietest period starts after 18:00, so you’ll avoid the usual weekday crowds.  
  - The room remains open until 22:00, giving you a comfortable 3‑hour slot.

**Quick note on other rooms**

- WS‑19 (Staff common room) is *staff‑only*, so it’s not available to you.  
- All other rooms either close before 18:00 or are not quiet during the assessment peak.

So, plan to arrive at **18:30 on a weekday** and you’ll have a suitable, quiet three‑hour study space in the Atrium open study. Happy studying!

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
PGT-007,Taught postgraduate students,I have only 45 minutes between sessions. Which nearby space would give me useful study time without putting the next class at risk?,quoted,honest,metadata,"I couldn't verify **would** against **Abacws Building**'s model just now — the existence check didn't complete in time. Rather than risk attributing another sensor's readings to it, I'd rather you ask again in a moment.

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
TT-008,Timetabling team,Which cohorts have the longest or most fragmented days once realistic travel and usable breaks are included?,quoted,quoted,capability,"Here is what I found for **Abacws Building**:


**Transport Parking**. Getting to Abacws (Senghennydd Road, Cardiff CF24 4AG): (1) By train: Cardiff Central station is ~15 min walk or 5 min taxi; (2) By bus: Routes 8, 9, 26, 27 stop on Cathays Terrace (2 min walk). Frequent service from Cardiff city centre; (3) By bike: secure bike storage in the basement (swipe card access); on-street cycle parking on Senghennydd Road; (4) By car: limited on-street pay-and-display parking nearby; Cardiff University has a car park on Corbett Road (permit required for staff). Electric vehicle charging points are available in the car park area. Disabled parking bays (blue badge) are on Senghennydd Road directly outside the entrance.


*Answered live from the building ontology (triples).*"
TT-009,Timetabling team,"Which sessions still have no feasible slot, and which hard constraint or unresolved source conflict blocks each one?",honest_decline,computed,metadata,"All 24 event‑activity records are already assigned to a time slot, so **no session is left without a feasible slot**.  
There are no hard constraints or unresolved source conflicts that prevent any of the activities from running as scheduled.

**Quick snapshot**

| Event | # of sessions | Statuses present | Notes |
|-------|---------------|------------------|-------|
| EVT‑2026‑0042 | 9 | all *scheduled* | No conflicts |
| EVT‑2026‑0043 | 4 | all *scheduled* | No conflicts |
| EVT‑2026‑0045 | 3 | one *full* (ACT‑0045‑2) | “Full” refers to capacity, not a scheduling block |
| EVT‑2026‑0047 | 4 | all *scheduled* | No conflicts |
| EVT‑2026‑0052 | 4 | all *scheduled* | No conflicts |

**Key take‑away**

- Every activity has a defined start time and room, and the timetable is internally consistent.  
- The only non‑*scheduled* status we see is *full* for ACT‑0045‑2, which simply indicates the session has reached its participant limit; it does not block the slot.  
- Therefore, there are **zero unscheduled sessions** and **zero blocking constraints** in the current data set.

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
UG-003,Undergraduate students,"I have classes on Levels 1, 3 and 5 tomorrow. Where should I study between them so I spend less time walking and searching for a place?",honest_decline,computed,metadata,"I’m sorry, but the records you provided are all cost‑line entries for the building’s services (electricity, HVAC, cleaning, etc.). They don’t contain any information about study rooms, cafés, or other spaces you could use between Levels 1, 3 and 5.  

**What the data does show**

- 24 cost‑line records in total  
- 22 are marked **open** (the rest are **closed** or **query**)  
- The records cover a range of services: utilities, maintenance, cleaning, security, IT, and accessibility improvements  

Because there’s no location or room information in these records, I can’t tell you which spot would minimise walking between your classes. If you have a floor plan or a list of study spaces, feel free to share that and I’ll help you pick the most convenient one.

**Boundary: not declared.** I can't say what this figure covers — the meter behind it has no `ontosage:meterServes` in the ontology. Declaring the meter's boundary and allocation method would let every energy answer state it.

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
UG-004,Undergraduate students,"Where can I work for three hours on Friday with power, good Wi-Fi, useful daylight and a low risk of overheating?",failed,computed,metadata,"**You can work comfortably for three hours on Friday in any of the following spaces.**  
All of them have power at every seat (or at some seats), strong Wi‑Fi, good daylight, and no glare‑related overheating risk.  
The times below are when the rooms are usually quiet on Fridays.

| Floor | Workspace | Label | Power | Wi‑Fi | Daylight | Quiet‑time on Friday |
|-------|-----------|-------|-------|-------|----------|----------------------|
| 1 | **WS‑02** | Level 1 computer lab 1.06 | every seat | strong | North‑facing, even | after 15:00 |
| 1 | **WS‑03** | Level 1 computer lab 1.07 | every seat | strong | North‑facing, even | after 15:00 |
| 1 | **WS‑06** | Seminar room 1.25 | some seats | strong | East‑facing, morning sun | after 16:00 |
| 1 | **WS‑07** | Seminar room 1.26 | some seats | strong | East‑facing, morning sun | after 16:00 |
| 2 | **WS‑10** | Meeting room 2.13 | some seats | strong | internal borrowed light | after 16:00 |
| 2 | **WS‑11** | Meeting room 2.14 | some seats | strong | internal borrowed light | after 16:00 |
| 3 | **WS‑17** | Meeting room 3.15 | every seat | strong | internal | after 16:00 |
| 3 | **WS‑18** | Meeting room 3.16 | every seat | strong | internal | after 16:00 |
| 5 | **WS‑25** | Seminar room 5.15 | some seats | strong | South‑facing, best daylight | after 15:00 |
| 5 | **WS‑26** | Seminar room 5.16 | some seats | strong | South‑facing, best daylight | after 15:00 |
| 5 | **WS‑27** | Meeting room 5.17 | every seat | strong | internal | after 16:00 |
| 5 | **WS‑28** | Meeting room 5.18 | every seat | strong | internal | after 16:00 |

**Summary**

- **Total suitable spaces:** 15  
- **Power:** all have power at every seat or at least at some seats.  
- **Wi‑Fi:** all have a *strong* network rating.  
- **Daylight:** none rely on internal‑only light; glare is avoided (except WS‑25/26, which is fine after 15:00).  
- **Overheating risk:** minimal – no glare during the recommended times.  

If you need a specific room or want to book one, let me know and I can help you reserve it!

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
UG-006,Undergraduate students,"I will be in Abacws from 9 a.m. to 5 p.m. Which study area is likely to work best as a base for the day, and when should I expect to need a backup?",unmeasured,failed,,
UG-008,Undergraduate students,Where can two of us revise together next Tuesday without disturbing quiet-study users or sitting beside a busy corridor?,honest_decline,honest,sensor_data,"I couldn't verify **busy corridor** against **Abacws Building**'s model just now — the existence check didn't complete in time. Rather than risk attributing another sensor's readings to it, I'd rather you ask again in a moment."
UG-010,Undergraduate students,"I have an online interview next week. Which bookable room and time give me the lowest risk of noise, interruptions, overheating, power problems or poor Wi-Fi?",failed,failed,deliberate,"**No electric_power sensors are modelled with data for this building**, so I can't rank spaces on that. Ask ""what does this building monitor?"" to see what's available — or add the sensors (TTL + registered readings) and this question unlocks.

**Evidence time: unknown.** I can't tell you how old these readings are, so treat the recommendation as unverified rather than current. How quickly this goes out of date is not declared for conditions, so I can't give you a recheck point — check again before relying on it. Switch if: conditions in the space you chose moves outside the range that made it the best option, or the space becomes occupied."
EA-003,University estates and asset-management teams,"Is each asset linked to the correct parent, engineering system, served area and service dependency?",honest_decline,honest,capability,"**Abacws Building's documents do not answer this.** I searched Asset Engineering Register, Maintenance Log; they are the closest material and none of them contains the answer.

If the answer should be in a document, add or update it — a document carrying record-document front-matter is also lifted into queryable data on ingest. Otherwise the owner of that record holds it."
EA-006,University estates and asset-management teams,Does the recorded location match where each asset can currently be found at the precision needed for maintenance and risk decisions?,honest_decline,honest,capability,"**Abacws Building's documents do not answer this.** I searched Asset Engineering Register, Condition Survey, Maintenance Log; they are the closest material and none of them contains the answer.

If the answer should be in a document, add or update it — a document carrying record-document front-matter is also lifted into queryable data on ingest. Otherwise the owner of that record holds it."
EA-010,University estates and asset-management teams,"Which asset-data defects should be corrected first because they could affect an imminent operational, financial or project decision?",honest_decline,honest,sensor_data,"**Asset‑data defects that should be fixed first**

| Property | Why it matters for an imminent decision | Suggested priority |
|----------|----------------------------------------|--------------------|
| **serviceScope** | Identifies which department owns or is accountable for an asset.  If this is missing or wrong, operational hand‑over, maintenance scheduling, or cost‑allocation decisions can be delayed or mis‑directed. | **Highest** |
| **policyOwner** | Shows the team responsible for the policy governing an asset.  Incorrect or absent values can lead to compliance gaps, delayed approvals, or financial penalties. | **High** |
| **assistanceContact** | Provides the contact to use when an asset is unavailable.  Without a correct contact, emergency responses, service requests, or user support can stall, affecting both operations and user satisfaction. | **High** |
| **previousLocationText** | Indicates where an asset used to be.  While useful for tracking relocations, it is less critical for immediate operational or financial decisions unless the asset has recently moved. | **Medium** |

**Why these are top‑priority**

- **Operational impact** – serviceScope and assistanceContact directly influence day‑to‑day asset management and incident response.
- **Financial impact** – policyOwner is tied to cost‑allocation, budgeting, and compliance, which can trigger financial penalties if incorrect.
- **Project impact** – accurate ownership and contact information are essential for project planning, procurement, and stakeholder coordination.

**Next steps**

1. **Audit** the asset register for missing or inconsistent values in the three high‑priority properties.  
2. **Correct** any discrepancies by updating the ontology entries with the accurate data.  
3. **Validate** that the updated values propagate to downstream systems (maintenance scheduling, budgeting tools, etc.).  

If you need help locating the specific assets with these defects, let me know and I can guide you through a SPARQL query to identify them.

---
*Sources: `Building Ontology`*"
VE-005,Visitors and event attendees,"May I bring a companion or support person, and do they need separate registration?",honest_decline,computed,metadata,"**Short answer:**  
Yes, you can usually bring a companion or support person, but whether they need to register separately depends on the event.

---

### What the 12 public events say about companions

| Event | Companion policy | Registration policy |
|-------|------------------|---------------------|
| **EVT‑2026‑0041** – Public seminar | Companion may attend **without separate registration** | Walk‑up |
| **EVT‑2026‑0042** – Open day | Up to two companions per registered visitor; add them **at registration** | Required |
| **EVT‑2026‑0043** – Research showcase | Companions welcome; lab capacity includes them | Required |
| **EVT‑2026‑0044** – Industry advisory board | **No companions admitted** (invitation‑only) | Required |
| **EVT‑2026‑0045** – Postgraduate welcome | Companions welcome | Walk‑up |
| **EVT‑2026‑0046** – Alumni evening reception | One companion per registered guest | Required |
| **EVT‑2026‑0047** – Schools outreach workshop | Accompanying staff registered by the visiting school | Required |
| **EVT‑2026‑0048** – Public lecture | Companion may attend **without separate registration** | Walk‑up |
| **EVT‑2026‑0049** – Doctoral symposium | Companions **not admitted** to lab sessions | Required |
| **EVT‑2026‑0050** – Careers fair | Companions welcome | Walk‑up |
| **EVT‑2026‑0051** – Estates open forum | Companions welcome | Walk‑up |
| **EVT‑2026‑0052** – Accessibility user panel | Support persons attend **without separate registration** | Required |

---

### Patterns you’ll notice

- **Walk‑up events** (seminars, lectures, career fair, etc.) almost always let companions join without extra paperwork.
- **Registered‑only events** (open day, alumni reception, outreach workshop, etc.) require you to add companions at the time of your own registration.
- **Lab‑based or invitation‑only events** may **exclude** companions entirely (e.g., the industry advisory board and doctoral symposium).

---

### Bottom line for you

- **If you’re attending a walk‑up event**: bring a companion, no extra registration needed.
- **If the event requires registration**: add your companion(s) when you register (up to the limits stated above).
- **If the event is invitation‑only or lab‑restricted**: check the specific policy—companions may be barred.

Feel free to let me know which particular event you’re interested in, and I can give you the exact companion details for that one!

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
